OID,Cid,Comment,LootCategory,Value,ItemOverrideBindingType,ItemEnhanceStep,ItemGradeStep,MinCount,MaxCount
151,151,1T 천,Item,52010002,,0,Common,1,1
152,152,2T 천,Item,52020002,,0,Common,1,1
153,153,3T 천,Item,52030002,,0,Common,1,1
154,154,4T 천,Item,52040002,,0,Common,1,1
155,155,5T 천,Item,52050002,,0,Common,1,1
156,156,6T 천,Item,52060002,,0,Common,1,1
157,157,7T 천,Item,52070002,,0,Common,1,1
161,161,1T 목재,Item,52010003,,0,Common,1,1
162,162,2T 목재,Item,52020003,,0,Common,1,1
163,163,3T 목재,Item,52030003,,0,Common,1,1
164,164,4T 목재,Item,52040003,,0,Common,1,1
165,165,5T 목재,Item,52050003,,0,Common,1,1
166,166,6T 목재,Item,52060003,,0,Common,1,1
167,167,7T 목재,Item,52070003,,0,Common,1,1
171,171,1T 통가죽,Item,51010004,,0,Common,1,1
172,172,2T 통가죽,Item,51020004,,0,Common,1,1
173,173,3T 통가죽,Item,51030004,,0,Common,1,1
174,174,4T 통가죽,Item,51040004,,0,Common,1,1
175,175,5T 통가죽,Item,51050004,,0,Common,1,1
176,176,6T 통가죽,Item,51060004,,0,Common,1,1
177,177,7T 통가죽,Item,51070004,,0,Common,1,1
181,181,1T 피혁,Item,52010004,,0,Common,1,1
182,182,2T 피혁,Item,52020004,,0,Common,1,1
183,183,3T 피혁,Item,52030004,,0,Common,1,1
184,184,4T 피혁,Item,52040004,,0,Common,1,1
185,185,5T 피혁,Item,52050004,,0,Common,1,1
186,186,6T 피혁,Item,52060004,,0,Common,1,1
187,187,7T 피혁,Item,52070004,,0,Common,1,1
190,190,하급 허브,Item,51010005,,0,Common,1,1
191,191,중급 허브,Item,51030005,,0,Common,1,1
192,192,상급 허브,Item,51050005,,0,Common,1,1
193,193,특급 허브,Item,51070005,,0,Common,1,1
194,194,하급 열매,Item,51010006,,0,Common,1,1
195,195,중급 열매,Item,51030006,,0,Common,1,1
196,196,상급 열매,Item,51050006,,0,Common,1,1
197,197,특급 열매,Item,51070006,,0,Common,1,1
198,198,하급 고기,Item,51010007,,0,Common,1,1
199,199,중급 고기,Item,51030007,,0,Common,1,1
200,200,상급 고기,Item,51050007,,0,Common,1,1
201,201,특급 고기,Item,51070007,,0,Common,1,1
211,211,1T 광석,Item,51010001,,0,Common,100,100
212,212,2T 광석,Item,51020001,,0,Common,100,100
213,213,3T 광석,Item,51030001,,0,Common,100,100
214,214,4T 광석,Item,51040001,,0,Common,100,100
215,215,5T 광석,Item,51050001,,0,Common,100,100
216,216,6T 광석,Item,51060001,,0,Common,100,100
217,217,7T 광석,Item,51070001,,0,Common,100,100
221,221,1T 섬유,Item,51010002,,0,Common,100,100
222,222,2T 섬유,Item,51020002,,0,Common,100,100
223,223,3T 섬유,Item,51030002,,0,Common,100,100
224,224,4T 섬유,Item,51040002,,0,Common,100,100
225,225,5T 섬유,Item,51050002,,0,Common,100,100
226,226,6T 섬유,Item,51060002,,0,Common,100,100
227,227,7T 섬유,Item,51070002,,0,Common,100,100
231,231,1T 통나무,Item,51010003,,0,Common,100,100
232,232,2T 통나무,Item,51020003,,0,Common,100,100
233,233,3T 통나무,Item,51030003,,0,Common,100,100
234,234,4T 통나무,Item,51040003,,0,Common,100,100
235,235,5T 통나무,Item,51050003,,0,Common,100,100
236,236,6T 통나무,Item,51060003,,0,Common,100,100
237,237,7T 통나무,Item,51070003,,0,Common,100,100
241,241,1T 주괴,Item,52010001,,0,Common,100,100
242,242,2T 주괴,Item,52020001,,0,Common,100,100
243,243,3T 주괴,Item,52030001,,0,Common,100,100
244,244,4T 주괴,Item,52040001,,0,Common,100,100
245,245,5T 주괴,Item,52050001,,0,Common,100,100
246,246,6T 주괴,Item,52060001,,0,Common,100,100
247,247,7T 주괴,Item,52070001,,0,Common,100,100
251,251,1T 천,Item,52010002,,0,Common,100,100
252,252,2T 천,Item,52020002,,0,Common,100,100
253,253,3T 천,Item,52030002,,0,Common,100,100
254,254,4T 천,Item,52040002,,0,Common,100,100
255,255,5T 천,Item,52050002,,0,Common,100,100
256,256,6T 천,Item,52060002,,0,Common,100,100
257,257,7T 천,Item,52070002,,0,Common,100,100
261,261,1T 목재,Item,52010003,,0,Common,100,100
262,262,2T 목재,Item,52020003,,0,Common,100,100
263,263,3T 목재,Item,52030003,,0,Common,100,100
264,264,4T 목재,Item,52040003,,0,Common,100,100
265,265,5T 목재,Item,52050003,,0,Common,100,100
266,266,6T 목재,Item,52060003,,0,Common,100,100
267,267,7T 목재,Item,52070003,,0,Common,100,100
401,401,1티어 양손검 & 판금 방어구 상자,Item,42010001,,0,Common,1,1
402,402,1티어 활 & 가죽 방어구 상자,Item,42010002,,0,Common,1,1
403,403,1티어 지팡이 & 천 방어구 상자,Item,42010003,,0,Common,1,1
405,405,소모품 상자,Item,42010004,,0,Common,1,1
406,406,스칼니토스 상자,Item,42020001,,0,Common,1,1
420,420,제작대 상자,Item,42010005,,0,Common,1,1
501,501,4티어 펫 상자,Item,44010001,,0,Common,1,1
502,502,5티어 펫 상자,Item,44020001,,0,Common,1,1
531,531,초보자의 골드 가방,Currency,1,,0,Common,500,1000
541,541,전문가의 골드 가방,Currency,1,,0,Common,1000,2000
551,551,대가의 골드 골드 가방,Currency,1,,0,Common,5000,10000
611,611,1티 장비 상자,Item,42010008,,0,Common,1,1
612,612,1티 장비 상자,Item,42010009,,0,Common,1,1
613,613,1티 장비 상자,Item,42010010,,0,Common,1,1
614,614,1티 장비 상자,Item,42010011,,0,Common,1,1
621,621,2티 장비 상자,Item,42020004,,0,Common,1,1
622,622,2티 장비 상자,Item,42020005,,0,Common,1,1
623,623,2티 장비 상자,Item,42020006,,0,Common,1,1
624,624,2티 장비 상자,Item,42020007,,0,Common,1,1
631,631,3티 장비 상자,Item,42030008,,0,Common,1,1
632,632,3티 장비 상자,Item,42030009,,0,Common,1,1
633,633,3티 장비 상자,Item,42030010,,0,Common,1,1
634,634,3티 장비 상자,Item,42030011,,0,Common,1,1
635,635,3티 장비 상자,Item,42030012,,0,Common,1,1
641,641,4티 장비 상자,Item,42040005,,0,Common,1,1
642,642,4티 장비 상자,Item,42040006,,0,Common,1,1
643,643,4티 장비 상자,Item,42040007,,0,Common,1,1
644,644,4티 장비 상자,Item,42040008,,0,Common,1,1
645,645,4티 장비 상자,Item,42040009,,0,Common,1,1
651,651,5티 장비 상자,Item,42050004,,0,Common,1,1
652,652,5티 장비 상자,Item,42050005,,0,Common,1,1
653,653,5티 장비 상자,Item,42050006,,0,Common,1,1
654,654,5티 장비 상자,Item,42050007,,0,Common,1,1
655,655,5티 장비 상자,Item,42050008,,0,Common,1,1
661,661,6티 장비 상자,Item,42060003,,0,Common,1,1
662,662,6티 장비 상자,Item,42060004,,0,Common,1,1
663,663,6티 장비 상자,Item,42060005,,0,Common,1,1
664,664,6티 장비 상자,Item,42060006,,0,Common,1,1
665,665,6티 장비 상자,Item,42060007,,0,Common,1,1
671,671,7티 장비 상자,Item,42070003,,0,Common,1,1
672,672,7티 장비 상자,Item,42070004,,0,Common,1,1
673,673,7티 장비 상자,Item,42070005,,0,Common,1,1
674,674,7티 장비 상자,Item,42070006,,0,Common,1,1
675,675,7티 장비 상자,Item,42070007,,0,Common,1,1
901,901,등짐 테스트,Doodad,9002,,0,Common,2,4
902,902,오우거 드랍 등짐,Doodad,9003,,0,Common,7,9
903,903,여신의 축복 구슬,Doodad,902004,,0,Common,1,1
904,904,강인한 생명력 구슬,Doodad,902005,,0,Common,1,1
905,905,테스트_등짐 생성 후 획득,Doodad,9002,,0,Common,1,1
906,906,테스트_등짐 필드 생성,Doodad,9003,,0,Common,3,6
907,907,보스 소환 영역,Doodad,902010,,0,Common,1,1
908,908,공격 속도 구슬,Doodad,902011,,0,Common,1,1
909,909,이동 속도 구슬,Doodad,902012,,0,Common,1,1
910,910,시전 감소 구슬,Doodad,902013,,0,Common,1,1
911,911,뒷벽 폭파용 FS 두다드,Doodad,902025,,0,Common,1,1
912,912,샘솟는 마나샘 구슬,Doodad,902026,,0,Common,1,1
913,913,몬스터 스폰,Doodad,902034,,0,Common,1,1
914,914,부관 처치 시 해골 스폰,Doodad,902036,,0,Common,1,1
915,915,강인한 생명의 원천,Doodad,902037,,0,Common,1,1
916,916,샘솟는 마나의 원천,Doodad,902038,,0,Common,1,1
917,917,분노의 잔재 보물 상자,Doodad,902043,,0,Common,1,1
918,918,격노의 잔재 보물 상자,Doodad,902045,,0,Common,1,1
919,919,3m 원형 범위 회복 구슬,FieldObject,1,,0,Common,1,1
920,920,5m 지속 회복 구슬,FieldObject,2,,0,Common,1,1
1000,1000,주석 주괴,Item,52020001,,0,Common,6,6
1001,1001,2T 피혁,Item,41010004,,0,Common,15,15
1002,1002,아마꽃 천,Item,52020002,,0,Common,6,6
1003,1003,단풍나무 목재,Item,41010005,,0,Common,15,15
1500,1500,일회용 락픽,Item,53030017,,0,Common,1,1
1501,1501,장식된 열쇠,Item,53030018,,0,Common,1,1
1502,1502,장식된 열쇠,Item,53030018,,0,Common,1,1
1503,1503,나차쉬의 파편: 폭발,Item,53030020,,0,Common,1,1
2001,2001,던전 무기 주문서,Item,43010004,,0,Common,1,1
2002,2002,던전 방어구 주문서,Item,43010006,,0,Common,1,1
2003,2003,스칼니토스 카드,Item,17030001,,0,Common,1,1
2004,2004,누이안 카드,Item,17010001,,0,Common,1,1
2005,2005,오크 카드,Item,17010002,,0,Common,1,1
2006,2006,오크 족장 카드,Item,17020001,,0,Common,1,1
2007,2007,놀 카드,Item,17010003,,0,Common,1,1
2008,2008,놀 우두머리 카드,Item,17020002,,0,Common,1,1
2009,2009,나무 정령 카드,Item,17010007,,0,Common,1,1
2010,2010,바위 정령 카드,Item,17010008,,0,Common,1,1
2011,2011,해골 카드,Item,17010004,,0,Common,1,1
2012,2012,망령 카드,Item,17010005,,0,Common,1,1
2013,2013,말카바돈 카드,Item,17030002,,0,Common,1,1
3021,3021,2T 보스 보물 상자 무기 코어 재료,Item,53020001,,0,Common,1,1
3022,3022,2T 보스 보물 상자 방어구 코어 재료,Item,53020002,,0,Common,1,1
3031,3031,3T 보스 보물 상자 무기 코어 재료,Item,53030001,,0,Common,1,1
3032,3032,3T 보스 보물 상자 방어구 코어 재료,Item,53030002,,0,Common,1,1
3041,3041,4T 보스 보물 상자 무기 코어 재료,Item,53040001,,0,Common,1,1
3042,3042,4T 보스 보물 상자 방어구 코어 재료,Item,53040002,,0,Common,1,1
3051,3051,5T 보스 보물 상자 무기 코어 재료,Item,53050001,,0,Common,1,1
3052,3052,5T 보스 보물 상자 방어구 코어 재료,Item,53050002,,0,Common,1,1
3061,3061,6T 보스 보물 상자 무기 코어 재료,Item,53060001,,0,Common,1,1
3062,3062,6T 보스 보물 상자 방어구 코어 재료,Item,53060002,,0,Common,1,1
3071,3071,7T 보스 보물 상자 무기 코어 재료,Item,53070001,,0,Common,1,1
3072,3072,7T 보스 보물 상자 방어구 코어 재료,Item,53070002,,0,Common,1,1
4001,4001,하급 체력 물약,Item,41010004,,0,Common,1,1
4002,4002,하급 마력 물약,Item,41010005,,0,Common,1,1
4011,4011,중급 체력 물약,Item,41030007,,0,Common,1,1
4012,4012,중급 마력 물약,Item,41030008,,0,Common,1,1
4021,4021,상급 체력 물약,Item,41050001,,0,Common,1,1
4022,4022,상급 마력 물약,Item,41050002,,0,Common,1,1
4051,4051,소모품 상자 - 하급 체력 물약,Item,41010004,,0,Common,5,5
4052,4052,소모품 상자 - 하급 마력 물약,Item,41010005,,0,Common,5,5
4053,4053,소모품 상자 - 과일차,Item,41010008,,0,Common,2,2
4054,4054,소모품 상자 - 발효주,Item,41010009,,0,Common,2,2
4055,4055,소모품 상자 - 야채 수프,Item,41010006,,0,Common,10,10
4056,4056,소모품 상자 - 샐러드,Item,41010007,,0,Common,10,10
4101,4101,놀 우두머리 토벌 상자,Item,42030001,,0,Common,1,1
4102,4102,오크 족장 토벌 상자,Item,42030002,,0,Common,1,1
4103,4103,도바비언 지휘관 토벌 상자,Item,42030003,,0,Common,1,1
4104,4104,분노한 오우거 토벌 상자,Item,42030004,,0,Common,1,1
4105,4105,봉인된 심연의 상자,Item,42020001,,0,Common,1,1
10211,10211,1티 무기 상자,Item,11010001,,0,Common,1,1
10212,10212,1티 무기 상자,Item,11010002,,0,Common,1,1
10213,10213,1티 무기 상자,Item,11010003,,0,Common,1,1
10214,10214,1티 무기 상자,Item,11010004,,0,Common,1,1
10215,10215,1티 무기 상자,Item,11010005,,0,Common,1,1
10216,10216,1티 무기 상자,Item,11010006,,0,Common,1,1
10221,10221,2티 무기 상자,Item,11020001,,0,Common,1,1
10222,10222,2티 무기 상자,Item,11020002,,0,Common,1,1
10223,10223,2티 무기 상자,Item,11020003,,0,Common,1,1
10224,10224,2티 무기 상자,Item,11020004,,0,Common,1,1
10225,10225,2티 무기 상자,Item,11020005,,0,Common,1,1
10226,10226,2티 무기 상자,Item,11020006,,0,Common,1,1
10231,10231,3티 무기 상자,Item,11030001,,0,Common,1,1
10232,10232,3티 무기 상자,Item,11030002,,0,Common,1,1
10233,10233,3티 무기 상자,Item,11030003,,0,Common,1,1
10234,10234,3티 무기 상자,Item,11030004,,0,Common,1,1
10235,10235,3티 무기 상자,Item,11030005,,0,Common,1,1
10236,10236,3티 무기 상자,Item,11030006,,0,Common,1,1
10241,10241,4티 무기 상자,Item,11040001,,0,Common,1,1
10242,10242,4티 무기 상자,Item,11040002,,0,Common,1,1
10243,10243,4티 무기 상자,Item,11040003,,0,Common,1,1
10244,10244,4티 무기 상자,Item,11040004,,0,Common,1,1
10245,10245,4티 무기 상자,Item,11040005,,0,Common,1,1
10246,10246,4티 무기 상자,Item,11040001,,0,Common,1,1
10251,10251,5티 무기 상자,Item,11050001,,0,Common,1,1
10252,10252,5티 무기 상자,Item,11050002,,0,Common,1,1
10253,10253,5티 무기 상자,Item,11050003,,0,Common,1,1
10254,10254,5티 무기 상자,Item,11050004,,0,Common,1,1
10255,10255,5티 무기 상자,Item,11050005,,0,Common,1,1
10256,10256,5티 무기 상자,Item,11050001,,0,Common,1,1
10261,10261,6티 무기 상자,Item,11060001,,0,Common,1,1
10262,10262,6티 무기 상자,Item,11060002,,0,Common,1,1
10263,10263,6티 무기 상자,Item,11060003,,0,Common,1,1
10264,10264,6티 무기 상자,Item,11060004,,0,Common,1,1
10265,10265,6티 무기 상자,Item,11060005,,0,Common,1,1
10266,10266,6티 무기 상자,Item,11060001,,0,Common,1,1
10271,10271,7티 무기 상자,Item,11070001,,0,Common,1,1
10272,10272,7티 무기 상자,Item,11070002,,0,Common,1,1
10273,10273,7티 무기 상자,Item,11070003,,0,Common,1,1
10274,10274,7티 무기 상자,Item,11070004,,0,Common,1,1
10275,10275,7티 무기 상자,Item,11070005,,0,Common,1,1
10276,10276,7티 무기 상자,Item,11070001,,0,Common,1,1
10311,10311,1티 판금 방어구 상자,Item,12010001,,0,Common,1,1
10312,10312,1티 판금 방어구 상자,Item,12010004,,0,Common,1,1
10313,10313,1티 판금 방어구 상자,Item,12010007,,0,Common,1,1
10321,10321,2티 판금 방어구 상자,Item,12020001,,0,Common,1,1
10322,10322,2티 판금 방어구 상자,Item,12020004,,0,Common,1,1
10323,10323,2티 판금 방어구 상자,Item,12020007,,0,Common,1,1
10331,10331,3티 판금 방어구 상자,Item,12030001,,0,Common,1,1
10332,10332,3티 판금 방어구 상자,Item,12030005,,0,Common,1,1
10333,10333,3티 판금 방어구 상자,Item,12030008,,0,Common,1,1
10341,10341,4티 판금 방어구 상자,Item,12040001,,0,Common,1,1
10342,10342,4티 판금 방어구 상자,Item,12040006,,0,Common,1,1
10343,10343,4티 판금 방어구 상자,Item,12040009,,0,Common,1,1
10351,10351,5티 판금 방어구 상자,Item,12050001,,0,Common,1,1
10352,10352,5티 판금 방어구 상자,Item,12050007,,0,Common,1,1
10353,10353,5티 판금 방어구 상자,Item,12050010,,0,Common,1,1
10361,10361,6티 판금 방어구 상자,Item,12060001,,0,Common,1,1
10362,10362,6티 판금 방어구 상자,Item,12060007,,0,Common,1,1
10363,10363,6티 판금 방어구 상자,Item,12060010,,0,Common,1,1
10371,10371,7티 판금 방어구 상자,Item,12070001,,0,Common,1,1
10372,10372,7티 판금 방어구 상자,Item,12070007,,0,Common,1,1
10373,10373,7티 판금 방어구 상자,Item,12070011,,0,Common,1,1
10411,10411,1티 가죽 방어구 상자,Item,12010002,,0,Common,1,1
10412,10412,1티 가죽 방어구 상자,Item,12010005,,0,Common,1,1
10413,10413,1티 가죽 방어구 상자,Item,12010008,,0,Common,1,1
10421,10421,2티 가죽 방어구 상자,Item,12020002,,0,Common,1,1
10422,10422,2티 가죽 방어구 상자,Item,12020005,,0,Common,1,1
10423,10423,2티 가죽 방어구 상자,Item,12020008,,0,Common,1,1
10431,10431,3티 가죽 방어구 상자,Item,12030003,,0,Common,1,1
10432,10432,3티 가죽 방어구 상자,Item,12030006,,0,Common,1,1
10433,10433,3티 가죽 방어구 상자,Item,12030009,,0,Common,1,1
10441,10441,4티 가죽 방어구 상자,Item,12040003,,0,Common,1,1
10442,10442,4티 가죽 방어구 상자,Item,12040007,,0,Common,1,1
10443,10443,4티 가죽 방어구 상자,Item,12040010,,0,Common,1,1
10451,10451,5티 가죽 방어구 상자,Item,12050003,,0,Common,1,1
10452,10452,5티 가죽 방어구 상자,Item,12050008,,0,Common,1,1
10453,10453,5티 가죽 방어구 상자,Item,12050011,,0,Common,1,1
10461,10461,6티 가죽 방어구 상자,Item,12060003,,0,Common,1,1
10462,10462,6티 가죽 방어구 상자,Item,12060008,,0,Common,1,1
10463,10463,6티 가죽 방어구 상자,Item,12060011,,0,Common,1,1
10471,10471,7티 가죽 방어구 상자,Item,12070003,,0,Common,1,1
10472,10472,7티 가죽 방어구 상자,Item,12070009,,0,Common,1,1
10473,10473,7티 가죽 방어구 상자,Item,12070012,,0,Common,1,1
10511,10511,1티 천 방어구 상자,Item,12010003,,0,Common,1,1
10512,10512,1티 천 방어구 상자,Item,12010006,,0,Common,1,1
10513,10513,1티 천 방어구 상자,Item,12010009,,0,Common,1,1
10521,10521,2티 천 방어구 상자,Item,12020003,,0,Common,1,1
10522,10522,2티 천 방어구 상자,Item,12020006,,0,Common,1,1
10523,10523,2티 천 방어구 상자,Item,12020009,,0,Common,1,1
10531,10531,3티 천 방어구 상자,Item,12030004,,0,Common,1,1
10532,10532,3티 천 방어구 상자,Item,12030007,,0,Common,1,1
10533,10533,3티 천 방어구 상자,Item,12030010,,0,Common,1,1
10541,10541,4티 천 방어구 상자,Item,12040005,,0,Common,1,1
10542,10542,4티 천 방어구 상자,Item,12040008,,0,Common,1,1
10543,10543,4티 천 방어구 상자,Item,12040011,,0,Common,1,1
10551,10551,5티 천 방어구 상자,Item,12050005,,0,Common,1,1
10552,10552,5티 천 방어구 상자,Item,12050009,,0,Common,1,1
10553,10553,5티 천 방어구 상자,Item,12050012,,0,Common,1,1
10561,10561,6티 천 방어구 상자,Item,12060005,,0,Common,1,1
10562,10562,6티 천 방어구 상자,Item,12060009,,0,Common,1,1
10563,10563,6티 천 방어구 상자,Item,12060012,,0,Common,1,1
10571,10571,7티 천 방어구 상자,Item,12070005,,0,Common,1,1
10572,10572,7티 천 방어구 상자,Item,12070010,,0,Common,1,1
10573,10573,7티 천 방어구 상자,Item,12070013,,0,Common,1,1
10631,10631,3티 장신구 상자,Item,13030001,,0,Common,1,1
10632,10632,3티 장신구 상자,Item,13030002,,0,Common,1,1
10633,10633,3티 장신구 상자,Item,13030003,,0,Common,1,1
10641,10641,4티 장신구 상자,Item,13040001,,0,Common,1,1
10642,10642,4티 장신구 상자,Item,13040002,,0,Common,1,1
10643,10643,4티 장신구 상자,Item,13040003,,0,Common,1,1
10651,10651,5티 장신구 상자,Item,13050001,,0,Common,1,1
10652,10652,5티 장신구 상자,Item,13050002,,0,Common,1,1
10653,10653,5티 장신구 상자,Item,13050003,,0,Common,1,1
10661,10661,6티 장신구 상자,Item,13060001,,0,Common,1,1
10662,10662,6티 장신구 상자,Item,13060002,,0,Common,1,1
10663,10663,6티 장신구 상자,Item,13060003,,0,Common,1,1
10671,10671,7티 장신구 상자,Item,13070001,,0,Common,1,1
10672,10672,7티 장신구 상자,Item,13070002,,0,Common,1,1
10673,10673,7티 장신구 상자,Item,13070003,,0,Common,1,1
11001,11001,필드 레이드 참가 보상,Item,42030012,,0,Common,1,1
20001,20001,하급 체력 물약 ,Item,41010004,,0,Common,1,1
20002,20002,중급 체력 물약,Item,41030007,,0,Common,1,1
20003,20003,상급 체력 물약,Item,41050001,,0,Common,1,1
20004,20004,하급 마력 물약,Item,41010005,,0,Common,1,1
20005,20005,중급 마력 물약,Item,41030008,,0,Common,1,1
20006,20006,상급 마력 물약,Item,41050002,,0,Common,1,1
20101,20101,행운의 주사위 1개 - 몬스터 드랍,Item,49010005,,0,Common,1,1
39001,39001,스칼니토스_보상,Item,41050001,,0,Common,10,10
39002,39002,말카바돈_보상,Item,41050002,,0,Common,10,10
40003,40003,아키움 결정,Item,53020005,,0,Common,1,1
40004,40004,영혼 정수,Item,53010003,,0,Common,1,1
40005,40005,고대 주화,Item,53010004,,0,Common,1,1
50005,50005,보물 상자,Item,13030001,,0,Common,1,1
50006,50006,보물 상자,Item,13030002,,0,Common,1,1
50007,50007,보물 상자,Item,13030003,,0,Common,1,1
50008,50008,고급 보물 상자,Item,13030001,,0,Common,1,1
50009,50009,고급 보물 상자,Item,13030002,,0,Common,1,1
50010,50010,고급 보물 상자,Item,13030003,,0,Common,1,1
50011,50011,고급 보물 상자,Item,13040001,,0,Common,1,1
50012,50012,고급 보물 상자,Item,13040002,,0,Common,1,1
50013,50013,고급 보물 상자,Item,13040003,,0,Common,1,1
50014,50014,희귀 보물 상자,Item,13040001,,0,Common,1,1
50015,50015,희귀 보물 상자,Item,13040002,,0,Common,1,1
50016,50016,희귀 보물 상자,Item,13040003,,0,Common,1,1
50017,50017,무기 제작대,Item,11020002,,0,Common,1,1
50018,50018,무기 제작대,Item,11020004,,0,Common,1,1
50019,50019,무기 제작대,Item,11020005,,0,Common,1,1
50020,50020,방어구 제작대,Item,12020001,,0,Common,1,1
50021,50021,방어구 제작대,Item,12020002,,0,Common,1,1
50022,50022,방어구 제작대,Item,12020003,,0,Common,1,1
50023,50023,방어구 제작대,Item,12020004,,0,Common,1,1
50024,50024,방어구 제작대,Item,12020005,,0,Common,1,1
50025,50025,방어구 제작대,Item,12020006,,0,Common,1,1
50026,50026,방어구 제작대,Item,12020007,,0,Common,1,1
50027,50027,방어구 제작대,Item,12020008,,0,Common,1,1
50028,50028,방어구 제작대,Item,12020009,,0,Common,1,1
91003,91003,테스트용_2티어 장비 상자,Item,42990001,,0,Common,1,1
98001,98001,Hero_몬스터 드랍 상자,Item,41010004,,0,Common,1,1
98002,98002,상급 치유 물약 지급,Item,41050001,,0,Common,10,10
98003,98003,중급 치유 물약 지급,Item,41030007,,0,Common,10,10
98004,98004,하급 치유 물약 지급,Item,41010004,,0,Common,10,10
99923,99923,야채 수프,Item,41010006,,0,Common,1,1
99924,99924,샐러드,Item,41010007,,0,Common,1,1
99925,99925,과일차,Item,41010008,,0,Common,1,1
99926,99926,발효주,Item,41010009,,0,Common,1,1
99927,99927,음식 제작대 - 야채 수프 3개,Item,41010006,,0,Common,3,3
99928,99928,음식 제작대 - 샐러드 3개,Item,41010007,,0,Common,3,3
99929,99929,음료 제작대 - 과일차 2개,Item,41010008,,0,Common,2,2
99930,99930,음료 제작대 - 발효주 2개,Item,41010009,,0,Common,2,2
100101,100101,러시아 테스트용 무기 상자,Item,11010002,,0,Common,1,1
100102,100102,러시아 테스트용 무기 상자,Item,11010004,,0,Common,1,1
100103,100103,러시아 테스트용 무기 상자,Item,11010005,,0,Common,1,1
100104,100104,러시아 테스트용 무기 상자,Item,11010003,,0,Common,1,1
100110,100110,러시아 테스트용 무기 상자,Item,43070001,,0,Common,100,100
100111,100111,러시아 테스트용 무기 상자,Item,43070002,,0,Common,100,100
100112,100112,러시아 테스트용 무기 상자,Item,43070003,,0,Common,100,100
100113,100113,러시아 테스트용 무기 상자,Item,43070004,,0,Common,100,100
100201,100201,러시아 테스트용 방어구 상자,Item,12010001,,0,Common,1,1
