OID,Cid,TargetCid,SpawnerCid,Kind,Zone,Location
911,911,1005012,0,WorldLocation,1000,"(X=379906.024110,Y=-155826.057852,Z=869.529106)"
1085,1085,1005021,0,WorldLocation,1000,"(X=385966.000000,Y=-156153.937500,Z=867.071106)"
928,928,1006081,0,WorldLocation,1000,"(X=383039.239691,Y=-156581.897405,Z=867.793923)"
1086,1086,1006111,0,WorldLocation,1000,"(X=385548.864953,Y=-155921.202725,Z=865.232096)"
936,936,1007021,0,WorldLocation,1000,"(X=379381.351053,Y=-162204.653253,Z=1360.617569)"
801,801,1007091,0,WorldLocation,1000,"(X=381519.534936,Y=-175813.204583,Z=1907.400969)"
841,841,1008031,0,WorldLocation,1000,"(X=372994.648791,Y=-172284.727351,Z=1867.492177)"
765,765,1008041,0,WorldLocation,1000,"(X=375216.632430,Y=-172340.285843,Z=1939.267638)"
636,636,1008081,0,WorldLocation,1000,"(X=371200.726216,Y=-175638.589192,Z=1874.849118)"
563,563,1009011,0,WorldLocation,1000,"(X=350947.148583,Y=-150401.725285,Z=2591.374559)"
874,874,1009031,0,WorldLocation,1000,"(X=377288.617709,Y=-155949.280393,Z=861.691981)"
1030,1030,1013122,0,WorldLocation,1000,"(X=384938.629767,Y=-155581.289191,Z=867.999696)"
332,332,9001011,0,WorldLocation,1000,"(X=378465.944090,Y=-144318.209114,Z=147.835014)"
1174,1174,9003031,0,WorldLocation,1000,"(X=360956.991198,Y=-145703.981447,Z=1447.035686)"
1262,1262,100100,0,WorldLocation,1001,"(X=-386693.286278,Y=449072.484530,Z=2764.342475)"
1265,1265,100101,0,WorldLocation,1001,"(X=-379195.900498,Y=447355.521010,Z=2489.058343)"
1264,1264,100102,0,WorldLocation,1001,"(X=-375427.680069,Y=440466.624470,Z=3135.415046)"
1260,1260,100103,0,WorldLocation,1001,"(X=-384938.751881,Y=440008.046655,Z=3599.058238)"
1261,1261,100104,0,WorldLocation,1001,"(X=-391241.909705,Y=439850.218762,Z=3369.058372)"
1259,1259,100105,0,WorldLocation,1001,"(X=-394541.483489,Y=441327.499229,Z=3184.058398)"
1258,1258,100106,0,WorldLocation,1001,"(X=-389480.402647,Y=433900.071624,Z=3370.994997)"
1263,1263,100107,0,WorldLocation,1001,"(X=-381641.527514,Y=434639.841179,Z=3359.058249)"
1271,1271,101001,0,WorldLocation,1010,"(X=244759.807097,Y=-122678.042519,Z=-1006.449204)"
1272,1272,101002,0,WorldLocation,1010,"(X=243913.487898,Y=-112434.356050,Z=92.903045)"
1274,1274,101003,0,WorldLocation,1010,"(X=233785.171962,Y=-119940.353042,Z=1202.309944)"
1268,1268,101004,0,WorldLocation,1010,"(X=224358.317357,Y=-110523.137939,Z=24.188761)"
1266,1266,101005,0,WorldLocation,1010,"(X=210947.856408,Y=-124504.308793,Z=-1929.623076)"
1269,1269,2000011,0,WorldLocation,1010,"(X=242068.487898,Y=-113744.356050,Z=92.903045)"
1285,1285,101101,0,WorldLocation,1011,"(X=229984.754981,Y=-71433.681347,Z=1898.617182)"
1279,1279,101102,0,WorldLocation,1011,"(X=209324.519036,Y=-88800.219491,Z=7.706592)"
1283,1283,101103,0,WorldLocation,1011,"(X=223313.015787,Y=-90498.618805,Z=1150.930996)"
1280,1280,101104,0,WorldLocation,1011,"(X=202495.702668,Y=-87161.828613,Z=562.478256)"
1281,1281,101105,0,WorldLocation,1011,"(X=198542.300689,Y=-77674.957461,Z=442.965795)"
1278,1278,101106,0,WorldLocation,1011,"(X=184507.469684,Y=-72310.724308,Z=-1926.856364)"
1288,1288,101201,0,WorldLocation,1012,"(X=161294.231546,Y=-94493.421384,Z=-800.033021)"
1297,1297,101202,0,WorldLocation,1012,"(X=146314.772674,Y=-80389.928954,Z=-163.842705)"
1294,1294,101203,0,WorldLocation,1012,"(X=172950.389800,Y=-108014.117109,Z=169.408846)"
1295,1295,101204,0,WorldLocation,1012,"(X=190098.443508,Y=-135617.463896,Z=-350.744939)"
1301,1301,101205,0,WorldLocation,1012,"(X=191656.521192,Y=-141612.117126,Z=1028.892294)"
1299,1299,101206,0,WorldLocation,1012,"(X=189193.820220,Y=-144145.540851,Z=1481.300872)"
1291,1291,101207,0,WorldLocation,1012,"(X=165872.134229,Y=-134929.764128,Z=2470.785863)"
1290,1290,2000131,0,WorldLocation,1012,"(X=153825.000000,Y=-124485.000000,Z=2570.000000)"
1287,1287,2000141,0,WorldLocation,1012,"(X=162755.000000,Y=-120905.000000,Z=0.000000)"
1310,1310,500101,0,WorldLocation,5001,"(X=-27860.914139,Y=82319.234050,Z=1175.138402)"
1314,1314,500102,0,WorldLocation,5001,"(X=52357.066514,Y=71254.472673,Z=1761.347997)"
1304,1304,500103,0,WorldLocation,5001,"(X=22256.360600,Y=102131.574650,Z=-204.710782)"
1303,1303,500104,0,WorldLocation,5001,"(X=-76563.436527,Y=99202.164259,Z=1411.791726)"
1302,1302,500105,0,WorldLocation,5001,"(X=-32159.540967,Y=50741.209132,Z=1164.147549)"
1312,1312,500106,0,WorldLocation,5001,"(X=-1000.000000,Y=59320.000000,Z=2520.000000)"
1311,1311,500107,0,WorldLocation,5001,"(X=-16090.000000,Y=62980.000000,Z=1220.000000)"
1309,1309,500108,0,WorldLocation,5001,"(X=-28620.000000,Y=79920.000000,Z=1270.000000)"
1308,1308,500109,0,WorldLocation,5001,"(X=-30400.000000,Y=71460.000000,Z=1620.000000)"
1313,1313,500110,0,WorldLocation,5001,"(X=-4600.000000,Y=91430.000000,Z=3580.000000)"
1305,1305,500111,0,WorldLocation,5001,"(X=-24310.000000,Y=100460.000000,Z=2460.000000)"
1307,1307,500112,0,WorldLocation,5001,"(X=-29770.000000,Y=60050.000000,Z=1500.000000)"
1306,1306,500113,0,WorldLocation,5001,"(X=-40130.000000,Y=58830.000000,Z=1240.000000)"
1315,1315,500201,0,WorldLocation,5002,"(X=-92981.576127,Y=115591.839717,Z=7978.941214)"
1316,1316,500301,0,WorldLocation,5003,"(X=-41915.806412,Y=142764.050912,Z=9642.911900)"
1320,1320,500401,0,WorldLocation,5004,"(X=-65083.035641,Y=25543.492135,Z=6644.496518)"
1319,1319,500402,0,WorldLocation,5004,"(X=-116396.508824,Y=19877.024358,Z=8334.196515)"
1322,1322,500403,0,WorldLocation,5004,"(X=78906.644190,Y=27414.375696,Z=11461.902879)"
1317,1317,500404,0,WorldLocation,5004,"(X=48705.179381,Y=12474.556460,Z=-1548.853772)"
1318,1318,500405,0,WorldLocation,5004,"(X=37620.493722,Y=-8086.817564,Z=9442.119658)"
1321,1321,500406,0,WorldLocation,5004,"(X=-34422.911287,Y=7150.258398,Z=5359.362504)"
1323,1323,500501,0,WorldLocation,5005,"(X=129135.128942,Y=43664.559432,Z=11493.579388)"
1324,1324,500601,0,WorldLocation,5006,"(X=-114369.244696,Y=-13184.052208,Z=8768.336611)"
1325,1325,500602,0,WorldLocation,5006,"(X=-70833.614324,Y=-36284.221048,Z=6668.722962)"
1326,1326,500701,0,WorldLocation,5007,"(X=-2203.365423,Y=-29239.800408,Z=6670.576981)"
1327,1327,500702,0,WorldLocation,5007,"(X=50447.823213,Y=-50921.780410,Z=12795.840555)"
1328,1328,500801,0,WorldLocation,5008,"(X=94712.084065,Y=-60931.514969,Z=8348.314954)"
1329,1329,102901,0,WorldLocation,5009,"(X=113698.000000,Y=-115118.000000,Z=205.162156)"
1330,1330,500901,0,WorldLocation,5009,"(X=83432.000000,Y=-151275.000000,Z=3778.000000)"
1331,1331,501001,0,WorldLocation,5010,"(X=148626.814926,Y=-204005.362649,Z=8492.544009)"
1332,1332,8000,0,WorldLocation,8000,"(X=115070.000000,Y=-134920.000000,Z=-87490.000000)"
1333,1333,9000,0,WorldLocation,9000,"(X=80.000000,Y=-620.000000,Z=0.000000)"
1336,1336,900101,0,WorldLocation,9001,"(X=-1914.534452,Y=-11009.458594,Z=4108.268189)"
1334,1334,900102,0,WorldLocation,9001,"(X=3270.457204,Y=-5768.583848,Z=4108.268189)"
1335,1335,900103,0,WorldLocation,9001,"(X=-1741.269790,Y=-5508.427348,Z=4058.268189)"
1337,1337,900104,0,WorldLocation,9001,"(X=2635.444908,Y=-11119.991080,Z=4008.268189)"
1339,1339,9010,0,WorldLocation,9011,"(X=1434.000000,Y=-3884.000000,Z=19.000000)"
1338,1338,9011,0,WorldLocation,9011,"(X=-36515.000000,Y=34893.000000,Z=218.000000)"
1340,1340,9012,0,WorldLocation,9012,"(X=-20617.000000,Y=-30768.000000,Z=316.000000)"
1341,1341,9013,0,WorldLocation,9013,"(X=36796.000000,Y=16198.000000,Z=202.000000)"
1342,1342,9979,0,WorldLocation,9979,"(X=-8790.000000,Y=-4400.000000,Z=120.000000)"
1356,1356,132011,0,WorldLocation,9979,"(X=-9883.579609,Y=-3964.016294,Z=120.000000)"
1357,1357,132041,0,WorldLocation,9979,"(X=2123.130616,Y=29.587609,Z=120.000000)"
1359,1359,9990,0,WorldLocation,9990,"(X=24595.953376,Y=20355.315370,Z=221.934491)"
1360,1360,1125,0,WorldLocation,9997,"(X=60.000000,Y=-2190.000000,Z=0.000000)"
1364,1364,999701,0,WorldLocation,9997,"(X=2504.848435,Y=-461.592420,Z=0.000000)"
1365,1365,999702,0,WorldLocation,9997,"(X=1542.971791,Y=446.820155,Z=0.000000)"
1366,1366,999703,0,WorldLocation,9997,"(X=2500.964881,Y=1334.828419,Z=0.000000)"
1367,1367,9999,0,WorldLocation,9999,"(X=-14909.998310,Y=18244.621419,Z=-16932.535797)"
1370,1370,999901,0,WorldLocation,9999,"(X=-29559.361276,Y=-3696.502461,Z=-18428.131169)"
1369,1369,999902,0,WorldLocation,9999,"(X=4480.037530,Y=24439.686614,Z=-15650.027063)"
1368,1368,999903,0,WorldLocation,9999,"(X=875.736997,Y=12376.294679,Z=-15032.063352)"
66,66,2011,0,Npc,905,"(X=-445425.907462,Y=255413.485023,Z=2190.000000)"
70,70,2011,0,Npc,905,"(X=-451856.115175,Y=275364.360412,Z=2190.000000)"
117,117,2011,0,Npc,905,"(X=-435936.169598,Y=281704.536501,Z=2190.000000)"
122,122,2011,0,Npc,905,"(X=-427700.000000,Y=263750.000000,Z=2190.000000)"
190,190,1,101,Npc,1000,"(X=358267.481819,Y=-134388.642243,Z=-528.187708)"
429,429,1,102,Npc,1000,"(X=384751.102903,Y=-141444.092707,Z=-340.591959)"
558,558,1,103,Npc,1000,"(X=350518.030976,Y=-150573.276704,Z=2601.204405)"
433,433,2,201,Npc,1000,"(X=384955.197235,Y=-141425.707224,Z=-345.342956)"
215,215,2015,201501,Npc,1000,"(X=357748.644263,Y=-132673.334846,Z=-528.504649)"
639,639,2016,201601,Npc,1000,"(X=367262.000000,Y=-173207.000000,Z=1870.000000)"
203,203,100001,10000103,Npc,1000,"(X=357712.118420,Y=-133538.381184,Z=-524.666816)"
207,207,100001,10000102,Npc,1000,"(X=357754.813739,Y=-133380.667205,Z=-527.313818)"
214,214,100001,10000104,Npc,1000,"(X=358267.481819,Y=-134388.642243,Z=-528.187708)"
225,225,100001,10000101,Npc,1000,"(X=352547.528522,Y=-124552.466228,Z=-1978.193320)"
268,268,100001,10000100,Npc,1000,"(X=349622.015674,Y=-123885.495146,Z=-1985.137181)"
359,359,100001,10000105,Npc,1000,"(X=373431.815956,Y=-137222.435339,Z=-343.351474)"
375,375,100001,10000106,Npc,1000,"(X=374785.535501,Y=-138209.822607,Z=-346.329565)"
385,385,100001,10000108,Npc,1000,"(X=382599.135061,Y=-135084.561660,Z=-340.596577)"
394,394,100001,10000107,Npc,1000,"(X=378829.745346,Y=-133140.823352,Z=-346.329611)"
425,425,100001,10000109,Npc,1000,"(X=387473.618988,Y=-144373.240936,Z=-343.095632)"
426,426,100001,10000110,Npc,1000,"(X=384751.102903,Y=-141444.092707,Z=-340.591959)"
547,547,100001,10000112,Npc,1000,"(X=350753.740971,Y=-150594.562056,Z=2587.878484)"
922,922,100001,10000111,Npc,1000,"(X=380285.724056,Y=-155882.231911,Z=866.879671)"
201,201,100002,10000200,Npc,1000,"(X=357204.271787,Y=-133965.992704,Z=-510.348341)"
202,202,100002,10000201,Npc,1000,"(X=357471.509655,Y=-133672.489335,Z=-510.348363)"
353,353,100003,10000301,Npc,1000,"(X=374913.125000,Y=-138344.203125,Z=-346.329651)"
378,378,100003,10000303,Npc,1000,"(X=382677.799799,Y=-134922.539740,Z=-333.769662)"
379,379,100003,10000302,Npc,1000,"(X=378943.500480,Y=-133251.196550,Z=-346.329560)"
431,431,100003,10000304,Npc,1000,"(X=387586.377668,Y=-144296.167388,Z=-338.845836)"
423,423,100004,10000402,Npc,1000,"(X=387356.620807,Y=-144304.236887,Z=-342.498581)"
1240,1240,100004,10000401,Npc,1000,"(X=379359.710356,Y=-144889.105441,Z=140.834274)"
546,546,100005,10000502,Npc,1000,"(X=350599.030976,Y=-150518.276704,Z=2601.204405)"
1054,1054,100005,10000501,Npc,1000,"(X=386248.932375,Y=-156320.591991,Z=865.625328)"
881,881,100006,10000601,Npc,1000,"(X=381915.835971,Y=-154270.402865,Z=866.013329)"
859,859,100007,10000701,Npc,1000,"(X=380397.364676,Y=-154575.804135,Z=869.702575)"
861,861,100008,10000801,Npc,1000,"(X=383319.764802,Y=-156766.035926,Z=871.731974)"
1007,1007,100009,10000901,Npc,1000,"(X=386108.068919,Y=-156313.794877,Z=873.896156)"
1039,1039,100010,10001001,Npc,1000,"(X=386199.164516,Y=-156194.750986,Z=873.406278)"
209,209,100011,10001105,Npc,1000,"(X=352254.124268,Y=-129241.590362,Z=-1969.487197)"
223,223,100011,10001106,Npc,1000,"(X=349622.015674,Y=-123885.495146,Z=-1985.137181)"
557,557,100011,10001104,Npc,1000,"(X=354691.462351,Y=-146451.987648,Z=2433.389012)"
652,652,100011,10001102,Npc,1000,"(X=371085.561323,Y=-175827.976445,Z=1875.245592)"
736,736,100011,10001101,Npc,1000,"(X=381513.973218,Y=-176071.161181,Z=1869.562080)"
208,208,100014,10001401,Npc,1000,"(X=355380.000000,Y=-134110.000000,Z=-720.000000)"
954,954,100015,10001501,Npc,1000,"(X=379779.000000,Y=-156249.000000,Z=870.000000)"
1010,1010,100016,10001601,Npc,1000,"(X=384500.000000,Y=-156230.000000,Z=865.407714)"
892,892,100017,10001701,Npc,1000,"(X=381320.000000,Y=-156530.000000,Z=877.367666)"
1056,1056,100018,10001801,Npc,1000,"(X=384250.000000,Y=-157210.000000,Z=870.000000)"
1087,1087,100019,10001901,Npc,1000,"(X=385130.000000,Y=-157430.000000,Z=820.000000)"
1042,1042,100020,10002001,Npc,1000,"(X=384970.000000,Y=-156490.000000,Z=869.471906)"
957,957,100021,10002101,Npc,1000,"(X=374620.000000,Y=-158650.000000,Z=836.178189)"
690,690,100022,100022,Npc,1000,"(X=369600.000000,Y=-159750.000000,Z=860.000000)"
675,675,100023,10002301,Npc,1000,"(X=369630.000000,Y=-159900.000000,Z=860.000000)"
786,786,100024,10002401,Npc,1000,"(X=382230.000000,Y=-175500.000000,Z=1868.312706)"
785,785,100025,10002501,Npc,1000,"(X=373940.000000,Y=-176790.000000,Z=1868.381480)"
752,752,100026,10002601,Npc,1000,"(X=371520.000000,Y=-172600.000000,Z=1876.487364)"
819,819,100027,10002701,Npc,1000,"(X=371660.000000,Y=-172670.000000,Z=1876.151450)"
567,567,100028,10002801,Npc,1000,"(X=354220.000000,Y=-152060.000000,Z=2437.810585)"
559,559,100029,10002901,Npc,1000,"(X=354320.000000,Y=-152210.000000,Z=2428.886954)"
1153,1153,100030,10003001,Npc,1000,"(X=361000.000000,Y=-146220.000000,Z=1450.000000)"
665,665,100031,10003101,Npc,1000,"(X=368740.872322,Y=-156077.244387,Z=1447.211539)"
709,709,100032,10003201,Npc,1000,"(X=368924.536859,Y=-156027.033608,Z=1447.211549)"
718,718,100033,10003301,Npc,1000,"(X=368827.224722,Y=-155995.872080,Z=1447.211469)"
873,873,100034,10003401,Npc,1000,"(X=380457.535642,Y=-154302.975969,Z=872.377952)"
951,951,100035,10003501,Npc,1000,"(X=380501.608188,Y=-154190.892455,Z=867.608859)"
938,938,100036,10003601,Npc,1000,"(X=382184.589608,Y=-153725.517505,Z=866.448002)"
885,885,100037,10003701,Npc,1000,"(X=382274.190405,Y=-153709.795113,Z=877.140554)"
863,863,100038,10003801,Npc,1000,"(X=383083.934953,Y=-156697.150888,Z=868.932024)"
923,923,100039,10003901,Npc,1000,"(X=383200.359660,Y=-156684.812292,Z=871.581764)"
220,220,101015,10101501,Npc,1000,"(X=345470.000000,Y=-125350.000000,Z=-1850.000000)"
1270,1270,101000,10100001,Npc,1010,"(X=244759.807097,Y=-122678.042519,Z=-1006.449204)"
1276,1276,101001,10100101,Npc,1010,"(X=241623.487898,Y=-113359.356050,Z=92.903045)"
1275,1275,101002,10100201,Npc,1010,"(X=233785.171962,Y=-119940.353042,Z=1202.309944)"
1273,1273,101003,10100301,Npc,1010,"(X=224358.317357,Y=-110523.137939,Z=24.188761)"
1267,1267,101004,10100401,Npc,1010,"(X=211232.856408,Y=-124279.308793,Z=-1929.623076)"
1284,1284,101005,10100501,Npc,1011,"(X=229984.754981,Y=-71433.681347,Z=1898.617182)"
1282,1282,101006,10100601,Npc,1011,"(X=209324.519036,Y=-88800.219491,Z=7.706592)"
1277,1277,101007,10100701,Npc,1011,"(X=184507.469684,Y=-72310.724308,Z=-1926.856364)"
1289,1289,101008,10100801,Npc,1012,"(X=161294.231546,Y=-94493.421384,Z=-800.033021)"
1298,1298,101009,10100901,Npc,1012,"(X=172950.389800,Y=-108014.117109,Z=169.408846)"
1296,1296,101010,10101001,Npc,1012,"(X=190098.443508,Y=-135617.463896,Z=-350.744939)"
1300,1300,101011,10101101,Npc,1012,"(X=189193.820220,Y=-144145.540851,Z=1481.300872)"
1292,1292,101012,10101201,Npc,1012,"(X=165872.134229,Y=-134929.764128,Z=2470.785863)"
1293,1293,101013,10101301,Npc,1012,"(X=154330.000000,Y=-125255.000000,Z=2620.000000)"
1286,1286,101014,10101401,Npc,1012,"(X=162350.000000,Y=-119645.000000,Z=0.000000)"
1362,1362,2011,0,Npc,9997,"(X=-700.000000,Y=-1890.000000,Z=0.000000)"
1371,1371,2009,2009,Npc,9999,"(X=-29920.000000,Y=-3970.000000,Z=-18440.000000)"
1373,1373,2010,2010,Npc,9999,"(X=-30190.000000,Y=-3730.000000,Z=-18420.000000)"
5,5,8500,0,Doodad,800,"(X=-390308.879664,Y=392440.273814,Z=-1497.152840)"
2,2,8501,0,Doodad,800,"(X=-391001.009429,Y=392396.637311,Z=-1497.152843)"
9,9,8501,0,Doodad,800,"(X=-390789.908071,Y=392396.447570,Z=-1497.152843)"
23,23,8501,0,Doodad,800,"(X=-390842.562489,Y=392592.956508,Z=-1497.152843)"
26,26,8501,0,Doodad,800,"(X=-390979.330210,Y=392311.677474,Z=-1497.152843)"
40,40,8501,0,Doodad,800,"(X=-390811.778297,Y=392478.068347,Z=-1497.152843)"
46,46,8501,0,Doodad,800,"(X=-391027.590762,Y=392515.749020,Z=-1497.152843)"
28,28,8502,0,Doodad,800,"(X=-390928.455954,Y=393336.085058,Z=-1497.152842)"
29,29,8502,0,Doodad,800,"(X=-390850.921864,Y=393691.334165,Z=-1497.152842)"
37,37,8502,0,Doodad,800,"(X=-390972.067410,Y=393499.961490,Z=-1497.152842)"
44,44,8503,0,Doodad,800,"(X=-390150.535792,Y=392872.162023,Z=-1500.182217)"
1,1,8504,0,Doodad,800,"(X=-391972.131621,Y=391820.109869,Z=-1499.999977)"
4,4,8504,0,Doodad,800,"(X=-390750.209215,Y=391584.812721,Z=-1499.999977)"
6,6,8504,0,Doodad,800,"(X=-391930.350960,Y=391662.617846,Z=-1499.999982)"
13,13,8504,0,Doodad,800,"(X=-393259.514423,Y=393536.384825,Z=-1499.999984)"
14,14,8504,0,Doodad,800,"(X=-393624.832237,Y=395494.373645,Z=-1494.618768)"
15,15,8504,0,Doodad,800,"(X=-392687.775973,Y=391402.628024,Z=-1499.999977)"
17,17,8504,0,Doodad,800,"(X=-391853.215632,Y=391398.272597,Z=-1499.999977)"
19,19,8504,0,Doodad,800,"(X=-393393.830697,Y=394037.659949,Z=-1499.999987)"
22,22,8504,0,Doodad,800,"(X=-391507.636867,Y=394267.776293,Z=-1499.999982)"
25,25,8504,0,Doodad,800,"(X=-391260.787104,Y=394333.919489,Z=-1499.999982)"
31,31,8504,0,Doodad,800,"(X=-393557.256106,Y=395877.616992,Z=-1494.618768)"
32,32,8504,0,Doodad,800,"(X=-392417.996413,Y=393468.487822,Z=-1499.999977)"
33,33,8504,0,Doodad,800,"(X=-392552.343498,Y=390897.187240,Z=-1499.999978)"
35,35,8504,0,Doodad,800,"(X=-392465.779133,Y=393628.087969,Z=-1499.999977)"
36,36,8504,0,Doodad,800,"(X=-390490.781393,Y=391654.326206,Z=-1499.999977)"
38,38,8504,0,Doodad,800,"(X=-392341.952861,Y=393214.504317,Z=-1499.999977)"
39,39,8504,0,Doodad,800,"(X=-392054.239199,Y=392095.650179,Z=-1499.999982)"
48,48,8504,0,Doodad,800,"(X=-392220.612249,Y=395141.298434,Z=-1494.618768)"
51,51,8504,0,Doodad,800,"(X=-392540.353035,Y=393891.210615,Z=-1499.999974)"
24,24,8505,0,Doodad,800,"(X=-395779.578535,Y=393054.791287,Z=-1499.999979)"
42,42,8505,0,Doodad,800,"(X=-396268.601959,Y=390748.973459,Z=-1499.999979)"
