OID,Cid,Comment,ZoneCid,SubZoneCid,IsItemWhereToGet,Kind,DescName,LevelTitle,Location,Radius,Yaw,IsTeleportable,CostCategory,CostItemIds,CostCount,CostMonsterKill,CostMonsterKillGuildOnly,CostMonsterKillDuration
90501,90501,None,905,0,False,None,생명의 균열 남쪽 입구,,"(X=-428100.000010,Y=264210.000054,Z=2361.017483)",3.000000,140.000000,True,Gold,,0,0,True,0
90502,90502,None,905,0,False,None,생명의 균열 동쪽 입구,,"(X=-445150.000010,Y=255570.000054,Z=2361.017483)",3.000000,49.999996,True,Gold,,0,0,True,0
90503,90503,None,905,0,False,None,생명의 균열 서쪽 입구,,"(X=-436540.000010,Y=281260.000054,Z=2361.017483)",3.000000,-130.000000,True,Gold,,0,0,True,0
90601,90601,None,906,0,False,None,메아리의 시작점,,"(X=-442555.362777,Y=413853.307045,Z=292.141019)",3.000000,164.309860,True,Gold,,0,0,True,0
90602,90602,None,906,0,False,None,균열의 시작점,,"(X=-424059.828173,Y=419209.885166,Z=-57.252156)",3.000000,-108.532280,True,Gold,,0,0,True,0
100000,100000,None,1000,100001,False,None,이니스 부두,,"(X=345180.156250,Y=-124450.406250,Z=-1852.412964)",3.000000,0.000000,True,Gold,,0,0,True,0
100110,100110,None,800,0,False,None,M11_주거 지역,,"(X=-392280.000000,Y=392820.000000,Z=-1500.000000)",3.000000,-160.000000,True,Gold,,0,0,True,0
100001,100001,None,1000,100001,False,None,이니스 부두 - 관리실 앞,,"(X=357988.868284,Y=-132980.463420,Z=-525.265812)",3.000000,0.000000,True,Gold,,0,0,True,0
100002,100002,None,1000,100002,False,None,여명의 길,,"(X=373283.554834,Y=-137223.564990,Z=-283.444645)",3.000000,0.000000,True,Gold,,0,0,True,0
100003,100003,None,1000,100003,False,None,달그늘 쉼터,,"(X=381561.321884,Y=-155637.261172,Z=942.500328)",3.000000,0.000000,True,Gold,,0,0,True,0
100004,100004,None,1000,100004,False,None,고요의 숲,,"(X=371851.562489,Y=-163056.263086,Z=1381.691965)",3.000000,0.000000,True,Gold,,0,0,True,0
100005,100005,None,1000,100005,False,None,신성의 숲,,"(X=355528.931567,Y=-147057.182397,Z=2441.353474)",3.000000,0.000000,True,Gold,,0,0,True,0
100006,100006,None,1000,100001,False,None,이니스 부두,,"(X=351120.156250,Y=-125050.406250,Z=-1990.353245)",3.000000,90.000000,True,Gold,,0,0,True,0
100007,100007,None,1000,100002,False,None,이니스 섬 놀 부락 초입,,"(X=371805.156250,Y=-137285.406250,Z=-345.982303)",3.000000,90.000000,True,Gold,,0,0,True,0
100008,100008,None,1000,100002,False,None,이니스 섬 놀 부락 후방,,"(X=387540.156250,Y=-143790.406250,Z=-348.515057)",3.000000,160.000000,True,Gold,,0,0,True,0
100009,100009,None,1000,100004,False,None,동부 오크 지역 동쪽,,"(X=387800.156250,Y=-161895.406250,Z=1358.494839)",3.000000,130.000000,True,Gold,,0,0,True,0
100010,100010,None,1000,100004,False,None,북부 정령 군락 서쪽,,"(X=367235.156250,Y=-172680.406250,Z=1868.442071)",3.000000,40.000000,True,Gold,,0,0,True,0
100011,100011,None,1000,100005,False,None,서부 오크 지역 동쪽,,"(X=366190.156250,Y=-156930.406250,Z=1447.211535)",3.000000,10.000000,True,Gold,,0,0,True,0
100012,100012,None,1000,100003,False,None,달그늘 쉼터,,"(X=380041.024110,Y=-155826.057852,Z=869.529106)",3.000000,10.000000,True,Gold,,0,0,True,0
100013,100013,None,1000,100002,False,None,여명의 길 퇴장 위치,,"(X=377531.835822,Y=-142859.111491,Z=132.414688)",3.000000,-86.262871,True,Gold,,0,0,False,0
100014,100014,None,1000,100004,False,None,고요의 숲 퇴장 위치,,"(X=373588.204095,Y=-174913.616977,Z=2013.920532)",3.000000,62.041798,True,Gold,,0,0,False,0
100015,100015,None,1000,100004,False,None,고요의 숲 퇴장 위치,,"(X=371784.495846,Y=-173057.149049,Z=2013.920532)",3.000000,33.238758,True,Gold,,0,0,False,0
100016,100016,None,1000,100003,False,None,신성의 숲 퇴장 위치,,"(X=350763.231705,Y=-150475.649972,Z=2591.374559)",3.000000,21.897472,True,Gold,,0,0,False,0
100098,100098,None,1000,100003,False,None,고요의 숲에서 언덕 올라가기,,"(X=371272.156250,Y=-156961.046875,Z=1449.087954)",3.000000,0.000000,True,Gold,,0,0,True,0
100099,100099,None,1000,100003,False,None,고요의 숲에서 언덕 내려오기,,"(X=371856.125000,Y=-156954.053696,Z=800.461792)",3.000000,0.000000,True,Gold,,0,0,True,0
100202,100202,None,1000,100003,False,None,불타는 달그늘 쉼터로,,"(X=379748.893374,Y=-156247.101343,Z=861.691981)",3.000000,0.000000,True,Gold,,0,0,True,0
100100,100100,None,1001,0,False,None,누이 신전 입구,,"(X=-386693.286278,Y=449072.484530,Z=2764.342475)",3.000000,0.000000,True,Gold,,0,0,True,0
100101,100101,None,1001,100101,False,None,누이 신전 - 정화실,,"(X=-379195.900498,Y=447355.521010,Z=2489.058343)",3.000000,0.000000,True,Gold,,0,0,True,0
100102,100102,None,1001,100102,False,None,누이 신전 - 성물 보관소,,"(X=-375427.680069,Y=440466.624470,Z=3135.415046)",3.000000,0.000000,True,Gold,,0,0,True,0
100103,100103,None,1001,100103,False,None,누이 신전 - 중앙 홀,,"(X=-384938.751881,Y=440008.046655,Z=3599.058238)",3.000000,0.000000,True,Gold,,0,0,True,0
100104,100104,None,1001,100104,False,None,누이 신전 - 제실,,"(X=-391241.909705,Y=439850.218762,Z=3369.058372)",3.000000,0.000000,True,Gold,,0,0,True,0
100105,100105,None,1001,100105,False,None,누이 신전 - 휴게실,,"(X=-394541.483489,Y=441327.499229,Z=3184.058398)",3.000000,0.000000,True,Gold,,0,0,True,0
100106,100106,None,1001,100106,False,None,누이 신전 - 신관의 회랑,,"(X=-389480.402647,Y=433900.071624,Z=3370.994997)",3.000000,0.000000,True,Gold,,0,0,True,0
100107,100107,None,1001,100107,False,None,누이 신전 - 회의실,,"(X=-381641.527514,Y=434639.841179,Z=3359.058249)",3.000000,0.000000,True,Gold,,0,0,True,0
101001,101001,None,1010,101001,False,None,"솔즈리드 반도(1010) - 바라기 마을",,"(X=244759.807097,Y=-122678.042519,Z=-1006.449204)",3.000000,0.000000,True,Gold,,0,0,True,0
101002,101002,None,1010,101002,False,None,"솔즈리드 반도(1010) - 바라기 농가",,"(X=243913.487898,Y=-112434.356050,Z=92.903045)",3.000000,0.000000,True,Gold,,0,0,True,0
101003,101003,None,1010,101003,False,None,"솔즈리드 반도(1010) - 바라기 언덕",,"(X=233785.171962,Y=-119940.353042,Z=1202.309944)",3.000000,0.000000,True,Gold,,0,0,True,0
101004,101004,None,1010,101004,False,None,"솔즈리드 반도(1010) - 푸른 안개 숲",,"(X=224358.317357,Y=-110523.137939,Z=24.188761)",3.000000,0.000000,True,Gold,,0,0,True,0
101005,101005,None,1010,101005,False,None,"솔즈리드 반도(1010) - 가라앉은 만",,"(X=210947.856408,Y=-124504.308793,Z=-1929.623076)",3.000000,0.000000,True,Gold,,0,0,True,0
101101,101101,None,1011,101101,False,None,"솔즈리드 평원(1011) - 초승달 왕좌",,"(X=229984.754981,Y=-71433.681347,Z=1898.617182)",3.000000,0.000000,True,Gold,,0,0,True,0
101102,101102,None,1011,101102,False,None,"솔즈리드 평원(1011) - 파수 마을",,"(X=209324.519036,Y=-88800.219491,Z=7.706592)",3.000000,0.000000,True,Gold,,0,0,True,0
101103,101103,None,1011,101103,False,None,"솔즈리드 평원(1011) - 바람이 부는 언덕",,"(X=223313.015787,Y=-90498.618805,Z=1150.930996)",3.000000,0.000000,True,Gold,,0,0,True,0
101104,101104,None,1011,101104,False,None,"솔즈리드 평원(1011) - 솔즈리언의 문",,"(X=202495.702668,Y=-87161.828613,Z=562.478256)",3.000000,0.000000,True,Gold,,0,0,True,0
101105,101105,None,1011,101105,False,None,"솔즈리드 평원(1011) - 남부 산악 지대",,"(X=198542.300689,Y=-77674.957461,Z=442.965795)",3.000000,0.000000,True,Gold,,0,0,True,0
101106,101106,None,1011,101106,False,None,"솔즈리드 평원(1011) - 백월만",,"(X=184507.469684,Y=-72310.724308,Z=-1926.856364)",3.000000,0.000000,True,Gold,,0,0,True,0
101201,101201,None,1012,101201,False,None,"솔즈리드 반도(1012) - 우윳빛 강 마을",,"(X=161294.231546,Y=-94493.421384,Z=-800.033021)",3.000000,0.000000,True,Gold,,0,0,True,0
101202,101202,None,1012,101202,False,None,"솔즈리드 반도(1012) - 골레우 성",,"(X=146314.772674,Y=-80389.928954,Z=-163.842705)",3.000000,0.000000,True,Gold,,0,0,True,0
101203,101203,None,1012,101203,False,None,"솔즈리드 반도(1012) - 잊혀진 성",,"(X=172950.389800,Y=-108014.117109,Z=169.408846)",3.000000,0.000000,True,Gold,,0,0,True,0
101204,101204,None,1012,101204,False,None,"솔즈리드 반도(1012) - 앰리아 마을",,"(X=190098.443508,Y=-135617.463896,Z=-350.744939)",3.000000,0.000000,True,Gold,,0,0,True,0
101205,101205,None,1012,101205,False,None,"솔즈리드 반도(1012) - 누군가 살던 집",,"(X=191656.521192,Y=-141612.117126,Z=1028.892294)",3.000000,0.000000,True,Gold,,0,0,True,0
101206,101206,None,1012,101206,False,None,"솔즈리드 반도(1012) - 요정의 은신처",,"(X=189193.820220,Y=-144145.540851,Z=1481.300872)",3.000000,0.000000,True,Gold,,0,0,True,0
101207,101207,None,1012,101207,False,None,"솔즈리드 반도(1012) - 일벌백계의 폐허",,"(X=165872.134229,Y=-134929.764128,Z=2470.785863)",3.000000,0.000000,True,Gold,,0,0,True,0
102901,102901,None,5009,0,False,None,"릴리엇 구릉지(1020) - 바람 초원",,"(X=113698.000000,Y=-115118.000000,Z=205.162156)",3.000000,60.000000,True,Gold,,0,0,True,0
130011,130011,None,1000,0,False,None,130 퀘스트 첫번째 에어리어,,"(X=377288.617709,Y=-155949.280393,Z=861.691981)",3.000000,0.000000,True,Gold,,0,0,True,0
130021,130021,None,1000,0,False,None,130 퀘스트 두번째 에어리어,,"(X=380360.231410,Y=-155794.535563,Z=861.691981)",3.000000,0.000000,True,Gold,,0,0,True,0
130041,130041,None,1000,0,False,None,130 퀘스트 세번째 에어리어,,"(X=383415.884344,Y=-155893.418619,Z=861.691981)",3.000000,0.000000,True,Gold,,0,0,True,0
132011,132011,None,9979,0,False,None,망자의 회랑으로,,"(X=-9883.579609,Y=-3964.016294,Z=120.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
132041,132041,None,9979,0,False,None,망자의 회랑으로,,"(X=2123.130616,Y=29.587609,Z=120.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
2001,2001,None,2001,0,False,None,맵 테스트 존,,"(X=-9045.717608,Y=1964.853719,Z=-0.541781)",3.000000,0.000000,True,Gold,,0,0,True,0
8000,8000,None,8000,0,True,OceanZone,12월 바다,,"(X=115070.000000,Y=-134920.000000,Z=-87490.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
9000,9000,None,9000,0,True,None,전투 테스트 존,,"(X=80.000000,Y=-620.000000,Z=0.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
9010,9010,None,9011,0,False,None,"작은월드파티션(중간)",,"(X=1434.000000,Y=-3884.000000,Z=19.000000)",3.000000,-65.000000,True,Gold,,0,0,True,0
9011,9011,None,9011,0,False,None,작은월드파티션1,,"(X=-36515.000000,Y=34893.000000,Z=218.000000)",3.000000,-80.000000,True,Gold,,0,0,True,0
9012,9012,None,9012,0,False,None,작은월드파티션2,,"(X=-20617.000000,Y=-30768.000000,Z=316.000000)",3.000000,20.000000,True,Gold,,0,0,True,0
9013,9013,None,9013,0,False,None,작은월드파티션3,,"(X=36796.000000,Y=16198.000000,Z=202.000000)",3.000000,-180.000000,True,Gold,,0,0,True,0
9979,9979,None,9979,0,False,None,던전 입구,,"(X=-8790.000000,Y=-4400.000000,Z=120.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
1125,1125,None,9997,0,True,None,기획 테스트 존,,"(X=60.000000,Y=-2190.000000,Z=0.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
9990,9990,None,9990,0,False,None,길드영지,,"(X=24595.953376,Y=20355.315370,Z=221.934491)",3.000000,-180.000000,True,Gold,,0,0,True,0
9991,9991,None,9991,0,False,None,파티 던전 이동,,"(X=-16263.344389,Y=24471.202025,Z=1020.000046)",3.000000,-0.000000,True,Gold,,0,0,False,0
9992,9992,None,9992,0,False,None,파티 던전 이동,,"(X=-16263.344389,Y=24471.202025,Z=1020.000046)",3.000000,-0.000000,True,Gold,,0,0,False,0
9993,9993,None,9993,0,False,None,오픈 던전 이동,,"(X=-16263.344389,Y=24471.202025,Z=1020.000046)",3.000000,-0.000000,True,Gold,,0,0,False,0
9994,9994,None,9994,0,False,None,던전 테스트 A,,"(X=-12519.665938,Y=-4160.984613,Z=-0.000113)",3.000000,40.000000,True,Gold,,0,0,True,0
9995,9995,None,9995,0,False,None,던전 테스트 B,,"(X=-16688.553592,Y=6094.373797,Z=-0.000117)",3.000000,-91.552406,True,Gold,,0,0,True,0
9996,9996,None,9996,0,False,None,던전 테스트 C,,"(X=-12543.344389,Y=-8648.797975,Z=0.000046)",3.000000,0.000000,True,Gold,,0,0,True,0
9999,9999,None,9999,0,False,None,이니스 섬,,"(X=-14909.998310,Y=18244.621419,Z=-16932.535797)",3.000000,0.000000,True,Gold,,0,0,True,0
9980,9980,None,9980,0,False,None,개인 거주 지역,,"(X=-1551.278547,Y=345.035913,Z=-0.000263)",3.000000,0.000000,True,Gold,,0,0,True,0
9981,9981,None,9981,0,False,None,망자의 균열 1T,,"(X=2305.668683,Y=18304.472688,Z=982.182010)",3.000000,-172.781326,True,Gold,,0,0,True,0
9982,9982,None,9982,0,False,None,망자의 균열 2T,,"(X=-6347.418781,Y=5975.431994,Z=992.841494)",3.000000,-163.503372,True,Gold,,0,0,True,0
9983,9983,None,9983,0,False,None,망자의 균열 3T,,"(X=-6585.888679,Y=13586.876951,Z=1006.020401)",3.000000,-144.367386,True,Gold,,0,0,True,0
9984,9984,None,9984,0,False,None,망자의 균열 4T,,"(X=2408.852647,Y=16204.944482,Z=860.626156)",3.000000,-34.476654,True,Gold,,0,0,True,0
9985,9985,None,9985,0,False,None,망자의 균열 5T,,"(X=-21131.369491,Y=4414.335171,Z=863.496905)",3.000000,40.169952,True,Gold,,0,0,True,0
9986,9986,None,9986,0,False,None,망자의 균열 6T,,"(X=-6388.240719,Y=6236.640801,Z=946.145917)",3.000000,-120.513390,True,Gold,,0,0,True,0
9987,9987,None,9987,0,False,None,망자의 균열 7T,,"(X=-7216.258678,Y=5825.364398,Z=1099.399031)",3.000000,-45.978680,True,Gold,,0,0,True,0
9988,9988,None,9988,0,False,None,되살아난 망령의 제단 입구,,"(X=-28660.000000,Y=-1440.000000,Z=770.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
500101,500101,None,5001,0,False,None,황금평원_해질녘마을,,"(X=-27860.914139,Y=82319.234050,Z=1175.138402)",3.000000,0.000000,True,Gold,,0,0,True,0
500102,500102,None,5001,0,False,None,황금평원_Zone5길목,,"(X=52357.066514,Y=71254.472673,Z=1761.347997)",3.000000,0.000000,True,Gold,,0,0,True,0
500103,500103,None,5001,0,False,None,황금평원_Zone3길목,,"(X=22256.360600,Y=102131.574650,Z=-204.710782)",3.000000,90.000000,True,Gold,,0,0,True,0
500104,500104,None,5001,0,False,None,황금평원_Zone2길목,,"(X=-76563.436527,Y=99202.164259,Z=1411.791726)",3.000000,135.000000,True,Gold,,0,0,True,0
500105,500105,None,5001,0,False,None,황금평원_Zone4길목,,"(X=-32159.540967,Y=50741.209132,Z=1164.147549)",3.000000,-105.000000,True,Gold,,0,0,True,0
500106,500106,None,5001,0,False,None,피고름 해적단 감옥,,"(X=-1000.000000,Y=59320.000000,Z=2520.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
500107,500107,None,5001,0,False,None,버려진 자들의 군락,,"(X=-16090.000000,Y=62980.000000,Z=1220.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
500108,500108,None,5001,0,False,None,해질녘 마을,,"(X=-28620.000000,Y=79920.000000,Z=1270.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
500109,500109,None,5001,0,False,None,해질녘 마을 공동묘지,,"(X=-30400.000000,Y=71460.000000,Z=1620.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
500110,500110,None,5001,0,False,None,양조장,,"(X=-4600.000000,Y=91430.000000,Z=3580.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
500111,500111,None,5001,0,False,None,풍차 마을,,"(X=-24310.000000,Y=100460.000000,Z=2460.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
500112,500112,None,5001,0,False,None,황금의 잔 거처,,"(X=-29770.000000,Y=60050.000000,Z=1500.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
500113,500113,None,5001,0,False,None,위어드윈드 뒤쪽 숲,,"(X=-40130.000000,Y=58830.000000,Z=1240.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
500201,500201,None,5002,0,False,None,Zone2,,"(X=-92981.576127,Y=115591.839717,Z=7978.941214)",3.000000,0.000000,True,Gold,,0,0,True,0
500301,500301,None,5003,0,False,None,Zone3,,"(X=-41915.806412,Y=142764.050912,Z=9642.911900)",3.000000,0.000000,True,Gold,,0,0,True,0
500401,500401,None,5004,0,False,None,Zone4,,"(X=-65083.035641,Y=25543.492135,Z=6644.496518)",3.000000,0.000000,True,Gold,,0,0,True,0
500402,500402,None,5004,0,False,None,Zone4_Zone6길목,,"(X=-116396.508824,Y=19877.024358,Z=8334.196515)",3.000000,0.000000,True,Gold,,0,0,True,0
500403,500403,None,5004,0,False,None,Zone4_Zone5길목,,"(X=78906.644190,Y=27414.375696,Z=11461.902879)",3.000000,-90.000000,True,Gold,,0,0,True,0
500404,500404,None,5004,0,False,None,Zone4_Zone8길목,,"(X=48705.179381,Y=12474.556460,Z=-1548.853772)",3.000000,-150.000000,True,Gold,,0,0,True,0
500405,500405,None,5004,0,False,None,Zone4_Zone7길목,,"(X=37620.493722,Y=-8086.817564,Z=9442.119658)",3.000000,150.000000,True,Gold,,0,0,True,0
500406,500406,None,5004,0,False,None,Zone4_Zone7길목_2,,"(X=-34422.911287,Y=7150.258398,Z=5359.362504)",3.000000,0.000000,True,Gold,,0,0,True,0
500501,500501,None,5005,0,False,None,Zone5,,"(X=129135.128942,Y=43664.559432,Z=11493.579388)",3.000000,0.000000,True,Gold,,0,0,True,0
500601,500601,None,5006,0,False,None,Zone6,,"(X=-114369.244696,Y=-13184.052208,Z=8768.336611)",3.000000,0.000000,True,Gold,,0,0,True,0
500602,500602,None,5006,0,False,None,Zone6_Zone7길목,,"(X=-70833.614324,Y=-36284.221048,Z=6668.722962)",3.000000,0.000000,True,Gold,,0,0,True,0
500701,500701,None,5007,0,False,None,Zone7,,"(X=-2203.365423,Y=-29239.800408,Z=6670.576981)",3.000000,0.000000,True,Gold,,0,0,True,0
500702,500702,None,5007,0,False,None,Zone7_Zone8길목,,"(X=50447.823213,Y=-50921.780410,Z=12795.840555)",3.000000,-90.000000,True,Gold,,0,0,True,0
500801,500801,None,5008,0,False,None,Zone8,,"(X=94712.084065,Y=-60931.514969,Z=8348.314954)",3.000000,0.000000,True,Gold,,0,0,True,0
500901,500901,None,5009,0,False,None,Zone9,,"(X=83432.000000,Y=-151275.000000,Z=3778.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
501001,501001,None,5010,0,False,None,Zone10,,"(X=148626.814926,Y=-204005.362649,Z=8492.544009)",3.000000,0.000000,True,Gold,,0,0,True,0
900101,900101,None,9001,0,False,None,파괴된 잔해의 전장 북쪽 입구,,"(X=-1914.534452,Y=-11009.458594,Z=4108.268189)",3.000000,55.884605,True,Gold,,0,0,True,0
900102,900102,None,9001,0,False,None,파괴된 잔해의 전장 남쪽 입구,,"(X=3270.457204,Y=-5768.583848,Z=4108.268189)",3.000000,-126.679382,True,Gold,,0,0,True,0
900103,900103,None,9001,0,False,None,파괴된 잔해의 전장 동쪽 입구,,"(X=-1741.269790,Y=-5508.427348,Z=4058.268189)",3.000000,-61.748726,True,Gold,,0,0,True,0
900104,900104,None,9001,0,False,None,파괴된 잔해의 전장 서쪽 입구,,"(X=2635.444908,Y=-11119.991080,Z=4008.268189)",3.000000,161.339340,True,Gold,,0,0,True,0
998901,998901,None,9989,0,False,None,생명의 균열 서쪽 입구,,"(X=-14710.000000,Y=27990.000000,Z=8490.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
998902,998902,None,9989,0,False,None,생명의 균열 동쪽 입구,,"(X=9370.000000,Y=39760.000000,Z=8490.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
998903,998903,None,9989,0,False,None,생명의 균열 북쪽 입구,,"(X=3320.000000,Y=21750.000000,Z=8490.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
998904,998904,None,9989,0,False,None,생명의 균열 남쪽 입구,,"(X=-5780.000000,Y=45900.000000,Z=8490.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
999701,999701,None,9997,0,False,None,인스턴스 필드 테스트 존 출구 A,,"(X=2504.848435,Y=-461.592420,Z=0.000000)",2.000000,89.208771,True,Gold,,0,0,False,0
999702,999702,None,9997,0,False,None,인스턴스 필드 테스트 존 출구 B,,"(X=1542.971791,Y=446.820155,Z=0.000000)",2.000000,0.000000,True,Gold,,0,0,False,0
999703,999703,None,9997,0,False,None,인스턴스 필드 테스트 존 출구 C,,"(X=2500.964881,Y=1334.828419,Z=0.000000)",2.000000,-90.532722,True,Gold,,0,0,False,0
999901,999901,None,9999,999901,False,None,이니스 부두,,"(X=-29559.361276,Y=-3696.502461,Z=-18428.131169)",3.000000,0.000000,True,Gold,,0,0,True,0
999902,999902,None,9999,999903,False,None,달그늘 쉼터,,"(X=4480.037530,Y=24439.686614,Z=-15650.027063)",3.000000,0.000000,True,Gold,,0,0,True,0
999903,999903,None,9999,999905,False,None,신성의 숲,,"(X=875.736997,Y=12376.294679,Z=-15032.063352)",3.000000,0.000000,True,Gold,,0,0,True,0
1000001,1000001,None,1000,100001,False,None,이니스 부두 - 메다드 만나기,,"(X=348866.729330,Y=-124384.650995,Z=-1982.108311)",3.000000,0.000000,True,Gold,,0,0,True,0
1000081,1000081,None,1000,100001,False,None,이니스 부두 - 스튜 맛보기,,"(X=352545.052511,Y=-124294.172194,Z=-1978.193430)",3.000000,0.000000,True,Gold,,0,0,True,0
1001011,1001011,None,1000,100001,False,None,이니스 부두 - 섬 관리실로 이동하기,,"(X=358051.417795,Y=-133613.911567,Z=-527.821072)",3.000000,0.000000,True,Gold,,0,0,True,0
1002071,1002071,None,1000,100001,False,None,이니스 부두 - 마차에 올라타기,,"(X=358516.678055,Y=-134375.017183,Z=-528.187787)",3.000000,0.000000,True,Gold,,0,0,True,0
