OID,Cid,Comment,DescName,Description,StatusTagConditionCids,ConditionStatType,ConditionStatValue,LevelConditionKind,MinLevel,MaxLevel,ConditionComparisonOperators,Chance,DurationMin,DurationMax,OverlapKind,IngradualStackDecay,NeedWeapon,RemainOnChange,FrameHold,Negative,TagCids,StatusVisible,StatusChangeEffectCids,RemovalEffectCids,FullStackCount,FullStackSwitchStatusChangeCid
109,109,치명상 Lv.4,치명상 Lv.4,치명상을 입어 치유 효과가 감소합니다.,,None,0,None,0,999,None,4500,4500,3000,Overwrite,FALSE,None,TRUE,FALSE,None,[170],TRUE,[109],,,
110,110,치명상 Lv.5,치명상 Lv.5,치명상을 입어 치유 효과가 감소합니다.,,None,0,None,0,999,None,5000,5000,3000,Overwrite,FALSE,None,TRUE,FALSE,None,[170],TRUE,[110],,,
111,111,느려짐 Lv.1,느려짐 Lv.1,이동 속도가 느려집니다.,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,None,TRUE,FALSE,None,[141],TRUE,[111],,,
112,112,느려짐 Lv.2,느려짐 Lv.2,이동 속도가 느려집니다.,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,None,TRUE,FALSE,None,[141],TRUE,[112],,,
113,113,느려짐 Lv.3,느려짐 Lv.3,이동 속도가 느려집니다.,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,None,TRUE,FALSE,None,[141],TRUE,[113],,,
114,114,느려짐 Lv.4,느려짐 Lv.4,이동 속도가 느려집니다.,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,None,TRUE,FALSE,None,[141],TRUE,[114],,,
115,115,느려짐 Lv.5,느려짐 Lv.5,이동 속도가 느려집니다.,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,None,TRUE,FALSE,None,[141],TRUE,[115],,,
401,401,지역 효과,지역 : 안전,"[지역 효과]
플레이어들과 전투할 수 없습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[401],,,
402,402,지역 효과(복수 불가),지역 : 일반,"[지역 효과]
몬스터 혹은 플레이어에게 사망 시 경험치와 캐릭터 장비를 잃습니다.
당신에게 사망한 플레이어가 복수하기를 할 수 없습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[402],,,
403,403,지역 효과,지역 : 보호,"[지역 효과]
몬스터에게 사망 시 경험치와 캐릭터 장비를 잃습니다.
플레이어들과 전투할 수 없습니다.
당신에게 사망한 플레이어가 복수하기를 할 수 없습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[403],,,
404,404,지역 효과,지역 : 전쟁,"[지역 효과]
몬스터 혹은 플레이어에게 사망해도 아무런 불이익이 없습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[404],,,
405,405,지역 효과,지역 : 마을,"[지역 효과]
몬스터에게 사망 시 경험치와 캐릭터 장비를 잃습니다.
플레이어들과 전투할 수 없습니다.
당신에게 사망한 플레이어가 복수하기를 할 수 없습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,"[10,13]",TRUE,[405],,,
406,406,지역 효과,지역 : 공성전,"[지역 효과]
플레이어를 죽여도 불명예 상태가 되지 않고, PVP북에 기록이 남지 않습니다.
당신에게 사망한 플레이어가 복수하기를 할 수 없습니다.
위치 저장이 불가능합니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[406],,,
407,407,지역 효과,지역 : 길드 거점,"[지역 효과]
모든 전투 행위를 할 수 없습니다.
당신에게 사망한 플레이어가 복수하기를 할 수 없습니다.
위치 저장이 불가능합니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,[15],TRUE,[407],,,
408,408,지역 효과,지역 : 분쟁,"[지역 효과]
몬스터 혹은 플레이어에게 사망 시 경험치와 캐릭터 장비를 잃습니다.
플레이어를 죽여도 불명예 상태가 되지 않습니다.
당신에게 사망한 플레이어가 복수하기를 할 수 없습니다.
PVP행위가 PVP랭킹에 반영되지 않습니다.
위치 저장이 불가능합니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[408],,,
409,409,지역 효과,지역 : 깃발통제구역,"[지역 효과]
플레이어를 죽여도 불명예 상태가 되지 않습니다.
당신에게 사망한 플레이어가 복수하기를 할 수 없습니다.
위치 저장이 불가능합니다.
탈것을 탈 수 없습니다.
일정 시간 이후 공성 깃발이 원위치로 돌아갑니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[409],,,
410,410,지역 효과,지역 : 공성전 내성,"[지역 효과]
플레이어를 죽여도 불명예 상태가 되지 않고, PVP북에 기록이 남지 않습니다.
당신에게 사망한 플레이어가 복수하기를 할 수 없습니다.
위치 저장이 불가능합니다.
탈것을 탈 수 없습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[410],,,
411,411,지역 효과,지역 : 대련,"[지역 효과]
플레이어를 죽여도 불명예 상태가 되지 않고, PVP북에 기록이 남지 않습니다.
당신에게 사망한 플레이어가 복수하기를 할 수 없습니다.
위치 저장이 불가능합니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[411],,,
412,412,지역 효과,지역 : 혼돈,"[지역 효과]
해당 지역은 혼돈이 가득한 지역입니다.
혼돈 : 순간 이동 및 귀환이 불가능 합니다.
몬스터 혹은 플레이어에게 사망 시 경험치와 캐릭터 장비를 잃습니다.
당신에게 사망한 플레이어가 복수하기를 할 수 없습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[412],,,
413,413,지역 효과,지역 : 어둠,"[지역 효과]
해당 지역은 어둠이 드리워진 지역입니다.
어둠 : 순간 이동 및 귀환이 불가능 합니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[413],,,
414,414,지역 효과,지역 : 어둠,"[지역 효과]
해당 지역은 어둠이 드리워진 지역입니다.
어둠 : 순간 이동 및 귀환이 불가능 합니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[414],,,
415,415,지역 효과(복수 가능),지역 : 일반,"[지역 효과]
몬스터 혹은 플레이어에게 사망 시 경험치와 캐릭터 장비를 잃습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[415],,,
416,416,지역 효과,지역 : 어둠의 파동 불가지역,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[416],,,
417,417,지역 효과,지역 : 전쟁,"[지역 효과]
플레이어를 죽여도 불명예 상태가 되지 않고, PVP북에 기록이 남지 않습니다.
당신에게 사망한 플레이어가 복수하기를 할 수 없습니다.
위치 저장이 불가능합니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[417],,,
418,418,지역 효과,지역 : 평화,"[지역 효과]
평화 지역 입니다. 공격 기술을 사용할 수 없습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[418],,,
501,501,탈 것 탑승 상태 확인,탈 것 탑승 상태 확인,탈 것에 탑승 상태인지 체크합니다.,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,[149],TRUE,[501],,,
502,502,"시퀀스 재생 중 무적, 평화",영상 재생 중,"영상 재생 중에는 피해를 받지 않고, 몬스터에게 공격 받지 않습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,"[111,113]",TRUE,[502],,,
601,601,부활지 평화 구역(Monster포즈용),평화 구역,"누이 신관 주변은 평화 구역입니다.
평화 상태에서는 어떤 공격도 할 수 없습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[601],,,
602,602,"부활지 평화 구역(안내, 효과적용)",평화 구역,"누이 신관 주변은 평화 구역 입니다.
평화 상태에서는 어떤 공격도 할 수 없습니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,[153],TRUE,[602],,,
701,701,이니스 섬에 위치한 캐릭터,지역: 이니스 섬,이니스 섬에 있습니다.,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,[701],FALSE,[701],,,
900,900,Bush hide,수풀 은폐,수풀에 은폐했습니다. 스킬 사용 시 위치가 발각됩니다.,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[900],,,
901,901,bush SC 블락,,,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[901],,,
1000,1000,혈귀,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1000],,,
1001,1001,와다다다다,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1001],,,
1002,1002,난 한놈만 패,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1002],,,
1003,1003,호전광,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1003],,,
1004,1004,그라데이션 분노,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1004],,,
1005,1005,갈증,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1005],,,
1006,1006,위기에 강한편이야,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1006],,,
1007,1007,집중력 강한편이야,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1007],,,
1008,1008,맷집 강한편이야,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1008],,,
1009,1009,무쇠 주먹,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1009],,,
1010,1010,치명타,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1010],,,
1011,1011,떡대,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1011],,,
1012,1012,같은 곳만 공격,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1012],,,
1013,1013,그림자 속으로,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1013],,,
1014,1014,빠른손,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1014],,,
1015,1015,아전인수,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1015],,,
1016,1016,코끼리 사냥,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1016],,,
1017,1017,약자 멸시,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1017],,,
1018,1018,독수리처럼 사냥한다,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1018],,,
1019,1019,자연인,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1019],,,
1020,1020,필살기 부자,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1020],,,
1021,1021,치명적인 무기,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1021],,,
1022,1022,속사,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1022],,,
1023,1023,약점 포착,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1023],,,
1024,1024,마나 마법사,,,,None,0,None,0,999,Less,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1024],,,
1025,1025,폭발 마법사,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1025],,,
1026,1026,바람 마법사,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1026],,,
1027,1027,마나 순환,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1027],,,
1028,1028,펫 마법 전문가,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1028],,,
1029,1029,과부하,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1029],,,
1030,1030,화염 마법,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1030],,,
1031,1031,얼음 마법,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1031],,,
1032,1032,어둠 마법,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1032],,,
1033,1033,마법 재능,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1033],,,
1034,1034,마법 최적화,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1034],,,
1035,1035,마나 회복,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1035],,,
1036,1036,내 손안에 있다,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1036],,,
1037,1037,걸어다니는 성,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1037],,,
1038,1038,헤비급 펀치,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1038],,,
1039,1039,생명의 기운,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1039],,,
1040,1040,방패로 때리기,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1040],,,
1041,1041,두꺼운 피부,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1041],,,
1042,1042,안아프게 맞기,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1042],,,
1043,1043,반사 작용,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1043],,,
1044,1044,피부 재생,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1044],,,
1045,1045,의지,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1045],,,
1046,1046,빠른 회복,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1046],,,
1047,1047,정신 통일,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1047],,,
1048,1048,용기 북돋아 주기,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1048],,,
1049,1049,요청의 치유,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1049],,,
1050,1050,환자 케어,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1050],,,
1051,1051,치얼업 베이비,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1051],,,
1052,1052,팀 플레이,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1052],,,
1053,1053,물 한잔 해,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1053],,,
1054,1054,구르기 장인,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1054],,,
1055,1055,소화력,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1055],,,
1056,1056,달릴 준비,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1056],,,
1057,1057,가벼움,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1057],,,
1058,1058,재능,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1058],,,
1059,1059,요정,,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1059],,,
1060,1060,혈귀 중첩,,,,None,0,None,0,999,None,1000,5000,5000,Stack,TRUE,None,TRUE,FALSE,None,,FALSE,[1060],,8,1061
1061,1061,혈귀 Full 중첩,,,,None,0,None,0,999,None,1000,10000,10000,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[1061],,,
1062,1062,와다다다다다 중첩,,,,None,0,None,0,999,None,1000,6000,6000,Stack,TRUE,None,TRUE,FALSE,None,,FALSE,[1062],,5,
1063,1063,와다다다다다 중첩 없애는 숨김 버프,,,,None,0,None,0,999,None,1000,6000,6000,Separate,FALSE,None,TRUE,FALSE,None,,FALSE,[1063],,,
1064,1064,와다다다다다 쿨다운 힘들어서 쉬는 시간 10초,,,,None,0,None,0,999,None,1000,10000,10000,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,,,,
1065,1065,주먹,,,,None,0,None,0,999,None,1000,2000,2000,Stack,FALSE,None,TRUE,FALSE,None,,FALSE,[1065],,3,1066
1066,1066,돌주먹,,,,None,0,None,0,999,None,1000,1000,1000,Overwrite,FALSE,None,TRUE,FALSE,Ordinary,,FALSE,[1066],,,
1067,1067,호전광 공격력 증가,,,,None,0,None,0,999,None,1000,2000,2000,Stack,FALSE,None,TRUE,FALSE,None,,FALSE,[1067],,8,
5000,5000,함선 이니셜 SC,함선 이니셜 SC,"최대 체력 500 증가
1초 마다 최대 체력의 8% 만큼 체력 절대 회복
모든 상태 이상과 해로운 효과 제거

10초 동안 유지됩니다.",,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[5000],,,
7001,7001,바위게_변신,바위게_변신,바위게_변신,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,FALSE,FALSE,None,[159],TRUE,[7001],,,
7002,7002,악어 거북_변신,악어 거북_변신,악어 거북_변신,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,FALSE,FALSE,None,[159],TRUE,[7002],,,
7003,7003,오크전사_변신,오크전사_변신,오크전사_변신,,None,0,None,0,999,None,1000,60000,60000,Overwrite,FALSE,None,FALSE,FALSE,None,[159],TRUE,[7003],,,
7004,7004,노란색 고양이 변신,노란색 고양이,노란색 고양이로 변신했습니다. ,,None,0,None,0,999,None,1000,60000,60000,Overwrite,FALSE,None,FALSE,FALSE,None,[159],TRUE,[7004],,,
7005,7005,오크 탐색꾼 변신,오크 탐색꾼,오크 탐색꾼으로 변신했습니다.,,None,0,None,0,999,None,1000,60000,60000,Overwrite,FALSE,None,FALSE,FALSE,None,[159],TRUE,[7005],,,
7006,7006,누이 신관 변신,누이 신관,누이 신관으로 변신했습니다.,,None,0,None,0,999,None,1000,60000,60000,Overwrite,FALSE,None,FALSE,FALSE,None,[159],TRUE,[7006],,,
8000,8000,구르기 태그,,,,None,0,None,0,999,None,1000,450,450,Overwrite,FALSE,None,FALSE,FALSE,None,[8000],FALSE,[8000],,,
10000,10000,보스 몬스터 카이팅 방지용,경직,경직됩니다.,,None,0,None,0,999,None,1000,1000,1000,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10000],,,
10010,10010,"몬카 세트_오크 카드, 오크 족장 카드, 스칼니토스 카드",검은 사슬의 포식자,공격 시 10% 확률로 공격력 200%의 추가 피해,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10010],,,
10013,10013,"몬카 세트_오크 카드, 오크 족장 카드, 스칼니토스 카드",검은 사슬의 포식자+3,공격 시 10% 확률로 공격력 300%의 추가 피해,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10013],,,
10015,10015,"몬카 세트_오크 카드, 오크 족장 카드, 스칼니토스 카드",검은 사슬의 포식자+5,공격 시 10% 확률로 공격력 400%의 추가 피해,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10015],,,
10020,10020,"몬카 세트_놀 카드, 놀 우두머리 카드, 스칼니토스 카드",해방된 야성,피격 시 20% 확률로 체력 100 회복,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10020],,,
10023,10023,"몬카 세트_놀 카드, 놀 우두머리 카드, 스칼니토스 카드",해방된 야성+3,피격 시 20% 확률로 체력 150 회복,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10023],,,
10025,10025,"몬카 세트_놀 카드, 놀 우두머리 카드, 스칼니토스 카드",해방된 야성+5,피격 시 20% 확률로 체력 200 회복,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10025],,,
10030,10030,"몬카 세트_오크 카드, 오크 족장 카드, 누이안 카드",문명과 야만,최대 체력 120 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10030],,,
10033,10033,"몬카 세트_오크 카드, 오크 족장 카드, 누이안 카드",문명과 야만+3,최대 체력 200 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10033],,,
10035,10035,"몬카 세트_오크 카드, 오크 족장 카드, 누이안 카드",문명과 야만+5,최대 체력 300 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10035],,,
10040,10040,"몬카 세트_놀 카드, 놀 우두머리 카드, 누이안 카드",여신의 심판,최대 마력 60 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10040],,,
10043,10043,"몬카 세트_놀 카드, 놀 우두머리 카드, 누이안 카드",여신의 심판+3,최대 마력 100 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10043],,,
10045,10045,"몬카 세트_놀 카드, 놀 우두머리 카드, 누이안 카드",여신의 심판+5,최대 마력 150 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10045],,,
10050,10050,숲속 친구들 0,원시의 결속,상태 이상 저항력 10 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10050],,,
10053,10053,숲속 친구들 3,원시의 결속+3,상태 이상 저항력 20 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10053],,,
10055,10055,숲속 친구들 5,원시의 결속+5,상태 이상 저항력 30 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10055],,,
10060,10060,어깨 동무 0,전장의 전우들,피해 감소 3% 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[10060],,,
