root_id,root_type,root_name,nodeId,comment,range,range_offset,angle,angle_offset,angle_mirror,indicator_asset_name,indicator_start_mode,apply_target,tag_condition_cids,apply_selected_target,max_target_count,homing_effect,skill_effects,self_skill_effects,delay
9004,skill_root,양손검 : 평타 (1타),90040020033,1티어 양손검 W 스킬 Lv.1,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90040020034"",""90040020036""]","[""90040020036""]",0
9005,skill_root,양손검 : 평타 (2타),90050020004,양손검 : 평타 (2타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90050020005""]",[],0
9005,skill_root,양손검 : 평타 (2타),90050020008,가벼운 손놀림 (강화 평타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90050020009"",""90050020011""]","[""90050020011""]",0
9005,skill_root,양손검 : 평타 (2타),90050020013,가벼운 손놀림 (강화 평타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90050020014"",""90050020016""]","[""90050020016""]",0
9005,skill_root,양손검 : 평타 (2타),90050020018,가벼운 손놀림 (강화 평타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90050020019"",""90050020021""]","[""90050020021""]",0
9005,skill_root,양손검 : 평타 (2타),90050020023,가벼운 손놀림 (강화 평타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90050020024"",""90050020026""]","[""90050020026""]",0
9005,skill_root,양손검 : 평타 (2타),90050020028,가벼운 손놀림 (강화 평타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90050020029"",""90050020031""]","[""90050020031""]",0
9005,skill_root,양손검 : 평타 (2타),90050020033,1티어 양손검 W 스킬 Lv.1,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90050020034"",""90050020036""]","[""90050020036""]",0
9006,skill_root,단검 : 평타 (1타),90060020004,단검 : 평타 (1타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90060020005""]",[],0
9006,skill_root,단검 : 평타 (1타),90060020008,Q_내리꽂기 Lv.1,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90060020009"",""90060020011""]","[""90060020011""]",0
9006,skill_root,단검 : 평타 (1타),90060020013,Q_내리꽂기 Lv.2,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90060020014"",""90060020016""]","[""90060020016""]",0
9006,skill_root,단검 : 평타 (1타),90060020018,Q_내리꽂기 Lv.3,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90060020019"",""90060020021""]","[""90060020021""]",0
9006,skill_root,단검 : 평타 (1타),90060020023,Q_내리꽂기 Lv.4,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90060020024"",""90060020026""]","[""90060020026""]",0
9006,skill_root,단검 : 평타 (1타),90060020028,Q_내리꽂기 Lv.5,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90060020029"",""90060020031""]","[""90060020031""]",0
9006,skill_root,단검 : 평타 (1타),90060020033,W_무기 연마 Lv.1,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90060020034"",""90060020036""]","[""90060020036""]",0
9006,skill_root,단검 : 평타 (1타),90060020038,W_무기 연마 Lv.2,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90060020039"",""90060020041""]","[""90060020041""]",0
9006,skill_root,단검 : 평타 (1타),90060020043,W_무기 연마 Lv.3,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90060020044"",""90060020046""]","[""90060020046""]",0
9006,skill_root,단검 : 평타 (1타),90060020048,W_무기 연마 Lv.4,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90060020049"",""90060020051""]","[""90060020051""]",0
9006,skill_root,단검 : 평타 (1타),90060020053,W_무기 연마 Lv.5,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90060020054"",""90060020056""]","[""90060020056""]",0
9006,skill_root,단검 : 평타 (1타),90060020058,암살자의 분노(광역),[200],[],0,0,false,,Relative,Hostile,[],RangeIn,5,,"[""90060020059""]",[],0
9007,skill_root,단검 : 평타 (2타),90070020004,단검 : 평타 (2타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90070020005""]",[],0
9007,skill_root,단검 : 평타 (2타),90070020008,Q_내리꽂기 Lv.1,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90070020009"",""90070020011""]","[""90070020011""]",0
9007,skill_root,단검 : 평타 (2타),90070020013,Q_내리꽂기 Lv.2,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90070020014"",""90070020016""]","[""90070020016""]",0
9007,skill_root,단검 : 평타 (2타),90070020018,Q_내리꽂기 Lv.3,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90070020019"",""90070020021""]","[""90070020021""]",0
9007,skill_root,단검 : 평타 (2타),90070020023,Q_내리꽂기 Lv.4,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90070020024"",""90070020026""]","[""90070020026""]",0
9007,skill_root,단검 : 평타 (2타),90070020028,Q_내리꽂기 Lv.5,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90070020029"",""90070020031""]","[""90070020031""]",0
9007,skill_root,단검 : 평타 (2타),90070020033,W_무기 연마 Lv.1,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90070020034"",""90070020036""]","[""90070020036""]",0
9007,skill_root,단검 : 평타 (2타),90070020038,W_무기 연마 Lv.2,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90070020039"",""90070020041""]","[""90070020041""]",0
9007,skill_root,단검 : 평타 (2타),90070020043,W_무기 연마 Lv.3,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90070020044"",""90070020046""]","[""90070020046""]",0
9007,skill_root,단검 : 평타 (2타),90070020048,W_무기 연마 Lv.4,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90070020049"",""90070020051""]","[""90070020051""]",0
9007,skill_root,단검 : 평타 (2타),90070020053,W_무기 연마 Lv.5,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90070020054"",""90070020056""]","[""90070020056""]",0
9007,skill_root,단검 : 평타 (2타),90070020058,암살자의 분노(광역),[200],[],0,0,false,,Relative,Hostile,[],RangeIn,5,,"[""90070020059""]",[],0
9008,skill_root,활 : 평타 (1타),90080020004,활 : 평타 (1타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,90080020005,"[""90080020006""]",[],0
9009,skill_root,활 : 평타 (2타),90090020004,활 : 평타 (2타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,90090020005,"[""90090020006""]",[],0
9010,skill_root,지팡이 : 평타 (1타),90100020004,지팡이 : 평타 (1타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,90100020005,"[""90100020006""]",[],0
9011,skill_root,지팡이 : 평타 (2타),90110020004,지팡이 : 평타 (2타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,90110020005,"[""90110020006""]",[],0
9012,skill_root,힐러 지팡이 : 평타 (1타),90120020004,힐러 지팡이 : 평타 (1타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,90120020005,"[""90120020006""]",[],0
9013,skill_root,힐러 지팡이 : 평타 (2타),90130020004,힐러 지팡이 : 평타 (2타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,90130020005,"[""90130020006""]",[],0
9016,skill_root,2T 양손검 : 평타 (1타),90160020004,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90160020005""]",[],0
9016,skill_root,2T 양손검 : 평타 (1타),90160020008,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90160020009"",""90160020011""]","[""90160020011""]",0
9016,skill_root,2T 양손검 : 평타 (1타),90160020013,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90160020014"",""90160020016""]","[""90160020016""]",0
9017,skill_root,2T 양손검 : 평타 (2타),90170020004,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90170020005""]",[],0
9017,skill_root,2T 양손검 : 평타 (2타),90170020008,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90170020009"",""90170020011""]","[""90170020011""]",0
9017,skill_root,2T 양손검 : 평타 (2타),90170020013,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90170020014"",""90170020016""]","[""90170020016""]",0
9018,skill_root,2티어 등장 단검 : 평타 (1타),90180020004,단검 : 평타 (1타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90180020005""]",[],0
9019,skill_root,2티어 등장 단검 : 평타 (2타),90190020004,단검 : 평타 (1타),[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""90190020005""]",[],0
10000,skill_root,보스 몬스터 카이팅 방지용,100000020004,,[],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""100000020005""]",[],0
10001,skill_root,단일 leap 테스트 스킬,100010020004,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""100010020005""]",[],0
10002,skill_root,테스트 스킬,100020020004,적 대상 피해,"[100,500]",[],0,0,false,Default,Relative,Hostile,[],RangeIn,5,,"[""100020020005""]",[],0
10002,skill_root,테스트 스킬,100020020007,아군 대상 버프,"[100,500]",[],0,0,false,Default,Relative,Friendly,[],RangeIn,5,,"[""100020020008"",""100020020009""]","[""100020020009""]",0
20001,skill_root,하급 체력 물약,200010020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200010020005""]",[],0
20002,skill_root,중급 체력 물약,200020020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200020020005""]",[],0
20003,skill_root,상급 체력 물약,200030020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200030020005""]",[],0
20004,skill_root,하급 마력 물약,200040020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200040020005""]",[],0
20005,skill_root,중급 마력 물약,200050020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200050020005""]",[],0
20006,skill_root,상급 마력 물약,200060020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200060020005""]",[],0
20007,skill_root,테스트_음식1,200070020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200070020005""]",[],0
20008,skill_root,테스트_음식2,200080020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200080020005""]",[],0
20009,skill_root,하급 과일차,200090020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200090020005""]",[],0
20010,skill_root,하급 발효주,200100020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200100020005""]",[],0
20011,skill_root,하급 수프,200110020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200110020005""]",[],0
20012,skill_root,하급 샐러드,200120020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200120020005""]",[],0
20013,skill_root,해산물 스튜,200130020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200130020005""]",[],0
20014,skill_root,중급 과일차,200140020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200140020005""]",[],0
20015,skill_root,중급 발효주,200150020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200150020005""]",[],0
20016,skill_root,중급 수프,200160020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200160020005""]",[],0
20017,skill_root,중급 샐러드,200170020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""200170020005""]",[],0
20018,skill_root,아이템_은신 주문서,200180020004,,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""200180020005""]","[""200180020005""]",0
20019,skill_root,아이템_수행원 복장,200190020004,,[0],[],0,0,false,,Relative,Self,[703],Always,1,,"[""200190020005""]","[""200190020005""]",0
30011,skill_root,유체화 1T,300110020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""300110020005""]",[],0
30021,skill_root,유체화 2T,300210020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""300210020005""]",[],0
30031,skill_root,유체화 3T,300310020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""300310020005""]",[],0
30041,skill_root,순풍,300410020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""300410020005""]",[],0
30051,skill_root,유체화 5T,300510020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""300510020005""]",[],0
30061,skill_root,유체화 6T,300610020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""300610020005""]",[],0
30071,skill_root,유체화 7T,300710020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""300710020005""]",[],0
30111,skill_root,고양 1T,301110020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""301110020005""]",[],0
30121,skill_root,고양 2T,301210020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""301210020005""]",[],0
30131,skill_root,고양 3T,301310020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""301310020005""]",[],0
30141,skill_root,고양 4T,301410020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""301410020005""]",[],0
30151,skill_root,고양 5T,301510020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""301510020005""]",[],0
30161,skill_root,고양 6T,301610020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""301610020005""]",[],0
30171,skill_root,고양 7T,301710020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""301710020005""]",[],0
30211,skill_root,점멸 1T,302110020004,,[0],[0],0,0,false,,Relative,All,[],Always,1,,"[""302110020005""]",[],0
30241,skill_root,섬광,302410020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""302410020005""]",[],0
30251,skill_root,점멸 5T,302510020004,,[0],[0],0,0,false,,Relative,All,[],Always,1,,"[""302510020005""]",[],0
30311,skill_root,정화 1T,303110020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""303110020005""]",[],0
30341,skill_root,축복,303410020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""303410020005""]",[],0
30351,skill_root,정화 5T,303510020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""303510020005""]",[],0
30411,skill_root,회복 1T,304110020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""304110020005""]",[],0
30440,skill_root,회복 4T,304400020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""304400020005""]",[],0
30441,skill_root,치유,304410020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""304410020005""]",[],0
30451,skill_root,회복 5T,304510020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""304510020005""]",[],0
30511,skill_root,방어막 1T,305110020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""305110020005""]",[],0
30521,skill_root,방어막 2T,305210020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""305210020005""]",[],0
30531,skill_root,방어막 3T,305310020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""305310020005""]",[],0
30541,skill_root,방어막,305410020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""305410020005""]",[],0
30551,skill_root,방어막 5T,305510020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""305510020005""]",[],0
30611,skill_root,탈진 1T,306110020004,,[0],[0],0,0,false,,Relative,Hostile,[],Always,1,,"[""306110020005""]",[],0
30641,skill_root,탈진 4T,306410020004,,[0],[0],0,0,false,,Relative,Hostile,[],Always,1,,"[""306410020005""]",[],0
30651,skill_root,탈진 5T,306510020004,,[0],[0],0,0,false,,Relative,Hostile,[],Always,1,,"[""306510020005""]",[],0
30711,skill_root,억제 1T,307110020004,,[0],[0],0,0,false,,Relative,Hostile,[],Always,1,,"[""307110020005""]",[],0
30741,skill_root,억제 4T,307410020004,,[0],[0],0,0,false,,Relative,Hostile,[],Always,1,,"[""307410020005""]",[],0
30751,skill_root,억제 5T,307510020004,,[0],[0],0,0,false,,Relative,Hostile,[],Always,1,,"[""307510020005""]",[],0
30811,skill_root,총명 1T,308110020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""308110020005""]",[],0
30841,skill_root,총명 4T,308410020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""308410020005""]",[],0
30851,skill_root,총명 5T,308510020004,,[0],[0],0,0,false,,Relative,Self,[],Always,1,,"[""308510020005""]",[],0
30911,skill_root,점화 1T,309110020004,,[0],[0],0,0,false,,Relative,Hostile,[],Always,1,,"[""309110020005""]",[],0
30941,skill_root,화상,309410020004,,[0],[0],0,0,false,,Relative,Hostile,[],Always,1,,"[""309410020005""]",[],0
30951,skill_root,점화 5T,309510020004,,[0],[0],0,0,false,,Relative,Hostile,[],Always,1,,"[""309510020005""]",[],0
100001,skill_root,신비한 가시 나무 Lv.1,1000010020004,신비한 가시 나무,[250],[],0,0,false,,Relative,Hostile,[],Always,0,,"[""1000010020005""]","[""1000010020005""]",0
100002,skill_root,신비한 가시 나무 Lv.2,1000020020004,신비한 가시 나무,[250],[],0,0,false,,Relative,Hostile,[],Always,0,,"[""1000020020005""]","[""1000020020005""]",0
100003,skill_root,신비한 가시 나무 Lv.3,1000030020004,신비한 가시 나무,[250],[],0,0,false,,Relative,Hostile,[],Always,0,,"[""1000030020005""]","[""1000030020005""]",0
100004,skill_root,신비한 가시 나무 Lv.4,1000040020004,신비한 가시 나무,[250],[],0,0,false,,Relative,Hostile,[],Always,0,,"[""1000040020005""]","[""1000040020005""]",0
100005,skill_root,신비한 가시 나무 Lv.5,1000050020004,신비한 가시 나무,[250],[],0,0,false,,Relative,Hostile,[],Always,0,,"[""1000050020005""]","[""1000050020005""]",0
100051,skill_root,가시 나무 덩쿨 Lv.1,1000510020004,가시 나무 덩쿨 대미지 (1 런치),"[155,400]","[0,300]",0,0,false,,Relative,Hostile,[],RangeIn,10,,"[""1000510020005""]",[],0
100051,skill_root,가시 나무 덩쿨 Lv.1,1000510020007,가시 나무 덩쿨 대미지 (1 런치),"[155,400]","[0,300]",0,0,false,,Relative,Hostile,[],RangeIn,10,,"[""1000510020008""]",[],0
100052,skill_root,가시 나무 덩쿨 Lv.2,1000520020004,가시 나무 덩쿨 대미지 (1 런치),"[155,400]","[0,300]",0,0,false,,Relative,Hostile,[],RangeIn,10,,"[""1000520020005""]",[],0
100052,skill_root,가시 나무 덩쿨 Lv.2,1000520020007,가시 나무 덩쿨 대미지 (1 런치),"[155,400]","[0,300]",0,0,false,,Relative,Hostile,[],RangeIn,10,,"[""1000520020008""]",[],0
100053,skill_root,가시 나무 덩쿨 Lv.3,1000530020004,가시 나무 덩쿨 대미지 (1 런치),"[155,400]","[0,300]",0,0,false,,Relative,Hostile,[],RangeIn,10,,"[""1000530020005""]",[],0
100053,skill_root,가시 나무 덩쿨 Lv.3,1000530020007,가시 나무 덩쿨 대미지 (1 런치),"[155,400]","[0,300]",0,0,false,,Relative,Hostile,[],RangeIn,10,,"[""1000530020008""]",[],0
100054,skill_root,가시 나무 덩쿨 Lv.4,1000540020004,가시 나무 덩쿨 대미지 (1 런치),"[155,400]","[0,300]",0,0,false,,Relative,Hostile,[],RangeIn,10,,"[""1000540020005""]",[],0
100054,skill_root,가시 나무 덩쿨 Lv.4,1000540020007,가시 나무 덩쿨 대미지 (1 런치),"[155,400]","[0,300]",0,0,false,,Relative,Hostile,[],RangeIn,10,,"[""1000540020008""]",[],0
100055,skill_root,가시 나무 덩쿨 Lv.5,1000550020004,가시 나무 덩쿨 대미지 (1 런치),"[155,400]","[0,300]",0,0,false,,Relative,Hostile,[],RangeIn,10,,"[""1000550020005""]",[],0
100055,skill_root,가시 나무 덩쿨 Lv.5,1000550020007,가시 나무 덩쿨 대미지 (1 런치),"[155,400]","[0,300]",0,0,false,,Relative,Hostile,[],RangeIn,10,,"[""1000550020008""]",[],0
100101,skill_root,치유의 꽃잎 Lv.1,1001010020004,,[0],[],0,0,false,,Relative,All,[],Always,1,,"[""1001010020005""]",[],0
100102,skill_root,치유의 꽃잎 Lv.2,1001020020004,,[0],[],0,0,false,,Relative,All,[],Always,1,,"[""1001020020005""]",[],0
100103,skill_root,치유의 꽃잎 Lv.3,1001030020004,,[0],[],0,0,false,,Relative,All,[],Always,1,,"[""1001030020005""]",[],0
100104,skill_root,치유의 꽃잎 Lv.4,1001040020004,,[0],[],0,0,false,,Relative,All,[],Always,1,,"[""1001040020005""]",[],0
100105,skill_root,치유의 꽃잎 Lv.5,1001050020004,,[0],[],0,0,false,,Relative,All,[],Always,1,,"[""1001050020005""]",[],0
100150,skill_root,치유의 바람_정신 집중 Lv.1,1001500020004,치유의 바람,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1001500020005"",""1001500020007""]","[""1001500020007""]",0
100152,skill_root,치유의 바람_정신 집중 Lv.2,1001520020004,치유의 바람,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1001520020005"",""1001520020007""]","[""1001520020007""]",0
100154,skill_root,치유의 바람_정신 집중 Lv.3,1001540020004,치유의 바람,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1001540020005"",""1001540020007""]","[""1001540020007""]",0
100156,skill_root,치유의 바람_정신 집중 Lv.4,1001560020004,치유의 바람,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1001560020005"",""1001560020007""]","[""1001560020007""]",0
100158,skill_root,치유의 바람_정신 집중 Lv.5,1001580020004,치유의 바람,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1001580020005"",""1001580020007""]","[""1001580020007""]",0
100201,skill_root,휘두르기 Lv.1,1002010020004,,[250],[],240,0,false,,Relative,Hostile,[],RangeIn,5,,"[""1002010020005""]",[],0
100206,skill_root,1티어 한손검 Q 스킬 실드 회복,1002060020004,,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1002060020005""]","[""1002060020005""]",0
100251,skill_root,방패 돌진 Lv.1,1002510020004,,[200],[],0,0,false,,Relative,Hostile,[],RangeIn,5,,"[""1002510020005""]",[],0
100301,skill_root,방패 투척 Lv.1,1003010020004,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""1003010020005""]","[""1003010020005""]",0
100301,skill_root,방패 투척 Lv.1,1003010020008,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""1003010020009""]",[],0
100351,skill_root,파멸의 징벌 Lv.1,1003510020004,,[300],[],0,0,false,Default,Relative,Hostile,[],RangeIn,5,,"[""1003510020005""]",[],0
100401,skill_root,제압 Lv.1,1004010020004,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""1004010020005""]",[],0
100451,skill_root,복수의 갑옷 Lv.1,1004510020004,,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1004510020005""]","[""1004510020005""]",0
100456,skill_root,2티어 한손검 W 스킬_Proc Lv.1,1004560020004,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""1004560020005""]",[],0
100501,skill_root,모두 쉿 Lv.1,1005010020004,,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1005010020005""]","[""1005010020005""]",0
100551,skill_root,진공 폭발 Lv.1,1005510020004,사자후,[500],[],0,0,false,Default,Relative,Hostile,[],RangeIn,5,,"[""1005510020005""]",[],0
100601,skill_root,성스러운 일격 Lv.1,1006010020004,,[250],[],0,0,false,,Relative,Hostile,[],RangeIn,5,1006010020005,"[""1006010020006""]",[],0
100606,skill_root,성스러운 일격_Proc Lv.1,1006060020004,,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1006060020005""]",[],0
100651,skill_root,가호의 빛 Lv.1,1006510020004,,[300],[],0,0,false,,Relative,Self,[],RangeIn,2,,"[""1006510020005"",""1006510020007""]","[""1006510020007""]",0
100701,skill_root,폭주하는 광휘 Lv.1,1007010020004,,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1007010020005""]","[""1007010020005""]",0
100701,skill_root,폭주하는 광휘 Lv.1,1007010020007,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""1007010020008""]",[],0
100702,skill_root,폭주하는 광휘 Lv.2 백업용,1007020020004,,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1007020020005""]",[],0
100702,skill_root,폭주하는 광휘 Lv.2 백업용,1007020020007,,[0],[],0,0,false,,Relative,Hostile,[],Always,1,,"[""1007020020008""]",[],0
100706,skill_root,폭주하는 광휘_Proc_체력 회복 Lv.1,1007060020004,,[0],[],0,0,false,,Relative,Self,[],Always,1,,"[""1007060020005""]",[],0
100711,skill_root,폭주하는 광휘_강화 평타 Lv.1,1007110020004,,[250],[],0,0,false,,Relative,Hostile,[],RangeIn,5,,"[""1007110020005""]",[],0
100751,skill_root,광휘의 심판 Lv.1,1007510020004,,[300],[],0,0,false,,Relative,Self,[],Always,1,,"[""1007510020005""]","[""1007510020005""]",0
100751,skill_root,광휘의 심판 Lv.1,1007510020007,,[400],[],0,0,false,,Relative,Hostile,[],RangeIn,5,,"[""1007510020008""]",[],0
100752,skill_root,광휘의 심판_백업용 Lv.1,1007520020004,,[300],[],0,0,false,,Relative,Friendly,[],Except,1,1007520020005,"[""1007520020006"",""1007520020007""]","[""1007520020007""]",0
100752,skill_root,광휘의 심판_백업용 Lv.1,1007520020009,,[400],[],0,0,false,,Relative,Hostile,[],RangeIn,5,,"[""1007520020010""]",[],0
