root_id,root_type,root_name,nodeId,comment,status_change_cids
750194,skill_root,생존 본능 Lv.3,7501940020004,,[750194]
750195,skill_root,생존 본능 Lv.4,7501950020004,,[750195]
750196,skill_root,강인함 Lv.1,7501960020004,,[750196]
750197,skill_root,강인함 Lv.2,7501970020004,,[750197]
750198,skill_root,강인함 Lv.3,7501980020004,,[750198]
750199,skill_root,강인함 Lv.4,7501990020004,,[750199]
750200,skill_root,정밀 타격 Lv.1,7502000020004,,[750200]
750201,skill_root,정밀 타격 Lv.2,7502010020004,,[750201]
750202,skill_root,정밀 타격 Lv.3,7502020020004,,[750202]
750203,skill_root,정밀 타격 Lv.4,7502030020004,,[750203]
750204,skill_root,가속 Lv.1,7502040020004,,[750204]
750205,skill_root,가속 Lv.2,7502050020004,,[750205]
750206,skill_root,가속 Lv.3,7502060020004,,[750206]
750207,skill_root,가속 Lv.4,7502070020004,,[750207]
750208,skill_root,비전 감각 Lv.1,7502080020004,,[750208]
750209,skill_root,비전 감각 Lv.2,7502090020004,,[750209]
750210,skill_root,비전 감각 Lv.3,7502100020004,,[750210]
750211,skill_root,비전 감각 Lv.4,7502110020004,,[750211]
750212,skill_root,가속 Lv.1,7502120020004,,[750212]
750213,skill_root,가속 Lv.2,7502130020004,,[750213]
750214,skill_root,가속 Lv.3,7502140020004,,[750214]
750215,skill_root,가속 Lv.4,7502150020004,,[750215]
750216,skill_root,마력 순환 Lv.1,7502160020004,,[750216]
750217,skill_root,마력 순환 Lv.2,7502170020004,,[750217]
750218,skill_root,마력 순환 Lv.3,7502180020004,,[750218]
750219,skill_root,마력 순환 Lv.4,7502190020004,,[750219]
750220,skill_root,치유 증폭 Lv.1,7502200020004,,[750220]
750221,skill_root,치유 증폭 Lv.2,7502210020004,,[750221]
750222,skill_root,치유 증폭 Lv.3,7502220020004,,[750222]
750223,skill_root,치유 증폭 Lv.4,7502230020004,,[750223]
750224,skill_root,정밀 타격 Lv.1,7502240020004,,[750224]
750225,skill_root,정밀 타격 Lv.2,7502250020004,,[750225]
750226,skill_root,정밀 타격 Lv.3,7502260020004,,[750226]
750227,skill_root,정밀 타격 Lv.4,7502270020004,,[750227]
750228,skill_root,가속 Lv.1,7502280020004,,[750228]
750229,skill_root,가속 Lv.2,7502290020004,,[750229]
750230,skill_root,가속 Lv.3,7502300020004,,[750230]
750231,skill_root,가속 Lv.4,7502310020004,,[750231]
750232,skill_root,생명 순환 Lv.1,7502320020004,,[750232]
750233,skill_root,생명 순환 Lv.2,7502330020004,,[750233]
750234,skill_root,생명 순환 Lv.3,7502340020004,,[750234]
750235,skill_root,생명 순환 Lv.4,7502350020004,,[750235]
750236,skill_root,치유 증폭 Lv.1,7502360020004,,[750236]
750237,skill_root,치유 증폭 Lv.2,7502370020004,,[750237]
750238,skill_root,치유 증폭 Lv.3,7502380020004,,[750238]
750239,skill_root,치유 증폭 Lv.4,7502390020004,,[750239]
750240,skill_root,전투 회복 Lv.1,7502400020004,,[750240]
750241,skill_root,전투 회복 Lv.2,7502410020004,,[750241]
750242,skill_root,전투 회복 Lv.3,7502420020004,,[750242]
750243,skill_root,전투 회복 Lv.4,7502430020004,,[750243]
750244,skill_root,사냥꾼 Lv.1,7502440020004,,[750244]
750245,skill_root,사냥꾼 Lv.2,7502450020004,,[750245]
750246,skill_root,사냥꾼 Lv.3,7502460020004,,[750246]
750247,skill_root,사냥꾼 Lv.4,7502470020004,,[750247]
750248,skill_root,전투 가속 Lv.1,7502480020004,,[750248]
750249,skill_root,전투 가속 Lv.2,7502490020004,,[750249]
750250,skill_root,전투 가속 Lv.3,7502500020004,,[750250]
750251,skill_root,전투 가속 Lv.4,7502510020004,,[750251]
750252,skill_root,광속 Lv.1,7502520020004,,[750252]
750253,skill_root,광속 Lv.2,7502530020004,,[750253]
750254,skill_root,광속 Lv.3,7502540020004,,[750254]
750255,skill_root,광속 Lv.4,7502550020004,,[750255]
750256,skill_root,전투 숙련 Lv.1,7502560020004,,[750256]
750257,skill_root,전투 숙련 Lv.2,7502570020004,,[750257]
750258,skill_root,전투 숙련 Lv.3,7502580020004,,[750258]
750259,skill_root,전투 숙련 Lv.4,7502590020004,,[750259]
750260,skill_root,정밀함 Lv.1,7502600020004,,[750260]
750261,skill_root,정밀함 Lv.2,7502610020004,,[750261]
750262,skill_root,정밀함 Lv.3,7502620020004,,[750262]
750263,skill_root,정밀함 Lv.4,7502630020004,,[750263]
750264,skill_root,마력 흡수 Lv.1,7502640020004,,[750264]
750265,skill_root,마력 흡수 Lv.2,7502650020004,,[750265]
750266,skill_root,마력 흡수 Lv.3,7502660020004,,[750266]
750267,skill_root,마력 흡수 Lv.4,7502670020004,,[750267]
750268,skill_root,생명력 Lv.1,7502680020004,,[750268]
750269,skill_root,생명력 Lv.2,7502690020004,,[750269]
750270,skill_root,생명력 Lv.3,7502700020004,,[750270]
750271,skill_root,생명력 Lv.4,7502710020004,,[750271]
750272,skill_root,비전 가속 Lv.1,7502720020004,,[750272]
750273,skill_root,비전 가속 Lv.2,7502730020004,,[750273]
750274,skill_root,비전 가속 Lv.3,7502740020004,,[750274]
750275,skill_root,비전 가속 Lv.4,7502750020004,,[750275]
750276,skill_root,치유 증폭 Lv.1,7502760020004,,[750276]
750277,skill_root,치유 증폭 Lv.2,7502770020004,,[750277]
750278,skill_root,치유 증폭 Lv.3,7502780020004,,[750278]
750279,skill_root,치유 증폭 Lv.4,7502790020004,,[750279]
750280,skill_root,마력 가속 Lv.1,7502800020004,,[750280]
750281,skill_root,마력 가속 Lv.2,7502810020004,,[750281]
750282,skill_root,마력 가속 Lv.3,7502820020004,,[750282]
750283,skill_root,마력 가속 Lv.4,7502830020004,,[750283]
750284,skill_root,광속 Lv.1,7502840020004,,[750284]
750285,skill_root,광속 Lv.2,7502850020004,,[750285]
750286,skill_root,광속 Lv.3,7502860020004,,[750286]
750287,skill_root,광속 Lv.4,7502870020004,,[750287]
750288,skill_root,마력 회복 Lv.1,7502880020004,,[750288]
750289,skill_root,마력 회복 Lv.2,7502890020004,,[750289]
750290,skill_root,마력 회복 Lv.3,7502900020004,,[750290]
750291,skill_root,마력 회복 Lv.4,7502910020004,,[750291]
750292,skill_root,치유 증폭 Lv.1,7502920020004,,[750292]
750293,skill_root,치유 증폭 Lv.2,7502930020004,,[750293]
750294,skill_root,치유 증폭 Lv.3,7502940020004,,[750294]
750295,skill_root,치유 증폭 Lv.4,7502950020004,,[750295]
750296,skill_root,생명 순환 Lv.1,7502960020004,,[750296]
750297,skill_root,생명 순환 Lv.2,7502970020004,,[750297]
750298,skill_root,생명 순환 Lv.3,7502980020004,,[750298]
750299,skill_root,생명 순환 Lv.4,7502990020004,,[750299]
750300,skill_root,강인함 Lv.1,7503000020004,,[750300]
750301,skill_root,강인함 Lv.2,7503010020004,,[750301]
750302,skill_root,강인함 Lv.3,7503020020004,,[750302]
750303,skill_root,강인함 Lv.4,7503030020004,,[750303]
750304,skill_root,전투 집중 Lv.1,7503040020004,,[750304]
750305,skill_root,전투 집중 Lv.2,7503050020004,,[750305]
750306,skill_root,전투 집중 Lv.3,7503060020004,,[750306]
750307,skill_root,전투 집중 Lv.4,7503070020004,,[750307]
750308,skill_root,광속 Lv.1,7503080020004,,[750308]
750309,skill_root,광속 Lv.2,7503090020004,,[750309]
750310,skill_root,광속 Lv.3,7503100020004,,[750310]
750311,skill_root,광속 Lv.4,7503110020004,,[750311]
750312,skill_root,냉혹함 Lv.1,7503120020004,,[750312]
750313,skill_root,냉혹함 Lv.2,7503130020004,,[750313]
750314,skill_root,냉혹함 Lv.3,7503140020004,,[750314]
750315,skill_root,냉혹함 Lv.4,7503150020004,,[750315]
750316,skill_root,잔혹성 Lv.1,7503160020004,,[750316]
750317,skill_root,잔혹성 Lv.2,7503170020004,,[750317]
750318,skill_root,잔혹성 Lv.3,7503180020004,,[750318]
750319,skill_root,잔혹성 Lv.4,7503190020004,,[750319]
750320,skill_root,불굴 Lv.1,7503200020004,,[750320]
750321,skill_root,불굴 Lv.2,7503210020004,,[750321]
750322,skill_root,불굴 Lv.3,7503220020004,,[750322]
750323,skill_root,불굴 Lv.4,7503230020004,,[750323]
750324,skill_root,수호 Lv.1,7503240020004,,[750324]
750325,skill_root,수호 Lv.2,7503250020004,,[750325]
750326,skill_root,수호 Lv.3,7503260020004,,[750326]
750327,skill_root,수호 Lv.4,7503270020004,,[750327]
750328,skill_root,전투 집중 Lv.1,7503280020004,,[750328]
750329,skill_root,전투 집중 Lv.2,7503290020004,,[750329]
750330,skill_root,전투 집중 Lv.3,7503300020004,,[750330]
750331,skill_root,전투 집중 Lv.4,7503310020004,,[750331]
750332,skill_root,광폭화 Lv.1,7503320020004,,[750332]
750333,skill_root,광폭화 Lv.2,7503330020004,,[750333]
750334,skill_root,광폭화 Lv.3,7503340020004,,[750334]
750335,skill_root,광폭화 Lv.4,7503350020004,,[750335]
750336,skill_root,재생 갑주 Lv.1,7503360020004,,[750336]
750337,skill_root,재생 갑주 Lv.2,7503370020004,,[750337]
750338,skill_root,재생 갑주 Lv.3,7503380020004,,[750338]
750339,skill_root,재생 갑주 Lv.4,7503390020004,,[750339]
750340,skill_root,생명력 Lv.1,7503400020004,,[750340]
750341,skill_root,생명력 Lv.2,7503410020004,,[750341]
750342,skill_root,생명력 Lv.3,7503420020004,,[750342]
750343,skill_root,생명력 Lv.4,7503430020004,,[750343]
750344,skill_root,수호 집중 Lv.1,7503440020004,,[750344]
750345,skill_root,수호 집중 Lv.2,7503450020004,,[750345]
750346,skill_root,수호 집중 Lv.3,7503460020004,,[750346]
750347,skill_root,수호 집중 Lv.4,7503470020004,,[750347]
750348,skill_root,사냥꾼 Lv.1,7503480020004,,[750348]
750349,skill_root,사냥꾼 Lv.2,7503490020004,,[750349]
750350,skill_root,사냥꾼 Lv.3,7503500020004,,[750350]
750351,skill_root,사냥꾼 Lv.4,7503510020004,,[750351]
750352,skill_root,폭주 가속 Lv.1,7503520020004,,[750352]
750353,skill_root,폭주 가속 Lv.2,7503530020004,,[750353]
750354,skill_root,폭주 가속 Lv.3,7503540020004,,[750354]
750355,skill_root,폭주 가속 Lv.4,7503550020004,,[750355]
750356,skill_root,광속 Lv.1,7503560020004,,[750356]
750357,skill_root,광속 Lv.2,7503570020004,,[750357]
750358,skill_root,광속 Lv.3,7503580020004,,[750358]
750359,skill_root,광속 Lv.4,7503590020004,,[750359]
750360,skill_root,활력 폭주 Lv.1,7503600020004,,[750360]
750361,skill_root,활력 폭주 Lv.2,7503610020004,,[750361]
750362,skill_root,활력 폭주 Lv.3,7503620020004,,[750362]
750363,skill_root,활력 폭주 Lv.4,7503630020004,,[750363]
750364,skill_root,정밀함 Lv.1,7503640020004,,[750364]
750365,skill_root,정밀함 Lv.2,7503650020004,,[750365]
750366,skill_root,정밀함 Lv.3,7503660020004,,[750366]
750367,skill_root,정밀함 Lv.4,7503670020004,,[750367]
750368,skill_root,철벽 Lv.1,7503680020004,,[750368]
750369,skill_root,철벽 Lv.2,7503690020004,,[750369]
750370,skill_root,철벽 Lv.3,7503700020004,,[750370]
750371,skill_root,철벽 Lv.4,7503710020004,,[750371]
750372,skill_root,회복 친화 Lv.1,7503720020004,,[750372]
750373,skill_root,회복 친화 Lv.2,7503730020004,,[750373]
750374,skill_root,회복 친화 Lv.3,7503740020004,,[750374]
750375,skill_root,회복 친화 Lv.4,7503750020004,,[750375]
750376,skill_root,거인의 체력 Lv.1,7503760020004,,[750376]
750377,skill_root,거인의 체력 Lv.2,7503770020004,,[750377]
750378,skill_root,거인의 체력 Lv.3,7503780020004,,[750378]
750379,skill_root,거인의 체력 Lv.4,7503790020004,,[750379]
750380,skill_root,정화 체질 Lv.1,7503800020004,,[750380]
750381,skill_root,정화 체질 Lv.2,7503810020004,,[750381]
750382,skill_root,정화 체질 Lv.3,7503820020004,,[750382]
750383,skill_root,정화 체질 Lv.4,7503830020004,,[750383]
750384,skill_root,불굴 Lv.1,7503840020004,,[750384]
750385,skill_root,불굴 Lv.2,7503850020004,,[750385]
750386,skill_root,불굴 Lv.3,7503860020004,,[750386]
750387,skill_root,불굴 Lv.4,7503870020004,,[750387]
750388,skill_root,가속 Lv.1,7503880020004,,[750388]
750389,skill_root,가속 Lv.2,7503890020004,,[750389]
750390,skill_root,가속 Lv.3,7503900020004,,[750390]
750391,skill_root,가속 Lv.4,7503910020004,,[750391]
750392,skill_root,생명의 샘 Lv.1,7503920020004,,[750392]
750393,skill_root,생명의 샘 Lv.2,7503930020004,,[750393]
750394,skill_root,생명의 샘 Lv.3,7503940020004,,[750394]
750395,skill_root,생명의 샘 Lv.4,7503950020004,,[750395]
750396,skill_root,정화 체질 Lv.1,7503960020004,,[750396]
750397,skill_root,정화 체질 Lv.2,7503970020004,,[750397]
750398,skill_root,정화 체질 Lv.3,7503980020004,,[750398]
750399,skill_root,정화 체질 Lv.4,7503990020004,,[750399]
750400,skill_root,생존 감각 Lv.1,7504000020004,,[750400]
750401,skill_root,생존 감각 Lv.2,7504010020004,,[750401]
750402,skill_root,생존 감각 Lv.3,7504020020004,,[750402]
750403,skill_root,생존 감각 Lv.4,7504030020004,,[750403]
750404,skill_root,가속 Lv.1,7504040020004,,[750404]
750405,skill_root,가속 Lv.2,7504050020004,,[750405]
750406,skill_root,가속 Lv.3,7504060020004,,[750406]
750407,skill_root,가속 Lv.4,7504070020004,,[750407]
1000001,skill_root,정신 집중 Lv.1,10000010020007,,[1000151]
1000002,skill_root,정신 집중 Lv.2,10000020020007,,[1000152]
