OID,Cid,TargetCid,SpawnerCid,Kind,Zone,Location
1093,1093,9003031,0,WorldLocation,1000,"(X=360956.991198,Y=-145703.981447,Z=1447.035686)"
1181,1181,100100,0,WorldLocation,1001,"(X=-386693.286278,Y=449072.484530,Z=2764.342475)"
1184,1184,100101,0,WorldLocation,1001,"(X=-379195.900498,Y=447355.521010,Z=2489.058343)"
1183,1183,100102,0,WorldLocation,1001,"(X=-375427.680069,Y=440466.624470,Z=3135.415046)"
1179,1179,100103,0,WorldLocation,1001,"(X=-384938.751881,Y=440008.046655,Z=3599.058238)"
1180,1180,100104,0,WorldLocation,1001,"(X=-391241.909705,Y=439850.218762,Z=3369.058372)"
1178,1178,100105,0,WorldLocation,1001,"(X=-394541.483489,Y=441327.499229,Z=3184.058398)"
1177,1177,100106,0,WorldLocation,1001,"(X=-389480.402647,Y=433900.071624,Z=3370.994997)"
1182,1182,100107,0,WorldLocation,1001,"(X=-381641.527514,Y=434639.841179,Z=3359.058249)"
1190,1190,101001,0,WorldLocation,1010,"(X=244759.807097,Y=-122678.042519,Z=-1006.449204)"
1191,1191,101002,0,WorldLocation,1010,"(X=243913.487898,Y=-112434.356050,Z=92.903045)"
1193,1193,101003,0,WorldLocation,1010,"(X=233785.171962,Y=-119940.353042,Z=1202.309944)"
1187,1187,101004,0,WorldLocation,1010,"(X=224358.317357,Y=-110523.137939,Z=24.188761)"
1185,1185,101005,0,WorldLocation,1010,"(X=210947.856408,Y=-124504.308793,Z=-1929.623076)"
1188,1188,2000011,0,WorldLocation,1010,"(X=242068.487898,Y=-113744.356050,Z=92.903045)"
1204,1204,101101,0,WorldLocation,1011,"(X=229984.754981,Y=-71433.681347,Z=1898.617182)"
1198,1198,101102,0,WorldLocation,1011,"(X=209324.519036,Y=-88800.219491,Z=7.706592)"
1202,1202,101103,0,WorldLocation,1011,"(X=223313.015787,Y=-90498.618805,Z=1150.930996)"
1199,1199,101104,0,WorldLocation,1011,"(X=202495.702668,Y=-87161.828613,Z=562.478256)"
1200,1200,101105,0,WorldLocation,1011,"(X=198542.300689,Y=-77674.957461,Z=442.965795)"
1197,1197,101106,0,WorldLocation,1011,"(X=184507.469684,Y=-72310.724308,Z=-1926.856364)"
1207,1207,101201,0,WorldLocation,1012,"(X=161294.231546,Y=-94493.421384,Z=-800.033021)"
1216,1216,101202,0,WorldLocation,1012,"(X=145942.014039,Y=-80526.165011,Z=-517.240659)"
1213,1213,101203,0,WorldLocation,1012,"(X=172950.389800,Y=-108014.117109,Z=169.408846)"
1214,1214,101204,0,WorldLocation,1012,"(X=190098.443508,Y=-135617.463896,Z=-350.744939)"
1220,1220,101205,0,WorldLocation,1012,"(X=191656.521192,Y=-141612.117126,Z=1028.892294)"
1218,1218,101206,0,WorldLocation,1012,"(X=189193.820220,Y=-144145.540851,Z=1481.300872)"
1210,1210,101207,0,WorldLocation,1012,"(X=165872.134229,Y=-134929.764128,Z=2470.785863)"
1209,1209,2000131,0,WorldLocation,1012,"(X=153825.000000,Y=-124485.000000,Z=2570.000000)"
1206,1206,2000141,0,WorldLocation,1012,"(X=162755.000000,Y=-120905.000000,Z=0.000000)"
1221,1221,102901,0,WorldLocation,5009,"(X=113698.000000,Y=-115118.000000,Z=205.162156)"
1222,1222,8000,0,WorldLocation,8000,"(X=114309.000000,Y=-134941.000000,Z=-87847.000000)"
1223,1223,9000,0,WorldLocation,9000,"(X=80.000000,Y=-620.000000,Z=0.000000)"
1226,1226,900101,0,WorldLocation,9001,"(X=-1914.534452,Y=-11009.458594,Z=4108.268189)"
1224,1224,900102,0,WorldLocation,9001,"(X=3270.457204,Y=-5768.583848,Z=4108.268189)"
1225,1225,900103,0,WorldLocation,9001,"(X=-1741.269790,Y=-5508.427348,Z=4058.268189)"
1227,1227,900104,0,WorldLocation,9001,"(X=2635.444908,Y=-11119.991080,Z=4008.268189)"
1228,1228,9979,0,WorldLocation,9979,"(X=-8790.000000,Y=-4400.000000,Z=120.000000)"
1242,1242,132011,0,WorldLocation,9979,"(X=-9883.579609,Y=-3964.016294,Z=120.000000)"
1243,1243,132041,0,WorldLocation,9979,"(X=2123.130616,Y=29.587609,Z=120.000000)"
1245,1245,9990,0,WorldLocation,9990,"(X=19921.953376,Y=20334.315370,Z=8.934491)"
1246,1246,1125,0,WorldLocation,9997,"(X=60.000000,Y=-2190.000000,Z=0.000000)"
1250,1250,999701,0,WorldLocation,9997,"(X=2504.848435,Y=-461.592420,Z=0.000000)"
1251,1251,999702,0,WorldLocation,9997,"(X=1542.971791,Y=446.820155,Z=0.000000)"
1252,1252,999703,0,WorldLocation,9997,"(X=2960.964881,Y=1344.828419,Z=0.000000)"
1254,1254,9999,0,WorldLocation,9999,"(X=-14909.998310,Y=18244.621419,Z=-16932.535797)"
1257,1257,999901,0,WorldLocation,9999,"(X=-29559.361276,Y=-3696.502461,Z=-18428.131169)"
1256,1256,999902,0,WorldLocation,9999,"(X=4480.037530,Y=24439.686614,Z=-15650.027063)"
1255,1255,999903,0,WorldLocation,9999,"(X=875.736997,Y=12376.294679,Z=-15032.063352)"
109,109,1,101,Npc,1000,"(X=358267.481819,Y=-134388.642243,Z=-528.187708)"
348,348,1,102,Npc,1000,"(X=384751.102903,Y=-141444.092707,Z=-340.591959)"
477,477,1,103,Npc,1000,"(X=350518.030976,Y=-150573.276704,Z=2601.204405)"
352,352,2,201,Npc,1000,"(X=384955.197235,Y=-141425.707224,Z=-345.342956)"
122,122,100001,10000103,Npc,1000,"(X=357712.118420,Y=-133538.381184,Z=-524.666816)"
126,126,100001,10000102,Npc,1000,"(X=357754.813739,Y=-133380.667205,Z=-527.313818)"
133,133,100001,10000104,Npc,1000,"(X=358267.481819,Y=-134388.642243,Z=-528.187708)"
144,144,100001,10000101,Npc,1000,"(X=352547.528522,Y=-124552.466228,Z=-1978.193320)"
187,187,100001,10000100,Npc,1000,"(X=349622.015674,Y=-123885.495146,Z=-1985.137181)"
278,278,100001,10000105,Npc,1000,"(X=373431.815956,Y=-137222.435339,Z=-343.351474)"
294,294,100001,10000106,Npc,1000,"(X=374785.535501,Y=-138209.822607,Z=-346.329565)"
304,304,100001,10000108,Npc,1000,"(X=382599.135061,Y=-135084.561660,Z=-340.596577)"
313,313,100001,10000107,Npc,1000,"(X=378829.745346,Y=-133140.823352,Z=-346.329611)"
344,344,100001,10000109,Npc,1000,"(X=387473.618988,Y=-144373.240936,Z=-343.095632)"
345,345,100001,10000110,Npc,1000,"(X=384751.102903,Y=-141444.092707,Z=-340.591959)"
466,466,100001,10000112,Npc,1000,"(X=350753.740971,Y=-150594.562056,Z=2587.878484)"
841,841,100001,10000111,Npc,1000,"(X=380285.724056,Y=-155882.231911,Z=866.879671)"
120,120,100002,10000200,Npc,1000,"(X=357204.271787,Y=-133965.992704,Z=-510.348341)"
121,121,100002,10000201,Npc,1000,"(X=357471.509655,Y=-133672.489335,Z=-510.348363)"
272,272,100003,10000301,Npc,1000,"(X=374913.125000,Y=-138344.203125,Z=-346.329651)"
297,297,100003,10000303,Npc,1000,"(X=382677.799799,Y=-134922.539740,Z=-333.769662)"
298,298,100003,10000302,Npc,1000,"(X=378943.500480,Y=-133251.196550,Z=-346.329560)"
350,350,100003,10000304,Npc,1000,"(X=387586.377668,Y=-144296.167388,Z=-338.845836)"
342,342,100004,10000402,Npc,1000,"(X=387356.620807,Y=-144304.236887,Z=-342.498581)"
1159,1159,100004,10000401,Npc,1000,"(X=379359.710356,Y=-144889.105441,Z=140.834274)"
465,465,100005,10000502,Npc,1000,"(X=350599.030976,Y=-150518.276704,Z=2601.204405)"
973,973,100005,10000501,Npc,1000,"(X=386248.932375,Y=-156320.591991,Z=865.625328)"
926,926,100009,10000901,Npc,1000,"(X=386108.068919,Y=-156313.794877,Z=873.896156)"
958,958,100010,10001001,Npc,1000,"(X=386199.164516,Y=-156194.750986,Z=873.406278)"
128,128,100011,10001105,Npc,1000,"(X=352254.124268,Y=-129241.590362,Z=-1969.487197)"
142,142,100011,10001106,Npc,1000,"(X=349622.015674,Y=-123885.495146,Z=-1985.137181)"
476,476,100011,10001104,Npc,1000,"(X=354691.462351,Y=-146451.987648,Z=2433.389012)"
571,571,100011,10001002,Npc,1000,"(X=371085.561323,Y=-175827.976445,Z=1875.245592)"
655,655,100011,10001101,Npc,1000,"(X=381513.973218,Y=-176071.161181,Z=1869.562080)"
127,127,100014,10001401,Npc,1000,"(X=355380.000000,Y=-134110.000000,Z=-720.000000)"
584,584,100031,10003101,Npc,1000,"(X=368740.872322,Y=-156077.244387,Z=1447.211539)"
628,628,100032,10003201,Npc,1000,"(X=368924.536859,Y=-156027.033608,Z=1447.211549)"
637,637,100033,10003301,Npc,1000,"(X=368827.224722,Y=-155995.872080,Z=1447.211469)"
792,792,100034,10003401,Npc,1000,"(X=380457.535642,Y=-154302.975969,Z=872.377952)"
870,870,100035,10003501,Npc,1000,"(X=380501.608188,Y=-154190.892455,Z=867.608859)"
857,857,100036,10003601,Npc,1000,"(X=382184.589608,Y=-153725.517505,Z=866.448002)"
804,804,100037,10003701,Npc,1000,"(X=382274.190405,Y=-153709.795113,Z=877.140554)"
782,782,100038,10003801,Npc,1000,"(X=383083.934953,Y=-156697.150888,Z=868.932024)"
842,842,100039,10003901,Npc,1000,"(X=383200.359660,Y=-156684.812292,Z=871.581764)"
800,800,100050,100050,Npc,1000,"(X=381915.835971,Y=-154270.402865,Z=866.013329)"
778,778,100051,100051,Npc,1000,"(X=380397.364676,Y=-154575.804135,Z=869.702575)"
780,780,100052,100052,Npc,1000,"(X=383319.764802,Y=-156766.035926,Z=871.731974)"
134,134,100054,100054,Npc,1000,"(X=357748.644263,Y=-132673.334846,Z=-528.504649)"
558,558,100055,100055,Npc,1000,"(X=367262.000000,Y=-173207.000000,Z=1870.000000)"
873,873,100057,100057,Npc,1000,"(X=379779.000000,Y=-156249.000000,Z=870.000000)"
929,929,100058,100058,Npc,1000,"(X=384500.000000,Y=-156230.000000,Z=865.407714)"
811,811,100059,100059,Npc,1000,"(X=381320.000000,Y=-156530.000000,Z=877.367666)"
975,975,100060,100060,Npc,1000,"(X=384250.000000,Y=-157210.000000,Z=870.000000)"
1006,1006,100061,100061,Npc,1000,"(X=385130.000000,Y=-157430.000000,Z=820.000000)"
961,961,100062,100062,Npc,1000,"(X=384970.000000,Y=-156490.000000,Z=869.471906)"
876,876,100063,100063,Npc,1000,"(X=374620.000000,Y=-158650.000000,Z=836.178189)"
609,609,100064,100064,Npc,1000,"(X=369600.000000,Y=-159750.000000,Z=860.000000)"
594,594,100065,100065,Npc,1000,"(X=369630.000000,Y=-159900.000000,Z=860.000000)"
705,705,100066,100066,Npc,1000,"(X=382230.000000,Y=-175500.000000,Z=1868.312706)"
704,704,100067,100067,Npc,1000,"(X=373940.000000,Y=-176790.000000,Z=1868.381480)"
671,671,100068,100068,Npc,1000,"(X=371520.000000,Y=-172600.000000,Z=1876.487364)"
738,738,100069,100069,Npc,1000,"(X=371660.000000,Y=-172670.000000,Z=1876.151450)"
486,486,100070,100070,Npc,1000,"(X=354220.000000,Y=-152060.000000,Z=2437.810585)"
478,478,100071,100071,Npc,1000,"(X=354320.000000,Y=-152210.000000,Z=2428.886954)"
1072,1072,100072,100072,Npc,1000,"(X=361000.000000,Y=-146220.000000,Z=1450.000000)"
139,139,101015,10101501,Npc,1000,"(X=345470.000000,Y=-125350.000000,Z=-1850.000000)"
1189,1189,101000,10100001,Npc,1010,"(X=244759.807097,Y=-122678.042519,Z=-1006.449204)"
1195,1195,101001,10100101,Npc,1010,"(X=241623.487898,Y=-113359.356050,Z=92.903045)"
1194,1194,101002,10100201,Npc,1010,"(X=233785.171962,Y=-119940.353042,Z=1202.309944)"
1192,1192,101003,10100301,Npc,1010,"(X=224358.317357,Y=-110523.137939,Z=24.188761)"
1186,1186,101004,10100401,Npc,1010,"(X=211232.856408,Y=-124279.308793,Z=-1929.623076)"
1203,1203,101005,10100501,Npc,1011,"(X=229984.754981,Y=-71433.681347,Z=1898.617182)"
1201,1201,101006,10100601,Npc,1011,"(X=209324.519036,Y=-88800.219491,Z=7.706592)"
1196,1196,101007,10100701,Npc,1011,"(X=184507.469684,Y=-72310.724308,Z=-1926.856364)"
1208,1208,101008,10100801,Npc,1012,"(X=161294.231546,Y=-94493.421384,Z=-800.033021)"
1217,1217,101009,10100901,Npc,1012,"(X=172950.389800,Y=-108014.117109,Z=169.408846)"
1215,1215,101010,10101001,Npc,1012,"(X=190098.443508,Y=-135617.463896,Z=-350.744939)"
1219,1219,101011,10101101,Npc,1012,"(X=189193.820220,Y=-144145.540851,Z=1481.300872)"
1211,1211,101012,10101201,Npc,1012,"(X=165872.134229,Y=-134929.764128,Z=2470.785863)"
1212,1212,101013,10101301,Npc,1012,"(X=154330.000000,Y=-125255.000000,Z=2620.000000)"
1205,1205,101014,10101401,Npc,1012,"(X=162350.000000,Y=-119645.000000,Z=0.000000)"
1248,1248,2011,0,Npc,9997,"(X=-700.000000,Y=-1890.000000,Z=0.000000)"
1258,1258,2009,2009,Npc,9999,"(X=-29920.000000,Y=-3970.000000,Z=-18440.000000)"
1260,1260,2010,2010,Npc,9999,"(X=-30190.000000,Y=-3730.000000,Z=-18420.000000)"
5,5,8500,0,Doodad,800,"(X=-390308.879664,Y=392440.273814,Z=-1497.152840)"
2,2,8501,0,Doodad,800,"(X=-391001.009429,Y=392396.637311,Z=-1497.152843)"
9,9,8501,0,Doodad,800,"(X=-390789.908071,Y=392396.447570,Z=-1497.152843)"
23,23,8501,0,Doodad,800,"(X=-390842.562489,Y=392592.956508,Z=-1497.152843)"
26,26,8501,0,Doodad,800,"(X=-390979.330210,Y=392311.677474,Z=-1497.152843)"
40,40,8501,0,Doodad,800,"(X=-390811.778297,Y=392478.068347,Z=-1497.152843)"
46,46,8501,0,Doodad,800,"(X=-391027.590762,Y=392515.749020,Z=-1497.152843)"
28,28,8502,0,Doodad,800,"(X=-390928.455954,Y=393336.085058,Z=-1497.152842)"
29,29,8502,0,Doodad,800,"(X=-390850.921864,Y=393691.334165,Z=-1497.152842)"
37,37,8502,0,Doodad,800,"(X=-390972.067410,Y=393499.961490,Z=-1497.152842)"
44,44,8503,0,Doodad,800,"(X=-390150.535792,Y=392872.162023,Z=-1500.182217)"
1,1,8504,0,Doodad,800,"(X=-391972.131621,Y=391820.109869,Z=-1499.999977)"
4,4,8504,0,Doodad,800,"(X=-390750.209215,Y=391584.812721,Z=-1499.999977)"
6,6,8504,0,Doodad,800,"(X=-391930.350960,Y=391662.617846,Z=-1499.999982)"
13,13,8504,0,Doodad,800,"(X=-393259.514423,Y=393536.384825,Z=-1499.999984)"
14,14,8504,0,Doodad,800,"(X=-393624.832237,Y=395494.373645,Z=-1494.618768)"
15,15,8504,0,Doodad,800,"(X=-392687.775973,Y=391402.628024,Z=-1499.999977)"
17,17,8504,0,Doodad,800,"(X=-391853.215632,Y=391398.272597,Z=-1499.999977)"
19,19,8504,0,Doodad,800,"(X=-393393.830697,Y=394037.659949,Z=-1499.999987)"
22,22,8504,0,Doodad,800,"(X=-391507.636867,Y=394267.776293,Z=-1499.999982)"
25,25,8504,0,Doodad,800,"(X=-391260.787104,Y=394333.919489,Z=-1499.999982)"
31,31,8504,0,Doodad,800,"(X=-393557.256106,Y=395877.616992,Z=-1494.618768)"
32,32,8504,0,Doodad,800,"(X=-392417.996413,Y=393468.487822,Z=-1499.999977)"
33,33,8504,0,Doodad,800,"(X=-392552.343498,Y=390897.187240,Z=-1499.999978)"
35,35,8504,0,Doodad,800,"(X=-392465.779133,Y=393628.087969,Z=-1499.999977)"
36,36,8504,0,Doodad,800,"(X=-390490.781393,Y=391654.326206,Z=-1499.999977)"
38,38,8504,0,Doodad,800,"(X=-392341.952861,Y=393214.504317,Z=-1499.999977)"
39,39,8504,0,Doodad,800,"(X=-392054.239199,Y=392095.650179,Z=-1499.999982)"
48,48,8504,0,Doodad,800,"(X=-392220.612249,Y=395141.298434,Z=-1494.618768)"
51,51,8504,0,Doodad,800,"(X=-392540.353035,Y=393891.210615,Z=-1499.999974)"
24,24,8505,0,Doodad,800,"(X=-395779.578535,Y=393054.791287,Z=-1499.999979)"
42,42,8505,0,Doodad,800,"(X=-396268.601959,Y=390748.973459,Z=-1499.999979)"
47,47,8505,0,Doodad,800,"(X=-396567.362762,Y=391873.230117,Z=-1499.999979)"
52,52,8505,0,Doodad,800,"(X=-394876.638806,Y=393296.733226,Z=-1499.999979)"
16,16,8506,0,Doodad,800,"(X=-391951.260698,Y=393305.351817,Z=-1499.944028)"
34,34,8506,0,Doodad,800,"(X=-391832.605570,Y=392850.063721,Z=-1499.944024)"
3,3,8507,0,Doodad,800,"(X=-393774.659206,Y=391678.972536,Z=-1497.694813)"
8,8,8507,0,Doodad,800,"(X=-394227.255599,Y=393531.282527,Z=-1497.694822)"
10,10,8507,0,Doodad,800,"(X=-395947.311077,Y=396015.220329,Z=-1527.221484)"
11,11,8507,0,Doodad,800,"(X=-393624.734224,Y=395271.034614,Z=-1498.232641)"
12,12,8507,0,Doodad,800,"(X=-393957.057745,Y=392429.693225,Z=-1497.694813)"
18,18,8507,0,Doodad,800,"(X=-391574.940666,Y=395410.599190,Z=-1498.232640)"
27,27,8507,0,Doodad,800,"(X=-392826.159359,Y=396389.420868,Z=-1498.232640)"
49,49,8507,0,Doodad,800,"(X=-394341.903757,Y=394801.670804,Z=-1505.646006)"
50,50,8507,0,Doodad,800,"(X=-393472.397460,Y=396115.316593,Z=-1498.232640)"
21,21,8508,0,Doodad,800,"(X=-390386.318457,Y=393399.078781,Z=-1497.152851)"
43,43,8508,0,Doodad,800,"(X=-390475.929701,Y=393723.101861,Z=-1497.152852)"
30,30,8509,0,Doodad,800,"(X=-390054.068377,Y=392810.849953,Z=-1454.053331)"
41,41,8509,0,Doodad,800,"(X=-396578.533085,Y=391936.865889,Z=-1437.652231)"
53,53,8509,0,Doodad,800,"(X=-393643.913180,Y=395423.561386,Z=-1452.293738)"
45,45,8511,0,Doodad,800,"(X=-390967.356112,Y=393632.665882,Z=-1447.181542)"
67,67,902027,0,Doodad,906,"(X=-443652.702190,Y=415219.192176,Z=293.259370)"
58,58,902028,0,Doodad,906,"(X=-441405.481598,Y=419633.005715,Z=282.733158)"
68,68,902029,0,Doodad,906,"(X=-435383.708961,Y=421891.187531,Z=-207.495109)"
80,80,902030,0,Doodad,906,"(X=-433246.126425,Y=421076.822064,Z=-192.571142)"
62,62,902031,0,Doodad,906,"(X=-435570.310473,Y=422016.475265,Z=-208.031629)"
97,97,902032,0,Doodad,906,"(X=-431094.417401,Y=417694.000267,Z=285.285131)"
100,100,902033,0,Doodad,906,"(X=-431002.782902,Y=417670.231161,Z=285.542941)"
96,96,902035,0,Doodad,906,"(X=-427905.838470,Y=416218.079340,Z=299.812435)"
79,79,902039,0,Doodad,906,"(X=-425420.125981,Y=418612.663508,Z=-139.178812)"
74,74,902040,0,Doodad,906,"(X=-426256.659312,Y=419630.907667,Z=-168.742384)"
78,78,902041,0,Doodad,906,"(X=-427336.720762,Y=420275.333324,Z=-127.640340)"
66,66,902042,0,Doodad,906,"(X=-436745.502649,Y=421139.978138,Z=-176.763235)"
85,85,902042,0,Doodad,906,"(X=-427147.707458,Y=426391.968156,Z=-585.339769)"
91,91,902042,0,Doodad,906,"(X=-442819.500983,Y=419086.816609,Z=296.298215)"
95,95,902042,0,Doodad,906,"(X=-427302.951512,Y=417078.455125,Z=351.570474)"
102,102,902042,0,Doodad,906,"(X=-428924.880440,Y=415339.276563,Z=439.775221)"
103,103,902042,0,Doodad,906,"(X=-430484.615631,Y=416861.167429,Z=292.079603)"
106,106,902042,0,Doodad,906,"(X=-430895.745904,Y=418926.232428,Z=288.032660)"
87,87,902044,0,Doodad,906,"(X=-432155.941267,Y=430785.316640,Z=-607.850006)"
60,60,902046,0,Doodad,906,"(X=-440685.868695,Y=419761.964673,Z=260.496563)"
72,72,902047,0,Doodad,906,"(X=-426252.579259,Y=415841.442197,Z=254.094346)"
89,89,902048,0,Doodad,906,"(X=-428307.633609,Y=428046.497982,Z=-611.708251)"
64,64,902050,0,Doodad,906,"(X=-443669.758437,Y=415931.403101,Z=277.703807)"
82,82,902051,0,Doodad,906,"(X=-429500.665434,Y=416454.381493,Z=301.039617)"
83,83,902052,0,Doodad,906,"(X=-427596.513157,Y=425218.758788,Z=-464.434167)"
114,114,100001,0,Doodad,1000,"(X=358122.000000,Y=-131178.000000,Z=-542.000000)"
137,137,100001,0,Doodad,1000,"(X=357536.000000,Y=-131849.000000,Z=-515.000000)"
170,170,100001,0,Doodad,1000,"(X=352415.000000,Y=-125299.000000,Z=-2002.000000)"
180,180,100001,0,Doodad,1000,"(X=355770.000000,Y=-125170.000000,Z=-1984.000000)"
184,184,100001,0,Doodad,1000,"(X=351808.000000,Y=-121732.000000,Z=-1986.000000)"
200,200,100001,0,Doodad,1000,"(X=361830.000000,Y=-133132.000000,Z=-518.000000)"
201,201,100001,0,Doodad,1000,"(X=362059.000000,Y=-133233.000000,Z=-525.000000)"
204,204,100001,0,Doodad,1000,"(X=359290.000000,Y=-132264.000000,Z=-524.000000)"
206,206,100001,0,Doodad,1000,"(X=362079.000000,Y=-133851.000000,Z=-520.000000)"
210,210,100001,0,Doodad,1000,"(X=360690.000000,Y=-132669.000000,Z=-523.000000)"
