OID,Cid,Comment,Category,SaveLoad,RemoveConditions,KeepDurationOnChange,StatusChangeGroupCids,UiCategory,DefaultStatusChangeInfoCid,VariationStatusChangeInfoCids
1030,1030,화염 마법,Passive,TRUE,,FALSE,,None,1030,
1031,1031,얼음 마법,Passive,TRUE,,FALSE,,None,1031,
1032,1032,어둠 마법,Passive,TRUE,,FALSE,,None,1032,
1033,1033,마법 재능,Passive,TRUE,,FALSE,,None,1033,
1034,1034,마법 최적화,Passive,TRUE,,FALSE,,None,1034,
1035,1035,마나 회복,Passive,TRUE,,FALSE,,None,1035,
1036,1036,내 손안에 있다,Passive,TRUE,,FALSE,,None,1036,
1037,1037,걸어다니는 성,Passive,TRUE,,FALSE,,None,1037,
1038,1038,헤비급 펀치,Passive,TRUE,,FALSE,,None,1038,
1039,1039,생명의 기운,Passive,TRUE,,FALSE,,None,1039,
1040,1040,방패로 때리기,Passive,TRUE,,FALSE,,None,1040,
1041,1041,두꺼운 피부,Passive,TRUE,,FALSE,,None,1041,
1042,1042,안아프게 맞기,Passive,TRUE,,FALSE,,None,1042,
1043,1043,반사 작용,Passive,TRUE,,FALSE,,None,1043,
1044,1044,피부 재생,Passive,TRUE,,FALSE,,None,1044,
1045,1045,의지,Passive,TRUE,,FALSE,,None,1045,
1046,1046,빠른 회복,Passive,TRUE,,FALSE,,None,1046,
1047,1047,정신 통일,Passive,TRUE,,FALSE,,None,1047,
1048,1048,용기 북돋아 주기,Passive,TRUE,,FALSE,,None,1048,
1049,1049,요청의 치유,Passive,TRUE,,FALSE,,None,1049,
1050,1050,환자 케어,Passive,TRUE,,FALSE,,None,1050,
1051,1051,치얼업 베이비,Passive,TRUE,,FALSE,,None,1051,
1052,1052,팀 플레이,Passive,TRUE,,FALSE,,None,1052,
1053,1053,물 한잔 해,Passive,TRUE,,FALSE,,None,1053,
1054,1054,구르기 장인,Passive,TRUE,,FALSE,,None,1054,
1055,1055,소화력,Passive,TRUE,,FALSE,,None,1055,
1056,1056,달릴 준비,Passive,TRUE,,FALSE,,None,1056,
1057,1057,가벼움,Passive,TRUE,,FALSE,,None,1057,
1058,1058,재능,Passive,TRUE,,FALSE,,None,1058,
1059,1059,요정,Passive,TRUE,,FALSE,,None,1059,
1060,1060,혈귀 중첩,Buff,FALSE,[Dead],FALSE,,None,1060,
1061,1061,혈귀 Full 중첩,Buff,FALSE,[Dead],FALSE,,None,1061,
1062,1062,와다다다다다 중첩,Buff,FALSE,[Dead],FALSE,,None,1062,
1063,1063,와다다다다다 중첩 없애는 숨김 버프,Buff,FALSE,[Dead],FALSE,,None,1063,
1064,1064,와다다다다다 쿨다운 힘들어서 쉬는 시간 10초,Debuff,FALSE,[Dead],FALSE,,None,1064,
1065,1065,주먹,Debuff,FALSE,[Dead],FALSE,,None,1065,
1066,1066,돌주먹,Debuff,FALSE,[Dead],FALSE,,None,1066,
1067,1067,호전광 공격력 증가,Buff,FALSE,[Dead],FALSE,,None,1067,
5000,5000,함선 이니셜 SC,Passive,FALSE,[Dead],FALSE,,None,5000,
7000,7000,변신 해제,Buff,FALSE,,FALSE,,None,7000,
7001,7001,바위게_변신,Passive,FALSE,,FALSE,,None,7001,
7002,7002,악어 거북_변신,Debuff,FALSE,[Dead],FALSE,,None,7002,
7003,7003,오크전사_변신,Buff,FALSE,[Dead],FALSE,,None,7003,
7004,7004,노란색 고양이 변신,Buff,FALSE,[Dead],FALSE,,None,7004,
7005,7005,오크 탐색꾼 변신,Buff,FALSE,[Dead],FALSE,,None,7005,
7006,7006,누이 신관 변신,Buff,FALSE,"[Dead,Combat]",FALSE,,None,7006,
8000,8000,구르기 태그,Buff,FALSE,[Dead],FALSE,,None,8000,
10000,10000,보스 몬스터 카이팅 방지용,Debuff,FALSE,[Dead],FALSE,,None,10000,
10010,10010,회심의 일격,Passive,TRUE,,FALSE,,None,10010,
10013,10013,회심의 일격+3,Passive,TRUE,,FALSE,,None,10013,
10015,10015,회심의 일격+5,Passive,TRUE,,FALSE,,None,10015,
10020,10020,기사 회생,Passive,TRUE,,FALSE,,None,10020,
10023,10023,기사 회생+3,Passive,TRUE,,FALSE,,None,10023,
10025,10025,기사 회생+5,Passive,TRUE,,FALSE,,None,10025,
10030,10030,건강 증진,Passive,TRUE,,FALSE,,None,10030,
10033,10033,건강 증진+3,Passive,TRUE,,FALSE,,None,10033,
10035,10035,건강 증진+5,Passive,TRUE,,FALSE,,None,10035,
10040,10040,명석함,Passive,TRUE,,FALSE,,None,10040,
10043,10043,명석함+3,Passive,TRUE,,FALSE,,None,10043,
10045,10045,명석함+5,Passive,TRUE,,FALSE,,None,10045,
10050,10050,숲속 친구들 0,Passive,TRUE,,FALSE,,None,10050,
10053,10053,숲속 친구들 3,Passive,TRUE,,FALSE,,None,10053,
10055,10055,숲속 친구들 5,Passive,TRUE,,FALSE,,None,10055,
10060,10060,어깨 동무 0,Passive,TRUE,,FALSE,,None,10060,
10063,10063,어깨 동무 3,Passive,TRUE,,FALSE,,None,10063,
10065,10065,어깨 동무 5,Passive,TRUE,,FALSE,,None,10065,
10070,10070,3대 500 0,Passive,TRUE,,FALSE,,None,10070,
10073,10073,3대 500 3,Passive,TRUE,,FALSE,,None,10073,
10075,10075,3대 500 5,Passive,TRUE,,FALSE,,None,10075,
10080,10080,이니스의 지배자 0,Passive,TRUE,,FALSE,,None,10080,
10083,10083,이니스의 지배자 3,Passive,TRUE,,FALSE,,None,10083,
10085,10085,이니스의 지배자 5,Passive,TRUE,,FALSE,,None,10085,
10090,10090,악의 무리 0,Passive,TRUE,,FALSE,,None,10090,
10093,10093,악의 무리 3,Passive,TRUE,,FALSE,,None,10093,
10095,10095,악의 무리 5,Passive,TRUE,,FALSE,,None,10095,
10100,10100,뼈다구와 멍멍이 0,Passive,TRUE,,FALSE,,None,10100,
10103,10103,뼈다구와 멍멍이 3,Passive,TRUE,,FALSE,,None,10103,
10105,10105,뼈다구와 멍멍이 5,Passive,TRUE,,FALSE,,None,10105,
10110,10110,덩치들 0,Passive,TRUE,,FALSE,,None,10110,
10113,10113,덩치들 3,Passive,TRUE,,FALSE,,None,10113,
10115,10115,덩치들 5,Passive,TRUE,,FALSE,,None,10115,
10120,10120,언데드 친구들 0,Passive,TRUE,,FALSE,,None,10120,
10123,10123,언데드 친구들 3,Passive,TRUE,,FALSE,,None,10123,
10125,10125,언데드 친구들 5,Passive,TRUE,,FALSE,,None,10125,
10200,10200,누이 여신의 가호,Buff,FALSE,[Dead],FALSE,,None,10200,
20001,20001,하급 체력 물약,Buff,FALSE,[Dead],FALSE,,None,20001,
20002,20002,중급 체력 물약,Buff,FALSE,[Dead],FALSE,,None,20002,
20003,20003,상급 체력 물약,Buff,FALSE,[Dead],FALSE,,None,20003,
20004,20004,하급 마력 물약,Buff,FALSE,[Dead],FALSE,,None,20004,
20005,20005,중급 마력 물약,Buff,FALSE,[Dead],FALSE,,None,20005,
20006,20006,상급 마력 물약,Buff,FALSE,[Dead],FALSE,,None,20006,
20009,20009,하급 과일차,Buff,FALSE,[Dead],FALSE,,None,20009,
20010,20010,하급 발효주,Buff,FALSE,[Dead],FALSE,,None,20010,
20011,20011,하급 수프,Buff,FALSE,[Dead],FALSE,,None,20011,
20012,20012,하급 샐러드,Buff,FALSE,[Dead],FALSE,,None,20012,
20013,20013,해산물 스튜,Buff,FALSE,[Dead],FALSE,,None,20013,
20014,20014,중급 과일차,Buff,FALSE,[Dead],FALSE,,None,20014,
20015,20015,중급 발효주,Buff,FALSE,[Dead],FALSE,,None,20015,
20016,20016,중급 수프,Buff,FALSE,[Dead],FALSE,,None,20016,
20017,20017,중급 샐러드,Buff,FALSE,[Dead],FALSE,,None,20017,
90002,90002,야옹이가 되어랏,Passive,FALSE,,FALSE,,None,90002,
90003,90003,야옹이는 맞지 않아,Passive,FALSE,,FALSE,,None,90003,
100001,100001,신비한 가시 나무 Lv.1,Debuff,FALSE,[Dead],FALSE,,None,100001,
100002,100002,신비한 가시 나무 Lv.2,Debuff,FALSE,[Dead],FALSE,,None,100002,
100003,100003,신비한 가시 나무 Lv.3,Debuff,FALSE,[Dead],FALSE,,None,100003,
100004,100004,신비한 가시 나무 Lv.4,Debuff,FALSE,[Dead],FALSE,,None,100004,
100005,100005,신비한 가시 나무 Lv.5,Debuff,FALSE,[Dead],FALSE,,None,100005,
100051,100051,가시 나무 덩쿨 Lv.1,Debuff,FALSE,[Dead],FALSE,,None,100051,
100052,100052,가시 나무 덩쿨 Lv.2,Debuff,FALSE,[Dead],FALSE,,None,100052,
100053,100053,가시 나무 덩쿨 Lv.3,Debuff,FALSE,[Dead],FALSE,,None,100053,
100054,100054,가시 나무 덩쿨 Lv.4,Debuff,FALSE,[Dead],FALSE,,None,100054,
100055,100055,가시 나무 덩쿨 Lv.5,Debuff,FALSE,[Dead],FALSE,,None,100055,
100100,100100,치유의 꽃잎 Lv.1,Buff,FALSE,[Dead],FALSE,,None,100100,
100101,100101,치유의 꽃잎 Lv.1,Buff,FALSE,[Dead],FALSE,[100100],None,100101,
100102,100102,치유의 꽃잎 Lv.2,Buff,FALSE,[Dead],FALSE,[100100],None,100102,
100103,100103,치유의 꽃잎 Lv.3,Buff,FALSE,[Dead],FALSE,[100100],None,100103,
100104,100104,치유의 꽃잎 Lv.4,Buff,FALSE,[Dead],FALSE,[100100],None,100104,
100105,100105,치유의 꽃잎 Lv.5,Buff,FALSE,[Dead],FALSE,[100100],None,100105,
100150,100150,치유의 바람_정신 집중 Lv.1,Buff,FALSE,[Dead],FALSE,,None,100150,
100151,100151,치유의 바람_치유 Lv.1,Buff,FALSE,[Dead],FALSE,[100151],None,100151,
100152,100152,치유의 바람_정신 집중 Lv.2,Buff,FALSE,[Dead],FALSE,,None,100152,
100153,100153,치유의 바람_치유 Lv.2,Buff,FALSE,[Dead],FALSE,[100151],None,100153,
100154,100154,치유의 바람_정신 집중 Lv.3,Buff,FALSE,[Dead],FALSE,,None,100154,
100155,100155,치유의 바람_치유 Lv.3,Buff,FALSE,[Dead],FALSE,[100151],None,100155,
100156,100156,치유의 바람_정신 집중 Lv.4,Buff,FALSE,[Dead],FALSE,,None,100156,
100157,100157,치유의 바람_치유 Lv.4,Buff,FALSE,[Dead],FALSE,[100151],None,100157,
100158,100158,치유의 바람_정신 집중 Lv.5,Buff,FALSE,[Dead],FALSE,,None,100158,
100159,100159,치유의 바람_치유 Lv.5,Buff,FALSE,[Dead],FALSE,[100151],None,100159,
100160,100160,치유의 바람_보호막 (공용),Buff,FALSE,[Dead],FALSE,,None,100160,
100201,100201,1티어 한손검 Q 스킬 Lv.1,Passive,FALSE,,FALSE,,None,100201,
100206,100206,1티어 한손검 Q 스킬 실드 회복 Lv.1,Buff,FALSE,[Dead],FALSE,,None,100206,
100301,100301,방패 투척(느려짐) Lv.1,Debuff,FALSE,[Dead],FALSE,,None,100301,
100401,100401,제압(느려짐) Lv.1,Debuff,FALSE,[Dead],FALSE,,None,100401,
100406,100406,제압(속박) Lv.1,Debuff,FALSE,[Dead],FALSE,,None,100406,
100451,100451,2티어 한손검 W 스킬 Lv.1,Buff,FALSE,[Dead],FALSE,,None,100451,
100501,100501,2티어 한손검 E 스킬 Lv.1,Debuff,FALSE,[Dead],FALSE,,None,100501,
100551,100551,2티어 한손검 R 스킬 Lv.1,Debuff,FALSE,[Dead],FALSE,,None,100551,
100601,100601,성스러운 일격 Lv.1,Passive,FALSE,,FALSE,,None,100601,
100651,100651,가호의 빛(방어력 상승) Lv.1,Buff,FALSE,[Dead],FALSE,,None,100651,
100656,100656,가호의 빛(이동 속도 상승) Lv.1,Buff,FALSE,[Dead],FALSE,,None,100656,
100701,100701,폭주하는 광휘 Lv.1,Buff,FALSE,[Dead],FALSE,,None,100701,
100706,100706,폭주하는 광휘_패시브 Lv.1,Passive,FALSE,,FALSE,,None,100706,
100750,100750,광휘의 심판(아군에게 부여하는 공용) Lv.1,Buff,FALSE,[Dead],FALSE,,None,100750,
100751,100751,광휘의 심판(본인) Lv.1,Buff,FALSE,[Dead],FALSE,,None,100751,
200000,200000,가벼운 손놀림_이동속도 증가 50% Lv.1,Buff,FALSE,[Dead],FALSE,[200000],None,200000,
200001,200001,가벼운 손놀림_결정타 Lv.1,Buff,FALSE,[Dead],FALSE,,None,200001,
200002,200002,가벼운 손놀림_이동속도 증가 50% Lv.2,Buff,FALSE,[Dead],FALSE,[200000],None,200002,
200003,200003,가벼운 손놀림_결정타 Lv.2,Buff,FALSE,[Dead],FALSE,,None,200003,
200004,200004,가벼운 손놀림_이동속도 증가 50% Lv.3,Buff,FALSE,[Dead],FALSE,[200000],None,200004,
200005,200005,가벼운 손놀림_결정타 Lv.3,Buff,FALSE,[Dead],FALSE,,None,200005,
200006,200006,가벼운 손놀림_이동속도 증가 50% Lv.4,Buff,FALSE,[Dead],FALSE,[200000],None,200006,
200007,200007,가벼운 손놀림_결정타 Lv.4,Buff,FALSE,[Dead],FALSE,,None,200007,
200008,200008,가벼운 손놀림_이동속도 증가 50% Lv.5,Buff,FALSE,[Dead],FALSE,[200000],None,200008,
200009,200009,가벼운 손놀림_결정타 Lv.5,Buff,FALSE,[Dead],FALSE,,None,200009,
200051,200051,대지 가르기(느려짐) Lv.1,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200051,
200052,200052,대지 가르기(느려짐) Lv.2,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200052,
200053,200053,대지 가르기(느려짐) Lv.3,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200053,
200054,200054,대지 가르기(느려짐) Lv.4,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200054,
200055,200055,대지 가르기(느려짐) Lv.5,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200055,
200056,200056,(공용) 대지 가르기_기절을 넘어짐으로 변환,Debuff,FALSE,"[Dead,InPeace]",FALSE,,None,200056,
200100,200100,휘몰이 1타 사용 했음(공용 체크 SC),Buff,FALSE,[Dead],FALSE,,None,200100,
200151,200151,적진으로_기절 Lv.1,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200151,
200152,200152,적진으로_기절 Lv.2,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200152,
200153,200153,적진으로_기절 Lv.3,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200153,
200154,200154,적진으로_기절 Lv.4,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200154,
200155,200155,적진으로_기절 Lv.5,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200155,
200156,200156,적진으로 Proc Lv.1,Passive,FALSE,,FALSE,,None,200156,
200157,200157,적진으로 Proc Lv.2,Passive,FALSE,,FALSE,,None,200157,
200158,200158,적진으로 Proc Lv.3,Passive,FALSE,,FALSE,,None,200158,
200159,200159,적진으로 Proc Lv.4,Passive,FALSE,,FALSE,,None,200159,
200160,200160,적진으로 Proc Lv.5,Passive,FALSE,,FALSE,,None,200160,
200161,200161,적진으로 Proc_보호막 Lv.1,Buff,FALSE,[Dead],FALSE,,None,200161,
200162,200162,적진으로 Proc_보호막 Lv.2,Buff,FALSE,[Dead],FALSE,,None,200162,
200163,200163,적진으로 Proc_보호막 Lv.3,Buff,FALSE,[Dead],FALSE,,None,200163,
200164,200164,적진으로 Proc_보호막 Lv.4,Buff,FALSE,[Dead],FALSE,,None,200164,
200165,200165,적진으로 Proc_보호막 Lv.5,Buff,FALSE,[Dead],FALSE,,None,200165,
200251,200251,폭주 Lv.1,Buff,FALSE,[Dead],FALSE,,None,200251,
200252,200252,폭주 Lv.2,Buff,FALSE,[Dead],FALSE,,None,200252,
200253,200253,폭주 Lv.3,Buff,FALSE,[Dead],FALSE,,None,200253,
200254,200254,폭주 Lv.4,Buff,FALSE,[Dead],FALSE,,None,200254,
200255,200255,폭주 Lv.5,Buff,FALSE,[Dead],FALSE,,None,200255,
200256,200256,폭주_중첩 Lv.1,Buff,FALSE,[Dead],FALSE,,None,200256,
200257,200257,폭주_중첩 Lv.2,Buff,FALSE,[Dead],FALSE,,None,200257,
200258,200258,폭주_중첩 Lv.3,Buff,FALSE,[Dead],FALSE,,None,200258,
200259,200259,폭주_중첩 Lv.4,Buff,FALSE,[Dead],FALSE,,None,200259,
200260,200260,폭주_중첩 Lv.5,Buff,FALSE,[Dead],FALSE,,None,200260,
200261,200261,폭주_이동 속도 증가 Lv.1,Passive,FALSE,,FALSE,,None,200261,
200262,200262,폭주_이동 속도 증가 Lv.2,Passive,FALSE,,FALSE,,None,200262,
200263,200263,폭주_이동 속도 증가 Lv.3,Passive,FALSE,,FALSE,,None,200263,
200264,200264,폭주_이동 속도 증가 Lv.4,Passive,FALSE,,FALSE,,None,200264,
200265,200265,폭주_이동 속도 증가 Lv.5,Passive,FALSE,,FALSE,,None,200265,
200301,200301,회오리 베기 Lv.1,Buff,FALSE,[Dead],FALSE,,None,200301,
200302,200302,회오리 베기_대미지 Lv.1,Debuff,FALSE,[Dead],FALSE,,None,200302,
200303,200303,회오리 베기 Lv.2,Buff,FALSE,[Dead],FALSE,,None,200303,
200304,200304,회오리 베기_대미지 Lv.2,Debuff,FALSE,[Dead],FALSE,,None,200304,
200305,200305,회오리 베기 Lv.3,Buff,FALSE,[Dead],FALSE,,None,200305,
200306,200306,회오리 베기_대미지 Lv.3,Debuff,FALSE,[Dead],FALSE,,None,200306,
200307,200307,회오리 베기 Lv.4,Buff,FALSE,[Dead],FALSE,,None,200307,
200308,200308,회오리 베기_대미지 Lv.4,Debuff,FALSE,[Dead],FALSE,,None,200308,
200309,200309,회오리 베기 Lv.5,Buff,FALSE,[Dead],FALSE,,None,200309,
200310,200310,회오리 베기_대미지 Lv.5,Debuff,FALSE,[Dead],FALSE,,None,200310,
200351,200351,기선 제압 디버프 Lv.1,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200351,
200352,200352,기선 제압 디버프 Lv.2,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200352,
200353,200353,기선 제압 디버프 Lv.3,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200353,
200354,200354,기선 제압 디버프 Lv.4,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200354,
200355,200355,기선 제압 디버프 Lv.5,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,200355,
200356,200356,기선 제압 보호막 Lv.1,Buff,FALSE,[Dead],FALSE,,None,200356,
200357,200357,기선 제압 보호막 Lv.2,Buff,FALSE,[Dead],FALSE,,None,200357,
200358,200358,기선 제압 보호막 Lv.3,Buff,FALSE,[Dead],FALSE,,None,200358,
200359,200359,기선 제압 보호막 Lv.4,Buff,FALSE,[Dead],FALSE,,None,200359,
200360,200360,기선 제압 보호막 Lv.5,Buff,FALSE,[Dead],FALSE,,None,200360,
200401,200401,1티어 양손검 Q 스킬 1타 사용,Buff,FALSE,[Dead],FALSE,,None,200401,
200451,200451,1티어 양손검 W 스킬 Lv.1,Buff,FALSE,[Dead],FALSE,,None,200451,
200551,200551,1티어 양손검 R 스킬 Lv.1 (미사용),Debuff,FALSE,[Dead],FALSE,,None,200551,
200601,200601,2티어 양손검 Q 스킬 2연타 체크,Buff,FALSE,[Dead],FALSE,,None,200601,
200606,200606,2티어 양손검 Q 스킬 3타 체크,Buff,FALSE,[Dead],FALSE,,None,200606,
200611,200611,2티어 양손검 Q 스킬 3타 에어본,Debuff,FALSE,[Dead],FALSE,,None,200611,
200616,200616,2티어 양손검 Q 스킬 3타 중첩용,Buff,FALSE,[Dead],FALSE,,None,200616,
200651,200651,2티어 양손검 W 스킬 느려짐,Debuff,FALSE,[Dead],FALSE,,None,200651,
200701,200701,2티어 양손검 E 스킬 방어막,Buff,FALSE,[Dead],FALSE,,None,200701,
200751,200751,2티어 양손검 R 스킬 아군 이동 속도 버프,Buff,FALSE,[Dead],FALSE,,None,200751,
300001,300001,충격 사격 Lv.1,Buff,FALSE,[Dead],FALSE,,None,300001,
300002,300002,충격 사격 Lv.2,Buff,FALSE,[Dead],FALSE,,None,300002,
300003,300003,충격 사격 Lv.3,Buff,FALSE,[Dead],FALSE,,None,300003,
300004,300004,충격 사격 Lv.4,Buff,FALSE,[Dead],FALSE,,None,300004,
300005,300005,충격 사격 Lv.5,Buff,FALSE,[Dead],FALSE,,None,300005,
300051,300051,끈적탄 Lv.1,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,300051,
300052,300052,끈적탄 Lv.2,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,300052,
300053,300053,끈적탄 Lv.3,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,300053,
300054,300054,끈적탄 Lv.4,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,300054,
300055,300055,끈적탄 Lv.5,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,300055,
300101,300101,불화살 소나기 Lv.1,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,300101,
300102,300102,불화살 소나기 Lv.2,Debuff,FALSE,"[Dead,Cleanse,InPeace]",FALSE,,None,300102,
