root_id,root_type,root_name,nodeId,comment,desc_name,description,equipment_category,status_tag_condition_cids,anim_name,anim_weapon_state,global_cooltime,cooltime,aim,range,effective_range,adjust_within_range,ray_cast_skill_option,rotate_time,rotate_limit,cost_h_p,cost_h_pper,cost_m_p,cost_m_pper,cost_item_type,cost_item_count,first_notify_apply_selection,apply_selections,linked_skill,show_casting_bar,durability_consume,skill_casting
30111,skill_root,고양 1T,301110020003,고양,고양,,None,[],,None,0,240000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,301110020004,[],,false,0,
30121,skill_root,고양 2T,301210020003,고양,고양,,None,[],,None,0,240000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,301210020004,[],,false,0,
30131,skill_root,고양 3T,301310020003,고양,고양,,None,[],,None,0,240000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,301310020004,[],,false,0,
30141,skill_root,고양 4T,301410020003,고양,고양,,None,[],,None,0,240000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,301410020004,[],,false,0,
30151,skill_root,고양 5T,301510020003,고양,고양,,None,[],,None,0,240000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,301510020004,[],,false,0,
30161,skill_root,고양 6T,301610020003,고양,고양,,None,[],,None,0,240000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,301610020004,[],,false,0,
30171,skill_root,고양 7T,301710020003,고양,고양,,None,[],,None,0,240000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,301710020004,[],,false,0,
30211,skill_root,점멸 1T,302110020003,점멸,섬광,,None,[],common_flash,None,0,240000,Pos,300,0,Option,Immediately,0,false,0,0,0,0,0,0,302110020004,[],,false,0,
30241,skill_root,섬광,302410020003,점멸,섬광,지정한 방향으로 짧은 거리를 즉시 이동합니다.\n\n레벨업 효과\n- 이동거리 증가,None,[],common_flash,None,0,108000,Pos,450,0,Option,Immediately,0,false,0,0,0,0,0,0,302410020004,[],,false,0,
30251,skill_root,점멸 5T,302510020003,점멸,섬광,,None,[],common_flash_5t,None,0,240000,Pos,550,0,Option,Immediately,0,false,0,0,0,0,0,0,302510020004,[],,false,0,
30311,skill_root,정화 1T,303110020003,정화,축복,,None,[],,None,0,240000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,303110020004,[],,false,0,
30341,skill_root,축복,303410020003,정화,축복,자신에게 적용된 해로운 상태 효과를 제거합니다.\n\n레벨업 효과\n- 재사용 대기시간 감소,None,[],,None,0,108000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,303410020004,[],,false,0,
30351,skill_root,정화 5T,303510020003,정화,축복,,None,[],,None,0,240000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,303510020004,[],,false,0,
30411,skill_root,회복 1T,304110020003,회복,치유,,None,[],,None,0,240000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,304110020004,[],,false,0,
30440,skill_root,회복 4T,304400020003,회복,치유,,None,[],,None,0,240000,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,304400020004,[],,false,0,
