OID,Cid,Comment,String
956,956,,말곧추
957,957,,말곶휴
958,958,,말뚝동서
959,959,,말랑말랑고추
960,960,,말랑말랑꼭지
961,961,,말자짖
962,962,,말잦이
963,963,,말조옷
964,964,,말짜지
965,965,,말짬쥐
966,966,,맛좋은여고생
967,967,,망겜노잼
968,968,,망꼬
969,969,,망꼬사냥꾼
970,970,,망사빤스
971,971,,망사빤쭈
972,972,,망사빤쮸
973,973,,망사찢
974,974,,망코
975,975,,망할녀어언
976,976,,망할년
977,977,,망할놈
978,978,,매갈
979,979,,매직고추
980,980,,매춘
981,981,,매츈부
982,982,,맨몸녀
983,983,,머더퍽커
984,984,,머중이
985,985,,먹고나니처재
986,986,,먹고나니처제
987,987,,먹어보니형수
988,988,,멀bye년아
989,989,,멀Bye놈아
990,990,,멀꼬라라보냥
991,991,,멀바시꺄
992,992,,멍청도
993,993,,멍청한년
994,994,,멍청한놈
995,995,,메친년
996,996,,면상지체
997,997,,모유발사
998,998,,모진년
999,999,,모친승천
1000,1000,,모친출타
1001,1001,,모친춡타
1002,1002,,모텔여자
1003,1003,,몸만저
1004,1004,,몸안에사정
1005,1005,,몸캠녀
1006,1006,,몸파는
1007,1007,,몸파라
1008,1008,,몸팔고
1009,1009,,몸팔러
1010,1010,,몸팔아
1011,1011,,몸팔어
1012,1012,,몹쓸년
1013,1013,,몹쓸놈
1014,1014,,못된년
1015,1015,,몽정
1016,1016,,무I현
1017,1017,,무현vs대중
1018,1018,,무현왔노또왔노
1019,1019,,문고추
1020,1020,,문구녕
1021,1021,,문재앙
1022,1022,,문재인
1023,1023,,문제년
1024,1024,,문죄앙
1025,1025,,문죄인
1026,1026,,묻지마죠밥
1027,1027,,물보즤
1028,1028,,물봊이
1029,1029,,뭐냐씨박
1030,1030,,뭐냐이시뷍아
1031,1031,,뭐병시낭
1032,1032,,뭘봐10새야
1033,1033,,뭘봐10알눔아
1034,1034,,뭘봐돌년아
1035,1035,,뭘봐병1시나
1036,1036,,뭘봐새캬
1037,1037,,뭘봐생캬
1038,1038,,뭘봐쉽발새야
1039,1039,,뭘봐싑새야
1040,1040,,뭘봐시꺄
1041,1041,,뭘봐씌빠려나
1042,1042,,뭘봐왜꼴리냐
1043,1043,,뭘봐임마새꺄
1044,1044,,뭘봐창렬아
1045,1045,,뭬친년
1046,1046,,뭬친놈
1047,1047,,뮈취년
1048,1048,,뮈췬논아
1049,1049,,뮈친년
1050,1050,,뮈친놈
1051,1051,,미1친
1052,1052,,미네랄즂물
1053,1053,,미새친끼시새발끼
1054,1054,,미스누드
1055,1055,,미췐년
1056,1056,,미취뇬
1057,1057,,미췬년
1058,1058,,미췬놈아
1059,1059,,미췬련
1060,1060,,미칀년
1061,1061,,미치년
1062,1062,,미치친년
1063,1063,,미친
1064,1064,,미칠련
1065,1065,,미칫년
1066,1066,,미칭년
1067,1067,,미틘년
1068,1068,,미틴년
1069,1069,,밑구녕
1070,1070,,밑구녕빨기
1071,1071,,밑구멍
1072,1072,,밑꾸녕
1073,1073,,밑꾸뇽
1074,1074,,바람과함께사정하다
1075,1075,,바로템
1076,1076,,바이브레이터
1077,1077,,박근혜
1078,1078,,박아조
1079,1079,,박아죠
1080,1080,,박아줘
1081,1081,,박아줭
1082,1082,,박어봐
1083,1083,,박원순
1084,1084,,박을년
1085,1085,,박정희
1086,1086,,밖에다쌀께
1087,1087,,발1기녀
1088,1088,,발1시
1089,1089,,발광년
1090,1090,,발기
1091,1091,,발닥선곧휴
1092,1092,,발쩡난년
1093,1093,,밤꽃섹섹
1094,1094,,밥벌레년
1095,1095,,배위에싸죠
1096,1096,,버얼려서너어
1097,1097,,버짓물
1098,1098,,벌려라가랑이
1099,1099,,벌려라들어간다
1100,1100,,벌려라들어간디
1101,1101,,벌려봐꽂아줄게
1102,1102,,벌리면꼬자
1103,1103,,벗l겨l먹l는여친
1104,1104,,벗겨
1105,1105,,벗겨보니
1106,1106,,벗기고추행하고
1107,1107,,벗는녀
1108,1108,,벗는년
1109,1109,,벗으라면벗는
1110,1110,,베충이
1111,1111,,베츙이
1112,1112,,벼엉신
1113,1113,,변0태
1114,1114,,변섹
1115,1115,,별창놈
1116,1116,,병0신
1117,1117,,병12신
1118,1118,,병1쉰
1119,1119,,병1신
1120,1120,,병2신
1121,1121,,병sin
1122,1122,,병X년
1123,1123,,병x아
1124,1124,,병쉰
1125,1125,,병쉿
1126,1126,,병신
1127,1127,,병씬
1128,1128,,병씬색끼
1129,1129,,보11빨11러
1130,1130,,보11지
1131,1131,,보123지
1132,1132,,보1G
1133,1133,,보1쥐
1134,1134,,보1지
1135,1135,,보22댕이
1136,1136,,보22지
1137,1137,,보2지
1138,1138,,보69지
1139,1139,,보a지a물
1140,1140,,보G
1141,1141,,보G구녕
1142,1142,,보G구멍
1143,1143,,보ji
1144,1144,,보oh지
1145,1145,,보z
1146,1146,,보zl
1147,1147,,보구녕
1148,1148,,보누지나
1149,1149,,보댕
1150,1150,,보댕2
1151,1151,,보댕아
1152,1152,,보댕이
1153,1153,,보뎅이
1154,1154,,보딩고지
1155,1155,,보딩고지걸
1156,1156,,보딩고지맨
1157,1157,,보딩고지보색지스털
1158,1158,,보딩의고지
1159,1159,,보력지원
1160,1160,,보릉내
1161,1161,,보밍아웃
1162,1162,,보빨
1163,1163,,보빨왕
1164,1164,,보뺠왕
1165,1165,,보뽤러
1166,1166,,보스털섹지
1167,1167,,보스프레
1168,1168,,보슬귀빈
1169,1169,,보슬아취
1170,1170,,보슬아치
1171,1171,,보슬아치o
1172,1172,,보슬아치킬러
1173,1173,,보슴털
1174,1174,,보오오지
1175,1175,,보오쥐
1176,1176,,보오지
1177,1177,,보옷지
1178,1178,,보우지
1179,1179,,보자겸지
1180,1180,,보자섹지지스
1181,1181,,보전깨
1182,1182,,보쥐
1183,1183,,보쥐털
1184,1184,,보즤
1185,1185,,보즷
1186,1186,,보즷물
1187,1187,,보지
1188,1188,,보직군영
1189,1189,,보짇살
1190,1190,,보질보질
1191,1191,,보짓
1192,1192,,보짓걸
1193,1193,,보짓구녘
1194,1194,,보짓구멍
1195,1195,,보짓물
1196,1196,,보짓털
1197,1197,,보징고디
1198,1198,,보징굴
1199,1199,,보징녀
1200,1200,,보징어
1201,1201,,보징킹
1202,1202,,보짖
1203,1203,,보짖물
1204,1204,,보찢킹
1205,1205,,보추년
1206,1206,,보추랑섹엑스
1207,1207,,보추소녀
1208,1208,,보추아니다
1209,1209,,보추요
1210,1210,,보추털
1211,1211,,보털공주
1212,1212,,보털업
1213,1213,,보털이
1214,1214,,보털지
1215,1215,,보테크
1216,1216,,보파지괴
1217,1217,,보픈러
1218,1218,,보혐
1219,1219,,보확찢
1220,1220,,볻이털
1221,1221,,봇밥련
1222,1222,,봇이짱
1223,1223,,봉1알1도1사
1224,1224,,봉알
1225,1225,,봉지냄새
1226,1226,,봉지장사
1227,1227,,봉지좀벌려줄래
1228,1228,,봉지찢기
1229,1229,,봉지커플
1230,1230,,봉하마을
1231,1231,,봉화노무짱
1232,1232,,봊1이
1233,1233,,봊2
1234,1234,,봊빨각사춘기
1235,1235,,봊빨린사춘기
1236,1236,,봊빨중
1237,1237,,봊빨해
1238,1238,,봊이
1239,1239,,봊이다
1240,1240,,봊이육림
1241,1241,,봊이킬러
1242,1242,,봊이팡
1243,1243,,봊지
1244,1244,,봊지노
1245,1245,,뵤쥐
1246,1246,,뵤쥣구
1247,1247,,뵤쥣구녕
1248,1248,,뵤즤
1249,1249,,뵤지
1250,1250,,뵤지털
1251,1251,,뵤짓
1252,1252,,뵤짓물
1253,1253,,부12랄
1254,1254,,부1랄
