root_id,root_type,root_name,nodeId,comment,skill_damage,skill_heal,skill_mana,skill_leap,status_change_cids,remove_status_change_cids,skill_areas,skill_summons,projectiles,reset_cooldown_ids,totem_ids,field_object_ids,special_feature_category,channeling,f_x_name
9005,skill_root,양손검 : 평타 (2타),90050020009,가벼운 손놀림 (강화 평타),"[""90050020010""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9005,skill_root,양손검 : 평타 (2타),90050020011,가벼운 손놀림 지우기,[],[],[],[],[],[200001],[],[],[],[],[],[],None,,
9005,skill_root,양손검 : 평타 (2타),90050020014,가벼운 손놀림 (강화 평타),"[""90050020015""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9005,skill_root,양손검 : 평타 (2타),90050020016,가벼운 손놀림 지우기,[],[],[],[],[],[200003],[],[],[],[],[],[],None,,
9005,skill_root,양손검 : 평타 (2타),90050020019,가벼운 손놀림 (강화 평타),"[""90050020020""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9005,skill_root,양손검 : 평타 (2타),90050020021,가벼운 손놀림 지우기,[],[],[],[],[],[200005],[],[],[],[],[],[],None,,
9005,skill_root,양손검 : 평타 (2타),90050020024,가벼운 손놀림 (강화 평타),"[""90050020025""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9005,skill_root,양손검 : 평타 (2타),90050020026,가벼운 손놀림 지우기,[],[],[],[],[],[200007],[],[],[],[],[],[],None,,
9005,skill_root,양손검 : 평타 (2타),90050020029,가벼운 손놀림 (강화 평타),"[""90050020030""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9005,skill_root,양손검 : 평타 (2타),90050020031,가벼운 손놀림 지우기,[],[],[],[],[],[200009],[],[],[],[],[],[],None,,
9005,skill_root,양손검 : 평타 (2타),90050020034,1티어 양손검 W 스킬 Lv.1,"[""90050020035""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9005,skill_root,양손검 : 평타 (2타),90050020036,1티어 양손검 W 스킬 Lv.1,[],[],[],[],[],[200451],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020005,단검 : 평타 (1타),"[""90060020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020009,Q_내리꽂기 Lv.1,"[""90060020010""]",[],[],[],[101],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020011,Q_내리꽂기 Lv.1 지우기,[],[],[],[],[],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020014,Q_내리꽂기 Lv.2,"[""90060020015""]",[],[],[],[102],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020016,Q_내리꽂기 Lv.2 지우기,[],[],[],[],[],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020019,Q_내리꽂기 Lv.3,"[""90060020020""]",[],[],[],[103],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020021,Q_내리꽂기 Lv.3 지우기,[],[],[],[],[],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020024,Q_내리꽂기 Lv.4,"[""90060020025""]",[],[],[],[104],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020026,Q_내리꽂기 Lv.4 지우기,[],[],[],[],[],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020029,Q_내리꽂기 Lv.5,"[""90060020030""]",[],[],[],[105],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020031,Q_내리꽂기 Lv.5 지우기,[],[],[],[],[],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020034,W_무기 연마 Lv.1,"[""90060020035""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020036,W_무기 연마 Lv.1 지우기,[],[],[],[],[],[500251],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020039,W_무기 연마 Lv.2,"[""90060020040""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020041,W_무기 연마 Lv.2 지우기,[],[],[],[],[],[500252],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020044,W_무기 연마 Lv.3,"[""90060020045""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020046,W_무기 연마 Lv.3 지우기,[],[],[],[],[],[500253],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020049,W_무기 연마 Lv.4,"[""90060020050""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020051,W_무기 연마 Lv.4 지우기,[],[],[],[],[],[500254],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020054,W_무기 연마 Lv.5,"[""90060020055""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020056,W_무기 연마 Lv.5 지우기,[],[],[],[],[],[500255],[],[],[],[],[],[],None,,
9006,skill_root,단검 : 평타 (1타),90060020059,암살자의 분노(광역),"[""90060020060""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020005,단검 : 평타 (2타),"[""90070020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020009,Q_내리꽂기 Lv.1,"[""90070020010""]",[],[],[],[101],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020011,Q_내리꽂기 Lv.1 지우기,[],[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020014,Q_내리꽂기 Lv.2,"[""90070020015""]",[],[],[],[102],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020016,Q_내리꽂기 Lv.2 지우기,[],[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020019,Q_내리꽂기 Lv.3,"[""90070020020""]",[],[],[],[103],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020021,Q_내리꽂기 Lv.3 지우기,[],[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020024,Q_내리꽂기 Lv.4,"[""90070020025""]",[],[],[],[104],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020026,Q_내리꽂기 Lv.4 지우기,[],[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020029,Q_내리꽂기 Lv.5,"[""90070020030""]",[],[],[],[105],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020031,Q_내리꽂기 Lv.5 지우기,[],[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020034,W_무기 연마 Lv.1,"[""90070020035""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020036,W_무기 연마 Lv.1 지우기,[],[],[],[],[],[500251],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020039,W_무기 연마 Lv.2,"[""90070020040""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020041,W_무기 연마 Lv.2 지우기,[],[],[],[],[],[500252],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020044,W_무기 연마 Lv.3,"[""90070020045""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020046,W_무기 연마 Lv.3 지우기,[],[],[],[],[],[500253],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020049,W_무기 연마 Lv.4,"[""90070020050""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020051,W_무기 연마 Lv.4 지우기,[],[],[],[],[],[500254],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020054,W_무기 연마 Lv.5,"[""90070020055""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020056,W_무기 연마 Lv.5 지우기,[],[],[],[],[],[500255],[],[],[],[],[],[],None,,
9007,skill_root,단검 : 평타 (2타),90070020059,암살자의 분노(광역),"[""90070020060""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9008,skill_root,활 : 평타 (1타),90080020006,활 : 평타 (1타),"[""90080020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9009,skill_root,활 : 평타 (2타),90090020006,활 : 평타 (2타),"[""90090020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9010,skill_root,지팡이 : 평타 (1타),90100020006,지팡이 : 평타 (1타),"[""90100020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9011,skill_root,지팡이 : 평타 (2타),90110020006,지팡이 : 평타 (2타),"[""90110020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9012,skill_root,힐러 지팡이 : 평타 (1타),90120020006,힐러 지팡이 : 평타 (2타),"[""90120020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9013,skill_root,힐러 지팡이 : 평타 (2타),90130020006,힐러 지팡이 : 평타 (2타),"[""90130020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9016,skill_root,2T 양손검 : 평타 (1타),90160020005,,"[""90160020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9016,skill_root,2T 양손검 : 평타 (1타),90160020009,,"[""90160020010""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9016,skill_root,2T 양손검 : 평타 (1타),90160020011,2연타 SC 제거\n3타 에어본 SC 추가,[],[],[],[],[200616],[200601],[],[],[],[],[],[],None,,
9016,skill_root,2T 양손검 : 평타 (1타),90160020014,,"[""90160020015""]",[],[],[],[200611],[],[],[],[],[],[],[],None,,
9016,skill_root,2T 양손검 : 평타 (1타),90160020016,,[],[],[],[],[],[200606],[],[],[],[],[],[],None,,
9017,skill_root,2T 양손검 : 평타 (2타),90170020005,,"[""90170020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9017,skill_root,2T 양손검 : 평타 (2타),90170020009,,"[""90170020010""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9017,skill_root,2T 양손검 : 평타 (2타),90170020011,2연타 SC 제거\n3타 에어본 SC 추가,[],[],[],[],[200616],[200601],[],[],[],[],[],[],None,,
9017,skill_root,2T 양손검 : 평타 (2타),90170020014,,"[""90170020015""]",[],[],[],[200611],[],[],[],[],[],[],[],None,,
9017,skill_root,2T 양손검 : 평타 (2타),90170020016,,[],[],[],[],[],[200606],[],[],[],[],[],[],None,,
9018,skill_root,2티어 등장 단검 : 평타 (1타),90180020005,단검 : 평타 (1타),"[""90180020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
9019,skill_root,2티어 등장 단검 : 평타 (2타),90190020005,단검 : 평타 (1타),"[""90190020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
10000,skill_root,보스 몬스터 카이팅 방지용,100000020005,,[],[],[],[],[10000],[],[],[],[],[],[],[],None,,
10001,skill_root,단일 leap 테스트 스킬,100010020005,,"[""100010020006""]",[],[],"[""100010020007""]",[],[],[],[],[],[],[],[],Leap,,
10002,skill_root,테스트 스킬,100020020005,섬광 화살 피해,"[""100020020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
10002,skill_root,테스트 스킬,100020020008,섬광의 기운 버프 적용,[],[],[],[],[300601],[],[],[],[],[],[],[],None,,
10002,skill_root,테스트 스킬,100020020009,,[],[],[],[],[300611],[],[],[],[],[],[],[],ResetNormalCooldown,,
20001,skill_root,하급 체력 물약,200010020005,,[],[],[],[],[20001],[],[],[],[],[],[],[],None,,
20001,skill_effect_root,하급 체력 물약_체력회복_인터벌,200010030002,,[],"[""200010030003""]",[],[],[],[],[],[],[],[],[],[],None,,
20002,skill_root,중급 체력 물약,200020020005,,[],[],[],[],[20002],[],[],[],[],[],[],[],None,,
20002,skill_effect_root,중급 체력 물약_체력회복_인터벌,200020030002,,[],"[""200020030003""]",[],[],[],[],[],[],[],[],[],[],None,,
20003,skill_root,상급 체력 물약,200030020005,,[],[],[],[],[20003],[],[],[],[],[],[],[],None,,
20003,skill_effect_root,상급 체력 물약_체력회복_인터벌,200030030002,,[],"[""200030030003""]",[],[],[],[],[],[],[],[],[],[],None,,
20004,skill_root,하급 마력 물약,200040020005,,[],[],[],[],[20004],[],[],[],[],[],[],[],None,,
20004,skill_effect_root,하급 마력 물약_마력회복_인터벌,200040030002,,[],[],"[""200040030003""]",[],[],[],[],[],[],[],[],[],None,,
20005,skill_root,중급 마력 물약,200050020005,,[],[],[],[],[20005],[],[],[],[],[],[],[],None,,
20005,skill_effect_root,중급 마력 물약_마력회복_인터벌,200050030002,,[],[],"[""200050030003""]",[],[],[],[],[],[],[],[],[],None,,
20006,skill_root,상급 마력 물약,200060020005,,[],[],[],[],[20006],[],[],[],[],[],[],[],None,,
20006,skill_effect_root,상급 마력 물약_마력회복_인터벌,200060030002,,[],[],"[""200060030003""]",[],[],[],[],[],[],[],[],[],None,,
20007,skill_root,테스트_음식1,200070020005,,[],[],[],[],[72500001],[],[],[],[],[],[],[],None,,
20008,skill_root,테스트_음식2,200080020005,,[],[],[],[],[72500002],[],[],[],[],[],[],[],None,,
20009,skill_root,하급 과일차,200090020005,,[],[],[],[],[20009],[],[],[],[],[],[],[],None,,
20010,skill_root,하급 발효주,200100020005,,[],[],[],[],[20010],[],[],[],[],[],[],[],None,,
20011,skill_root,하급 수프,200110020005,,[],[],[],[],[20011],[],[],[],[],[],[],[],None,,
20011,skill_effect_root,하급 수프_체력회복_인터벌,200110030002,,[],"[""200110030003""]",[],[],[],[],[],[],[],[],[],[],None,,
20012,skill_root,하급 샐러드,200120020005,,[],[],[],[],[20012],[],[],[],[],[],[],[],None,,
20012,skill_effect_root,하급 샐러드_마력회복_인터벌,200120030002,,[],[],"[""200120030003""]",[],[],[],[],[],[],[],[],[],None,,
20013,skill_root,해산물 스튜,200130020005,,[],[],[],[],[72500009],[],[],[],[],[],[],[],None,,
20013,skill_effect_root,해산물 스튜_체력 마력 회복_인터벌,200130030002,,[],"[""200130030003""]","[""200130030004""]",[],[],[],[],[],[],[],[],[],None,,
20014,skill_root,중급 과일차,200140020005,,[],[],[],[],[20014],[],[],[],[],[],[],[],None,,
20015,skill_root,중급 발효주,200150020005,,[],[],[],[],[20015],[],[],[],[],[],[],[],None,,
20016,skill_root,중급 수프,200160020005,,[],[],[],[],[20016],[],[],[],[],[],[],[],None,,
20016,skill_effect_root,중급 수프_체력회복_인터벌,200160030002,,[],"[""200160030003""]",[],[],[],[],[],[],[],[],[],[],None,,
20017,skill_root,중급 샐러드,200170020005,,[],[],[],[],[20017],[],[],[],[],[],[],[],None,,
20017,skill_effect_root,중급 샐러드_마력회복_인터벌,200170030002,,[],[],"[""200170030003""]",[],[],[],[],[],[],[],[],[],None,,
20018,skill_root,아이템_은신 주문서,200180020005,,[],[],[],[],[29000012],[],[],[],[],[],[],[],None,,
20019,skill_root,아이템_수행원 복장,200190020005,,[],[],[],[],[7006],[],[],[],[],[],[],[],None,,
30011,skill_root,유체화 1T,300110020005,,[],[],[],[],[50550001],[],[],[],[],[],[],[],None,,
30021,skill_root,유체화 2T,300210020005,,[],[],[],[],[50550002],[],[],[],[],[],[],[],None,,
30031,skill_root,유체화 3T,300310020005,,[],[],[],[],[50550003],[],[],[],[],[],[],[],None,,
30041,skill_root,순풍,300410020005,,[],[],[],[],[50550004],[],[],[],[],[],[],[],None,,
30051,skill_root,유체화 5T,300510020005,,[],[],[],[],[50550005],[],[],[],[],[],[],[],None,,
30061,skill_root,유체화 6T,300610020005,,[],[],[],[],[50550006],[],[],[],[],[],[],[],None,,
30071,skill_root,유체화 7T,300710020005,,[],[],[],[],[50550007],[],[],[],[],[],[],[],None,,
30111,skill_root,고양 1T,301110020005,,[],[],[],[],[50551001],[],[],[],[],[],[],[],None,,
30121,skill_root,고양 2T,301210020005,,[],[],[],[],[50551002],[],[],[],[],[],[],[],None,,
30131,skill_root,고양 3T,301310020005,,[],[],[],[],[50551003],[],[],[],[],[],[],[],None,,
30141,skill_root,고양 4T,301410020005,,[],[],[],[],[50551004],[],[],[],[],[],[],[],None,,
30151,skill_root,고양 5T,301510020005,,[],[],[],[],[50551005],[],[],[],[],[],[],[],None,,
30161,skill_root,고양 6T,301610020005,,[],[],[],[],[50551006],[],[],[],[],[],[],[],None,,
30171,skill_root,고양 7T,301710020005,,[],[],[],[],[50551007],[],[],[],[],[],[],[],None,,
30211,skill_root,점멸 1T,302110020005,,[],[],[],"[""302110020006""]",[50500001],[],[],[],[],[],[],[],Leap,,
30241,skill_root,섬광,302410020005,,[],[],[],"[""302410020006""]",[50500001],[],[],[],[],[],[],[],Leap,,
30251,skill_root,점멸 5T,302510020005,,[],[],[],"[""302510020006""]",[50500001],[],[],[],[],[],[],[],Leap,,
30311,skill_root,정화 1T,303110020005,,[],[],[],[],[50501001],[],[],[],[],[],[],[],Cleanse,,
30341,skill_root,축복,303410020005,,[],[],[],[],[50501004],[],[],[],[],[],[],[],Cleanse,,
30351,skill_root,정화 5T,303510020005,,[],[],[],[],[50501005],[],[],[],[],[],[],[],Cleanse,,
30411,skill_root,회복 1T,304110020005,,[],[],"[""304110020006""]",[],[],[],[],[],[],[],[],[],None,,
30440,skill_root,회복 4T,304400020005,,[],"[""304400020006""]",[],[],[],[],[],[],[],[],[],[],None,,
30441,skill_root,치유,304410020005,,[],"[""304410020006""]",[],[],[],[],[],[],[],[],[],[],None,,
30451,skill_root,회복 5T,304510020005,,[],"[""304510020006""]",[],[],[],[],[],[],[],[],[],[],None,,
30511,skill_root,방어막 1T,305110020005,,[],[],[],[],[50540001],[],[],[],[],[],[],[],None,,
30521,skill_root,방어막 2T,305210020005,,[],[],[],[],[50540002],[],[],[],[],[],[],[],None,,
30531,skill_root,방어막 3T,305310020005,,[],[],[],[],[50540003],[],[],[],[],[],[],[],None,,
30541,skill_root,방어막,305410020005,,[],[],[],[],[50540004],[],[],[],[],[],[],[],None,,
30551,skill_root,방어막 5T,305510020005,,[],[],[],[],[50540005],[],[],[],[],[],[],[],None,,
30611,skill_root,탈진 1T,306110020005,,[],[],[],[],[50560001],[],[],[],[],[],[],[],None,,
30641,skill_root,탈진 4T,306410020005,,[],[],[],[],[50560004],[],[],[],[],[],[],[],None,,
30651,skill_root,탈진 5T,306510020005,,[],[],[],[],[50560005],[],[],[],[],[],[],[],None,,
30711,skill_root,억제 1T,307110020005,,[],[],[],[],[50561001],[],[],[],[],[],[],[],None,,
30741,skill_root,억제 4T,307410020005,,[],[],[],[],[50561004],[],[],[],[],[],[],[],None,,
30751,skill_root,억제 5T,307510020005,,[],[],[],[],[50561005],[],[],[],[],[],[],[],None,,
30811,skill_root,총명 1T,308110020005,,[],[],"[""308110020006""]",[],[],[],[],[],[],[],[],[],None,,
30841,skill_root,총명 4T,308410020005,,[],[],"[""308410020006""]",[],[],[],[],[],[],[],[],[],None,,
30851,skill_root,총명 5T,308510020005,,[],[],"[""308510020006""]",[],[],[],[],[],[],[],[],[],None,,
30911,skill_root,점화 1T,309110020005,,[],[],[],[],[50520001],[],[],[],[],[],[],[],None,,
30911,skill_effect_root,점화 1T,309110030002,,"[""309110030003""]",[],[],[],[],[],[],[],[],[],[],[],None,,
30941,skill_root,화상,309410020005,,[],[],[],[],[50520009],[],[],[],[],[],[],[],None,,
30941,skill_effect_root,점화 4T,309410030002,,"[""309410030003""]",[],[],[],[],[400106],[],[],[],[],[],[],None,,
30951,skill_root,점화 5T,309510020005,,[],[],[],[],[50520011],[],[],[],[],[],[],[],None,,
30951,skill_effect_root,점화 5T,309510030002,,"[""309510030003""]",[],[],[],[],[],[],[],[],[],[],[],None,,
90004,skill_effect_root,넘치는 생명력_인터벌,900040030002,,[],"[""900040030003""]",[],[],[],[],[],[],[],[],[],[],None,,
90005,skill_effect_root,샘솟는 마나샘_인터벌,900050030002,,[],[],"[""900050030003""]",[],[],[],[],[],[],[],[],[],None,,
100001,skill_root,신비한 가시 나무 Lv.1,1000010020005,신비한 가시 나무,[],[],[],[],[],[],"[""1000010020006""]",[],[],[],[],[],None,,
100001,skill_effect_root,신비한 가시 나무 대미지 Lv.1,1000010030002,신비한 가시 나무 대미지,"[""1000010030003""]",[],[],[],[],[400106],[],[],[],[],[],[],None,,
100002,skill_root,신비한 가시 나무 Lv.2,1000020020005,신비한 가시 나무,[],[],[],[],[],[],"[""1000020020006""]",[],[],[],[],[],None,,
100002,skill_effect_root,신비한 가시 나무 대미지 Lv.2,1000020030002,신비한 가시 나무 대미지,"[""1000020030003""]",[],[],[],[],[400106],[],[],[],[],[],[],None,,
100003,skill_root,신비한 가시 나무 Lv.3,1000030020005,신비한 가시 나무,[],[],[],[],[],[],"[""1000030020006""]",[],[],[],[],[],None,,
100003,skill_effect_root,신비한 가시 나무 대미지 Lv.3,1000030030002,신비한 가시 나무 대미지,"[""1000030030003""]",[],[],[],[],[400106],[],[],[],[],[],[],None,,
100004,skill_root,신비한 가시 나무 Lv.4,1000040020005,신비한 가시 나무,[],[],[],[],[],[],"[""1000040020006""]",[],[],[],[],[],None,,
100004,skill_effect_root,신비한 가시 나무 대미지 Lv.4,1000040030002,신비한 가시 나무 대미지,"[""1000040030003""]",[],[],[],[],[400106],[],[],[],[],[],[],None,,
100005,skill_root,신비한 가시 나무 Lv.5,1000050020005,신비한 가시 나무,[],[],[],[],[],[],"[""1000050020006""]",[],[],[],[],[],None,,
100005,skill_effect_root,신비한 가시 나무 대미지 Lv.5,1000050030002,신비한 가시 나무 대미지,"[""1000050030003""]",[],[],[],[],[400106],[],[],[],[],[],[],None,,
100051,skill_root,가시 나무 덩쿨 Lv.1,1000510020005,,"[""1000510020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
100051,skill_root,가시 나무 덩쿨 Lv.1,1000510020008,,[],[],[],[],[100051],[],[],[],[],[],[],[],None,,
100052,skill_root,가시 나무 덩쿨 Lv.2,1000520020005,,"[""1000520020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
100052,skill_root,가시 나무 덩쿨 Lv.2,1000520020008,,[],[],[],[],[100052],[],[],[],[],[],[],[],None,,
100053,skill_root,가시 나무 덩쿨 Lv.3,1000530020005,,"[""1000530020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
100053,skill_root,가시 나무 덩쿨 Lv.3,1000530020008,,[],[],[],[],[100053],[],[],[],[],[],[],[],None,,
100054,skill_root,가시 나무 덩쿨 Lv.4,1000540020005,,"[""1000540020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
100054,skill_root,가시 나무 덩쿨 Lv.4,1000540020008,,[],[],[],[],[100054],[],[],[],[],[],[],[],None,,
100055,skill_root,가시 나무 덩쿨 Lv.5,1000550020005,,"[""1000550020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
100055,skill_root,가시 나무 덩쿨 Lv.5,1000550020008,,[],[],[],[],[100055],[],[],[],[],[],[],[],None,,
100101,skill_root,치유의 꽃잎 Lv.1,1001010020005,,[],[],[],[],[100101],[],[],[],[],[],[],[],None,,
100101,skill_effect_root,치유의 꽃잎 중첩 힐 Lv.1 ,1001010030002,치유의 꽃잎 중첩 힐,[],"[""1001010030003""]",[],[],[],[],[],[],[],[],[],[],None,,
100102,skill_root,치유의 꽃잎 Lv.2,1001020020005,,[],[],[],[],[100102],[],[],[],[],[],[],[],None,,
