root_id,root_type,root_name,nodeId,id,name,comment,skill
30241,skill_root,섬광,302410020001,30241,섬광,,302410020002
30251,skill_root,점멸 5T,302510020001,30251,점멸 5T,,302510020002
30311,skill_root,정화 1T,303110020001,30311,정화 1T,,303110020002
30341,skill_root,축복,303410020001,30341,축복,,303410020002
30351,skill_root,정화 5T,303510020001,30351,정화 5T,,303510020002
30411,skill_root,회복 1T,304110020001,30411,회복 1T,,304110020002
30440,skill_root,회복 4T,304400020001,30440,회복 4T,,304400020002
30441,skill_root,치유,304410020001,30441,치유,,304410020002
30451,skill_root,회복 5T,304510020001,30451,회복 5T,,304510020002
30511,skill_root,방어막 1T,305110020001,30511,방어막 1T,,305110020002
30521,skill_root,방어막 2T,305210020001,30521,방어막 2T,,305210020002
30531,skill_root,방어막 3T,305310020001,30531,방어막 3T,,305310020002
30541,skill_root,방어막,305410020001,30541,방어막,,305410020002
30551,skill_root,방어막 5T,305510020001,30551,방어막 5T,,305510020002
30611,skill_root,탈진 1T,306110020001,30611,탈진 1T,,306110020002
30641,skill_root,탈진 4T,306410020001,30641,탈진 4T,,306410020002
30651,skill_root,탈진 5T,306510020001,30651,탈진 5T,,306510020002
30711,skill_root,억제 1T,307110020001,30711,억제 1T,,307110020002
30741,skill_root,억제 4T,307410020001,30741,억제 4T,,307410020002
30751,skill_root,억제 5T,307510020001,30751,억제 5T,,307510020002
30811,skill_root,총명 1T,308110020001,30811,총명 1T,,308110020002
30841,skill_root,총명 4T,308410020001,30841,총명 4T,,308410020002
30851,skill_root,총명 5T,308510020001,30851,총명 5T,,308510020002
30911,skill_root,점화 1T,309110020001,30911,점화 1T,,309110020002
30941,skill_root,화상,309410020001,30941,화상,,309410020002
30951,skill_root,점화 5T,309510020001,30951,점화 5T,,309510020002
100001,skill_root,신비한 가시 나무 Lv.1,1000010020001,100001,신비한 가시 나무 Lv.1,,1000010020002
100002,skill_root,신비한 가시 나무 Lv.2,1000020020001,100002,신비한 가시 나무 Lv.2,,1000020020002
100003,skill_root,신비한 가시 나무 Lv.3,1000030020001,100003,신비한 가시 나무 Lv.3,,1000030020002
100004,skill_root,신비한 가시 나무 Lv.4,1000040020001,100004,신비한 가시 나무 Lv.4,,1000040020002
100005,skill_root,신비한 가시 나무 Lv.5,1000050020001,100005,신비한 가시 나무 Lv.5,,1000050020002
100051,skill_root,가시 나무 덩쿨 Lv.1,1000510020001,100051,가시 나무 덩쿨 Lv.1,,1000510020002
100052,skill_root,가시 나무 덩쿨 Lv.2,1000520020001,100052,가시 나무 덩쿨 Lv.2,,1000520020002
100053,skill_root,가시 나무 덩쿨 Lv.3,1000530020001,100053,가시 나무 덩쿨 Lv.3,,1000530020002
100054,skill_root,가시 나무 덩쿨 Lv.4,1000540020001,100054,가시 나무 덩쿨 Lv.4,,1000540020002
100055,skill_root,가시 나무 덩쿨 Lv.5,1000550020001,100055,가시 나무 덩쿨 Lv.5,,1000550020002
100101,skill_root,치유의 꽃잎 Lv.1,1001010020001,100101,치유의 꽃잎 Lv.1,,1001010020002
100102,skill_root,치유의 꽃잎 Lv.2,1001020020001,100102,치유의 꽃잎 Lv.2,,1001020020002
100103,skill_root,치유의 꽃잎 Lv.3,1001030020001,100103,치유의 꽃잎 Lv.3,,1001030020002
100104,skill_root,치유의 꽃잎 Lv.4,1001040020001,100104,치유의 꽃잎 Lv.4,,1001040020002
100105,skill_root,치유의 꽃잎 Lv.5,1001050020001,100105,치유의 꽃잎 Lv.5,,1001050020002
100150,skill_root,치유의 바람_정신 집중 Lv.1,1001500020001,100150,치유의 바람_정신 집중 Lv.1,,1001500020002
100152,skill_root,치유의 바람_정신 집중 Lv.2,1001520020001,100152,치유의 바람_정신 집중 Lv.2,,1001520020002
100154,skill_root,치유의 바람_정신 집중 Lv.3,1001540020001,100154,치유의 바람_정신 집중 Lv.3,,1001540020002
100156,skill_root,치유의 바람_정신 집중 Lv.4,1001560020001,100156,치유의 바람_정신 집중 Lv.4,,1001560020002
100158,skill_root,치유의 바람_정신 집중 Lv.5,1001580020001,100158,치유의 바람_정신 집중 Lv.5,,1001580020002
100201,skill_root,휘두르기 Lv.1,1002010020001,100201,휘두르기 Lv.1,1티어 한손검 Q 스킬 Lv.1,1002010020002
100206,skill_root,1티어 한손검 Q 스킬 실드 회복,1002060020001,100206,1티어 한손검 Q 스킬 실드 회복,,1002060020002
100251,skill_root,방패 돌진 Lv.1,1002510020001,100251,방패 돌진 Lv.1,1티어 한손검 W 스킬 Lv.1,1002510020002
100301,skill_root,방패 투척 Lv.1,1003010020001,100301,방패 투척 Lv.1,1티어 한손검 E 스킬 Lv.1,1003010020002
100351,skill_root,파멸의 징벌 Lv.1,1003510020001,100351,파멸의 징벌 Lv.1,1티어 한손검 R 스킬 Lv.1,1003510020002
100401,skill_root,제압 Lv.1,1004010020001,100401,제압 Lv.1,2티어 한손검 Q 스킬 Lv.1,1004010020002
100451,skill_root,복수의 갑옷 Lv.1,1004510020001,100451,복수의 갑옷 Lv.1,2티어 한손검 W 스킬 Lv.1,1004510020002
100456,skill_root,2티어 한손검 W 스킬_Proc Lv.1,1004560020001,100456,2티어 한손검 W 스킬_Proc Lv.1,,1004560020002
100501,skill_root,모두 쉿 Lv.1,1005010020001,100501,모두 쉿 Lv.1,2티어 한손검 E 스킬 Lv.1,1005010020002
100551,skill_root,진공 폭발 Lv.1,1005510020001,100551,진공 폭발 Lv.1,2티어 한손검 R 스킬 Lv.1,1005510020002
100601,skill_root,성스러운 일격 Lv.1,1006010020001,100601,성스러운 일격 Lv.1,3티어 한손검 Q 스킬 Lv.1,1006010020002
100606,skill_root,성스러운 일격_Proc Lv.1,1006060020001,100606,성스러운 일격_Proc Lv.1,일반 공격 시 재사용 대기시간 1초 감소,1006060020002
100651,skill_root,가호의 빛 Lv.1,1006510020001,100651,가호의 빛 Lv.1,3티어 한손검 W 스킬 Lv.1,1006510020002
100701,skill_root,폭주하는 광휘 Lv.1,1007010020001,100701,폭주하는 광휘 Lv.1,3티어 한손검 E 스킬 Lv.1,1007010020002
100702,skill_root,폭주하는 광휘 Lv.2 백업용,1007020020001,100702,폭주하는 광휘 Lv.2 백업용,3티어 한손검 E 스킬 Lv.2,1007020020002
100706,skill_root,폭주하는 광휘_Proc_체력 회복 Lv.1,1007060020001,100706,폭주하는 광휘_Proc_체력 회복 Lv.1,,1007060020002
100711,skill_root,폭주하는 광휘_강화 평타 Lv.1,1007110020001,100711,폭주하는 광휘_강화 평타 Lv.1,,1007110020002
100751,skill_root,광휘의 심판 Lv.1,1007510020001,100751,광휘의 심판 Lv.1,3티어 한손검 R 스킬 Lv.1,1007510020002
100752,skill_root,광휘의 심판_백업용 Lv.1,1007520020001,100752,광휘의 심판_백업용 Lv.1,잘 동작하지 않는 케이스 저장,1007520020002
200000,skill_root,가벼운 손놀림 Lv.1,2000000020001,200000,가벼운 손놀림 Lv.1,3티어 양손검 Q 스킬 Lv.1,2000000020002
200001,skill_root,양손검 : 가벼운 손놀림 평타,2000010020001,200001,양손검 : 가벼운 손놀림 평타,,2000010020002
200002,skill_root,가벼운 손놀림 Lv.2,2000020020001,200002,가벼운 손놀림 Lv.2,,2000020020002
200004,skill_root,가벼운 손놀림 Lv.3,2000040020001,200004,가벼운 손놀림 Lv.3,,2000040020002
200006,skill_root,가벼운 손놀림 Lv.4,2000060020001,200006,가벼운 손놀림 Lv.4,,2000060020002
200008,skill_root,가벼운 손놀림 Lv.5,2000080020001,200008,가벼운 손놀림 Lv.5,,2000080020002
200051,skill_root,대지 가르기 Lv.1,2000510020001,200051,대지 가르기 Lv.1,3티어 양손검 W 스킬 Lv.1,2000510020002
200052,skill_root,대지 가르기 Lv.2,2000520020001,200052,대지 가르기 Lv.2,3티어 양손검 W 스킬 Lv.1,2000520020002
200053,skill_root,대지 가르기 Lv.3,2000530020001,200053,대지 가르기 Lv.3,3티어 양손검 W 스킬 Lv.1,2000530020002
200054,skill_root,대지 가르기 Lv.4,2000540020001,200054,대지 가르기 Lv.4,3티어 양손검 W 스킬 Lv.1,2000540020002
200055,skill_root,대지 가르기 Lv.5,2000550020001,200055,대지 가르기 Lv.5,3티어 양손검 W 스킬 Lv.1,2000550020002
200056,skill_root,(공용) 대지 가르기_기절을 넘어짐으로 변환,2000560020001,200056,(공용) 대지 가르기_기절을 넘어짐으로 변환,Lv.1 ~ Lv.5까지 공용,2000560020002
200100,skill_root,회오리 베기,2001000020001,200100,회오리 베기,,2001000020002
200101,skill_root,휘몰이 Lv.1,2001010020001,200101,휘몰이 Lv.1,,2001010020002
200102,skill_root,휘몰이 Lv.2,2001020020001,200102,휘몰이 Lv.2,,2001020020002
200103,skill_root,휘몰이 Lv.3,2001030020001,200103,휘몰이 Lv.3,,2001030020002
200104,skill_root,휘몰이 Lv.4,2001040020001,200104,휘몰이 Lv.4,,2001040020002
200105,skill_root,휘몰이 Lv.5,2001050020001,200105,휘몰이 Lv.5,,2001050020002
200151,skill_root,적진으로 Lv.1,2001510020001,200151,적진으로 Lv.1,3티어 양손검 R 스킬 Lv.1,2001510020002
200152,skill_root,적진으로 Lv.2,2001520020001,200152,적진으로 Lv.2,,2001520020002
200153,skill_root,적진으로 Lv.3,2001530020001,200153,적진으로 Lv.3,,2001530020002
200154,skill_root,적진으로 Lv.4,2001540020001,200154,적진으로 Lv.4,,2001540020002
200155,skill_root,적진으로 Lv.5,2001550020001,200155,적진으로 Lv.5,,2001550020002
200161,skill_root,적진으로 Proc_보호막 Lv.1,2001610020001,200161,적진으로 Proc_보호막 Lv.1,,2001610020002
200162,skill_root,적진으로 Proc_보호막 Lv.2,2001620020001,200162,적진으로 Proc_보호막 Lv.2,,2001620020002
200163,skill_root,적진으로 Proc_보호막 Lv.3,2001630020001,200163,적진으로 Proc_보호막 Lv.3,,2001630020002
200164,skill_root,적진으로 Proc_보호막 Lv.4,2001640020001,200164,적진으로 Proc_보호막 Lv.4,,2001640020002
200165,skill_root,적진으로 Proc_보호막 Lv.5,2001650020001,200165,적진으로 Proc_보호막 Lv.5,,2001650020002
200201,skill_root,결정타  Lv.1,2002010020001,200201,결정타  Lv.1,결정타  Lv.1,2002010020002
200202,skill_root,결정타  Lv.2,2002020020001,200202,결정타  Lv.2,결정타  Lv.2,2002020020002
200203,skill_root,결정타  Lv.3,2002030020001,200203,결정타  Lv.3,결정타  Lv.3,2002030020002
200204,skill_root,결정타  Lv.4,2002040020001,200204,결정타  Lv.4,결정타  Lv.4,2002040020002
200205,skill_root,결정타  Lv.5,2002050020001,200205,결정타  Lv.5,결정타  Lv.5,2002050020002
200251,skill_root,폭주 Lv.1,2002510020001,200251,폭주 Lv.1,,2002510020002
200252,skill_root,폭주 Lv.2,2002520020001,200252,폭주 Lv.2,,2002520020002
200253,skill_root,폭주 Lv.3,2002530020001,200253,폭주 Lv.3,,2002530020002
200254,skill_root,폭주 Lv.4,2002540020001,200254,폭주 Lv.4,,2002540020002
200255,skill_root,폭주 Lv.5,2002550020001,200255,폭주 Lv.5,,2002550020002
200256,skill_root,폭주_중첩 Lv.1,2002560020001,200256,폭주_중첩 Lv.1,,2002560020002
200257,skill_root,폭주_중첩 Lv.2,2002570020001,200257,폭주_중첩 Lv.2,,2002570020002
200258,skill_root,폭주_중첩 Lv.3,2002580020001,200258,폭주_중첩 Lv.3,,2002580020002
200259,skill_root,폭주_중첩 Lv.4,2002590020001,200259,폭주_중첩 Lv.4,,2002590020002
200260,skill_root,폭주_중첩 Lv.5,2002600020001,200260,폭주_중첩 Lv.5,,2002600020002
200301,skill_root,회오리 베기 Lv.1,2003010020001,200301,회오리 베기 Lv.1,,2003010020002
200303,skill_root,회오리 베기 Lv.2,2003030020001,200303,회오리 베기 Lv.2,,2003030020002
200305,skill_root,회오리 베기 Lv.3,2003050020001,200305,회오리 베기 Lv.3,,2003050020002
200307,skill_root,회오리 베기 Lv.4,2003070020001,200307,회오리 베기 Lv.4,,2003070020002
200309,skill_root,회오리 베기 Lv.5,2003090020001,200309,회오리 베기 Lv.5,,2003090020002
200351,skill_root,기선 제압 Lv.1,2003510020001,200351,기선 제압 Lv.1,기선 제압 Lv.1,2003510020002
200352,skill_root,기선 제압 Lv.2,2003520020001,200352,기선 제압 Lv.2,기선 제압 Lv.2,2003520020002
200353,skill_root,기선 제압 Lv.3,2003530020001,200353,기선 제압 Lv.3,기선 제압 Lv.3,2003530020002
200354,skill_root,기선 제압 Lv.4,2003540020001,200354,기선 제압 Lv.4,기선 제압 Lv.4,2003540020002
200355,skill_root,기선 제압 Lv.5,2003550020001,200355,기선 제압 Lv.5,기선 제압 Lv.5,2003550020002
200401,skill_root,폭주 Lv.1,2004010020001,200401,폭주 Lv.1,1티어 양손검 Q 스킬 Lv.1,2004010020002
200451,skill_root,분노의 일격 Lv.1,2004510020001,200451,분노의 일격 Lv.1,1티어 양손검 W 스킬 Lv.1,2004510020002
200501,skill_root,대지 분쇄 Lv.1,2005010020001,200501,대지 분쇄 Lv.1,1티어 양손검 E 스킬 Lv.1,2005010020002
200551,skill_root,공간 가르기 Lv.1,2005510020001,200551,공간 가르기 Lv.1,1티어 양손검 R 스킬 Lv.1,2005510020002
200601,skill_root,2티어 양손검 Q 스킬 Lv.1,2006010020001,200601,2티어 양손검 Q 스킬 Lv.1,2티어 양손검 Q 스킬 Lv.1,2006010020002
200651,skill_root,찌르기 Lv.1,2006510020001,200651,찌르기 Lv.1,2티어 양손검 W 스킬 Lv.1,2006510020002
200701,skill_root,결투 돌입 Lv.1,2007010020001,200701,결투 돌입 Lv.1,2티어 양손검 E 스킬 Lv.1,2007010020002
200751,skill_root,섬광의 길 Lv.1,2007510020001,200751,섬광의 길 Lv.1,2티어 양손검 R 스킬 Lv.1,2007510020002
300000,skill_root,충격 사격,3000000020001,300000,충격 사격,,3000000020002
300001,skill_root,충격 사격 Lv.1,3000010020001,300001,충격 사격 Lv.1,,3000010020002
300002,skill_root,충격 사격 Lv.2,3000020020001,300002,충격 사격 Lv.2,,3000020020002
300003,skill_root,충격 사격 Lv.3,3000030020001,300003,충격 사격 Lv.3,,3000030020002
300004,skill_root,충격 사격 Lv.4,3000040020001,300004,충격 사격 Lv.4,,3000040020002
300005,skill_root,충격 사격 Lv.5,3000050020001,300005,충격 사격 Lv.5,,3000050020002
300051,skill_root,발묶음 Lv.1,3000510020001,300051,발묶음 Lv.1,,3000510020002
300052,skill_root,발묶음 Lv.2,3000520020001,300052,발묶음 Lv.2,,3000520020002
300053,skill_root,발묶음 Lv.3,3000530020001,300053,발묶음 Lv.3,,3000530020002
300054,skill_root,발묶음 Lv.4,3000540020001,300054,발묶음 Lv.4,,3000540020002
300055,skill_root,발묶음 Lv.5,3000550020001,300055,발묶음 Lv.5,,3000550020002
300101,skill_root,불화살 소나기  Lv.1,3001010020001,300101,불화살 소나기  Lv.1,,3001010020002
300102,skill_root,불화살 소나기  Lv.2,3001020020001,300102,불화살 소나기  Lv.2,,3001020020002
300103,skill_root,불화살 소나기  Lv.3,3001030020001,300103,불화살 소나기  Lv.3,,3001030020002
300104,skill_root,불화살 소나기  Lv.4,3001040020001,300104,불화살 소나기  Lv.4,,3001040020002
300105,skill_root,불화살 소나기  Lv.5,3001050020001,300105,불화살 소나기  Lv.5,,3001050020002
300151,skill_root,급습 Lv.1,3001510020001,300151,급습 Lv.1,,3001510020002
300152,skill_root,급습 Lv.2,3001520020001,300152,급습 Lv.2,,3001520020002
300153,skill_root,급습 Lv.3,3001530020001,300153,급습 Lv.3,,3001530020002
300154,skill_root,급습 Lv.4,3001540020001,300154,급습 Lv.4,,3001540020002
300155,skill_root,급습 Lv.5,3001550020001,300155,급습 Lv.5,,3001550020002
300200,skill_root,연쇄 : 느려짐을 기절로 변경,3002000020001,300200,연쇄 : 느려짐을 기절로 변경,연쇄 : 느려짐을 기절로 변경,3002000020002
300201,skill_root,저격 Lv.1,3002010020001,300201,저격 Lv.1,,3002010020002
300202,skill_root,저격 Lv.2,3002020020001,300202,저격 Lv.2,,3002020020002
300203,skill_root,저격 Lv.3,3002030020001,300203,저격 Lv.3,,3002030020002
300204,skill_root,저격 Lv.4,3002040020001,300204,저격 Lv.4,,3002040020002
300205,skill_root,저격 Lv.5,3002050020001,300205,저격 Lv.5,,3002050020002
300251,skill_root,방출 사격 Lv.1,3002510020001,300251,방출 사격 Lv.1,,3002510020002
300252,skill_root,방출 사격 Lv.2,3002520020001,300252,방출 사격 Lv.2,,3002520020002
300253,skill_root,방출 사격 Lv.3,3002530020001,300253,방출 사격 Lv.3,,3002530020002
300254,skill_root,방출 사격 Lv.4,3002540020001,300254,방출 사격 Lv.4,,3002540020002
300255,skill_root,방출 사격 Lv.5,3002550020001,300255,방출 사격 Lv.5,,3002550020002
300301,skill_root,연속 쏘기 Lv.1,3003010020001,300301,연속 쏘기 Lv.1,,3003010020002
300302,skill_root,연속 쏘기 Lv.2,3003020020001,300302,연속 쏘기 Lv.2,,3003020020002
300303,skill_root,연속 쏘기 Lv.3,3003030020001,300303,연속 쏘기 Lv.3,,3003030020002
300304,skill_root,연속 쏘기 Lv.4,3003040020001,300304,연속 쏘기 Lv.4,,3003040020002
300305,skill_root,연속 쏘기 Lv.5,3003050020001,300305,연속 쏘기 Lv.5,,3003050020002
300306,skill_root,연속 쏘기 1타 Lv.1,3003060020001,300306,연속 쏘기 1타 Lv.1,연속 쏘기 1타 Lv.1,3003060020002
300307,skill_root,연속 쏘기 2타 Lv.1,3003070020001,300307,연속 쏘기 2타 Lv.1,연속 쏘기 2타 Lv.1,3003070020002
300308,skill_root,연속 쏘기 3타 Lv.1,3003080020001,300308,연속 쏘기 3타 Lv.1,연속 쏘기 3타 Lv.1,3003080020002
300309,skill_root,연속 쏘기 1타 Lv.2,3003090020001,300309,연속 쏘기 1타 Lv.2,연속 쏘기 1타 Lv.2,3003090020002
300310,skill_root,연속 쏘기 2타 Lv.2,3003100020001,300310,연속 쏘기 2타 Lv.2,연속 쏘기 2타 Lv.2,3003100020002
300311,skill_root,연속 쏘기 3타 Lv.2,3003110020001,300311,연속 쏘기 3타 Lv.2,연속 쏘기 3타 Lv.2,3003110020002
300312,skill_root,연속 쏘기 1타 Lv.3,3003120020001,300312,연속 쏘기 1타 Lv.3,연속 쏘기 1타 Lv.3,3003120020002
300313,skill_root,연속 쏘기 2타 Lv.3,3003130020001,300313,연속 쏘기 2타 Lv.3,연속 쏘기 2타 Lv.3,3003130020002
300314,skill_root,연속 쏘기 3타 Lv.3,3003140020001,300314,연속 쏘기 3타 Lv.3,연속 쏘기 3타 Lv.3,3003140020002
300315,skill_root,연속 쏘기 1타 Lv.4,3003150020001,300315,연속 쏘기 1타 Lv.4,연속 쏘기 1타 Lv.4,3003150020002
300316,skill_root,연속 쏘기 2타 Lv.4,3003160020001,300316,연속 쏘기 2타 Lv.4,연속 쏘기 2타 Lv.4,3003160020002
300317,skill_root,연속 쏘기 3타 Lv.4,3003170020001,300317,연속 쏘기 3타 Lv.4,연속 쏘기 3타 Lv.4,3003170020002
300318,skill_root,연속 쏘기 1타 Lv.5,3003180020001,300318,연속 쏘기 1타 Lv.5,연속 쏘기 1타 Lv.5,3003180020002
300319,skill_root,연속 쏘기 2타 Lv.5,3003190020001,300319,연속 쏘기 2타 Lv.5,연속 쏘기 2타 Lv.5,3003190020002
300320,skill_root,연속 쏘기 3타 Lv.5,3003200020001,300320,연속 쏘기 3타 Lv.5,연속 쏘기 3타 Lv.5,3003200020002
300321,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.1,3003210020001,300321,연속 쏘기_처치 시 쿨 1초 감소 Lv.1,,3003210020002
300322,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.2,3003220020001,300322,연속 쏘기_처치 시 쿨 1초 감소 Lv.2,,3003220020002
300323,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.3,3003230020001,300323,연속 쏘기_처치 시 쿨 1초 감소 Lv.3,,3003230020002
300324,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.4,3003240020001,300324,연속 쏘기_처치 시 쿨 1초 감소 Lv.4,,3003240020002
300325,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.5,3003250020001,300325,연속 쏘기_처치 시 쿨 1초 감소 Lv.5,,3003250020002
300326,skill_root,급습으로 인한 연속 쏘기 Lv.1,3003260020001,300326,급습으로 인한 연속 쏘기 Lv.1,,3003260020002
300327,skill_root,급습으로 인한 연속 쏘기 Lv.2,3003270020001,300327,급습으로 인한 연속 쏘기 Lv.2,,3003270020002
300328,skill_root,급습으로 인한 연속 쏘기 Lv.3,3003280020001,300328,급습으로 인한 연속 쏘기 Lv.3,,3003280020002
300329,skill_root,급습으로 인한 연속 쏘기 Lv.4,3003290020001,300329,급습으로 인한 연속 쏘기 Lv.4,,3003290020002
300330,skill_root,급습으로 인한 연속 쏘기 Lv.5,3003300020001,300330,급습으로 인한 연속 쏘기 Lv.5,,3003300020002
300351,skill_root,폭탄 화살 Lv.1,3003510020001,300351,폭탄 화살 Lv.1,,3003510020002
300352,skill_root,폭탄 화살 Lv.2,3003520020001,300352,폭탄 화살 Lv.2,,3003520020002
300353,skill_root,폭탄 화살 Lv.3,3003530020001,300353,폭탄 화살 Lv.3,,3003530020002
300354,skill_root,폭탄 화살 Lv.4,3003540020001,300354,폭탄 화살 Lv.4,,3003540020002
300355,skill_root,폭탄 화살 Lv.5,3003550020001,300355,폭탄 화살 Lv.5,,3003550020002
300401,skill_root,저격 Lv.1,3004010020001,300401,저격 Lv.1,1티어 활 Q 스킬 Lv.1,3004010020002
300451,skill_root,부채 사격 Lv.1,3004510020001,300451,부채 사격 Lv.1,1티어 활 W 스킬 Lv.1,3004510020002
300501,skill_root,불화살 소나기 Lv.1,3005010020001,300501,불화살 소나기 Lv.1,1티어 활 E 스킬 Lv.1,3005010020002
300551,skill_root,폭탄 화살 Lv.1,3005510020001,300551,폭탄 화살 Lv.1,1티어 활 R 스킬 Lv.1,3005510020002
300601,skill_root,섬광 화살 Lv.1,3006010020001,300601,섬광 화살 Lv.1,2티어 활 Q 스킬 Lv.1,3006010020002
300611,skill_root,섬광 화살_강화 평타 Lv.1,3006110020001,300611,섬광 화살_강화 평타 Lv.1,2티어 활 Q 스킬_강화 평타 Lv.1,3006110020002
300651,skill_root,천상의 그물 Lv.1,3006510020001,300651,천상의 그물 Lv.1,2티어 등장 활 W 스킬 Lv.1,3006510020002
300701,skill_root,재정비 도약 Lv.1,3007010020001,300701,재정비 도약 Lv.1,2티어 활 E 스킬 Lv.1,3007010020002
300751,skill_root,금빛 성광 Lv.1,3007510020001,300751,금빛 성광 Lv.1,2티어 활 R 스킬 Lv.1,3007510020002
400000,skill_root,얼음 화살_테스트 Lv.1,4000000020001,400000,얼음 화살_테스트 Lv.1,,4000000020002
400001,skill_root,얼음 화살 Lv.1,4000010020001,400001,얼음 화살 Lv.1,,4000010020002
