OID,SpawnerId,Name,ActorCategory,Cid,Interval,bRoaming,bIsMinion,bQuestSpawner,bSpawnOnlySequence,bInstanceSpawner,NumMaxSpawn,SpawnChance,RetrialCnt,LifeTime,Points,Rotations,AIPathCids,bEventDespawn,InitialTimeMin,InitialTimeMax
43,10201002,PointFixedUnitSpawner_C_UAID_107C61B20389B2A802_1820047480,Monster,10201102,0,True,False,False,False,False,1,1000,0,0,"((X=192830.000000,Y=-93800.000000,Z=-1.574281))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
44,10201003,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1120640859,Monster,10201103,0,True,False,False,False,False,1,1000,0,0,"((X=193574.952260,Y=-93373.991019,Z=-1.574623))","((X=0.000000,Y=-0.000000,Z=0.573576,W=0.819152))","(0)",False,0,0
45,10201003,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1120661861,Monster,10201103,0,True,False,False,False,False,1,1000,0,0,"((X=194720.000000,Y=-92580.000000,Z=-0.029250))","((X=0.000000,Y=-0.000000,Z=0.573576,W=0.819152))","(0)",False,0,0
46,10201002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1302950880,Monster,10201102,0,True,False,False,False,False,1,1000,0,0,"((X=192529.770741,Y=-88969.800192,Z=-0.029650))","((X=-0.000000,Y=0.000000,Z=-0.642788,W=0.766044))","(0)",False,0,0
47,10802005,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1892723939,Monster,10802301,0,True,False,False,False,False,1,1000,0,0,"((X=190350.761674,Y=-69171.255782,Z=-1994.720268))","((X=-0.000000,Y=0.000000,Z=-0.984808,W=0.173648))","(0)",False,0,0
48,10802001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1904254943,Monster,10802101,0,True,False,False,False,False,1,1000,0,0,"((X=185697.052295,Y=-71648.910724,Z=-1994.719955))","((X=-0.000000,Y=0.000000,Z=-0.342020,W=0.939693))","(0)",False,0,0
49,10802005,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1402395885,Monster,10802301,0,True,False,False,False,False,1,1000,0,0,"((X=183710.000000,Y=-73340.000000,Z=-1746.944951))","((X=0.000000,Y=-0.000000,Z=0.258819,W=0.965926))","(0)",False,0,0
50,10802003,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1909654947,Monster,10802103,0,True,False,False,False,False,1,1000,0,0,"((X=183282.749911,Y=-71615.288577,Z=-1938.570944))","((X=-0.000000,Y=0.000000,Z=-0.258819,W=0.965926))","(0)",False,0,0
51,10802001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1402392883,Monster,10802101,0,True,False,False,False,False,1,1000,0,0,"((X=184020.656689,Y=-73340.862114,Z=-1763.478289))","((X=0.000000,Y=-0.000000,Z=0.906308,W=0.422618))","(0)",False,0,0
52,10802005,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1909638945,Monster,10802301,0,True,False,False,False,False,1,1000,0,0,"((X=183744.966641,Y=-71239.847910,Z=-1994.721564))","((X=-0.000000,Y=0.000000,Z=-0.906308,W=0.422618))","(0)",False,0,0
53,10802001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1909653946,Monster,10802101,0,True,False,False,False,False,1,1000,0,0,"((X=183452.749978,Y=-71345.288617,Z=-1994.720585))","((X=-0.000000,Y=0.000000,Z=-0.258819,W=0.965926))","(0)",False,0,0
54,10802003,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1892740941,Monster,10802103,0,True,False,False,False,False,1,1000,0,0,"((X=189762.749911,Y=-69265.288577,Z=-1994.721444))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
55,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1826754930,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=192174.540934,Y=-69228.501145,Z=-1965.648719))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
56,10802005,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1904239942,Monster,10802301,0,True,False,False,False,False,1,1000,0,0,"((X=186003.139117,Y=-71595.814789,Z=-1994.719730))","((X=-0.000000,Y=0.000000,Z=-0.939693,W=0.342020))","(0)",False,0,0
57,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1826739929,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=191202.447722,Y=-69474.074693,Z=-1965.646766))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
58,10802001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1885909937,Monster,10802101,0,True,False,False,False,False,1,1000,0,0,"((X=190090.656689,Y=-70520.862114,Z=-1965.358898))","((X=0.000000,Y=-0.000000,Z=0.906308,W=0.422618))","(0)",False,0,0
59,10802005,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1885895936,Monster,10802301,0,True,False,False,False,False,1,1000,0,0,"((X=189780.000000,Y=-70520.000000,Z=-1984.157754))","((X=0.000000,Y=-0.000000,Z=0.258819,W=0.965926))","(0)",False,0,0
60,10802003,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1883490935,Monster,10802103,0,True,False,False,False,False,1,1000,0,0,"((X=188642.749911,Y=-70705.288577,Z=-1994.719663))","((X=0.000000,Y=-0.000000,Z=0.906308,W=0.422618))","(0)",False,0,0
61,10802003,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1467794889,Monster,10802103,0,True,False,False,False,False,1,1000,0,0,"((X=187972.749911,Y=-72085.288577,Z=-1966.544008))","((X=0.000000,Y=-0.000000,Z=0.906308,W=0.422618))","(0)",False,0,0
62,10802003,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1904255944,Monster,10802103,0,True,False,False,False,False,1,1000,0,0,"((X=185482.749911,Y=-71885.288577,Z=-1994.720207))","((X=-0.000000,Y=0.000000,Z=-0.342020,W=0.939693))","(0)",False,0,0
63,10802003,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1885910938,Monster,10802103,0,True,False,False,False,False,1,1000,0,0,"((X=190342.749911,Y=-70325.288577,Z=-1965.646618))","((X=0.000000,Y=-0.000000,Z=0.906308,W=0.422618))","(0)",False,0,0
64,10802001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1883489934,Monster,10802101,0,True,False,False,False,False,1,1000,0,0,"((X=188390.656689,Y=-70900.862114,Z=-1994.719091))","((X=0.000000,Y=-0.000000,Z=0.906308,W=0.422618))","(0)",False,0,0
65,10802005,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1467795890,Monster,10802301,0,True,False,False,False,False,1,1000,0,0,"((X=187410.000000,Y=-72280.000000,Z=-1966.442339))","((X=0.000000,Y=-0.000000,Z=0.258819,W=0.965926))","(0)",False,0,0
66,10802005,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1883473933,Monster,10802301,0,True,False,False,False,False,1,1000,0,0,"((X=188080.000000,Y=-70900.000000,Z=-1994.721209))","((X=0.000000,Y=-0.000000,Z=0.258819,W=0.965926))","(0)",False,0,0
67,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1826756931,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=192042.447722,Y=-68474.074693,Z=-1984.073715))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
68,10802001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1467793888,Monster,10802101,0,True,False,False,False,False,1,1000,0,0,"((X=187720.656689,Y=-72280.862114,Z=-1964.427375))","((X=0.000000,Y=-0.000000,Z=0.906308,W=0.422618))","(0)",False,0,0
69,10802001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1892738940,Monster,10802101,0,True,False,False,False,False,1,1000,0,0,"((X=190044.974266,Y=-69116.461783,Z=-1994.720344))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
70,10802003,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1402394884,Monster,10802103,0,True,False,False,False,False,1,1000,0,0,"((X=184272.749911,Y=-73145.288577,Z=-1790.997606))","((X=0.000000,Y=-0.000000,Z=0.906308,W=0.422618))","(0)",False,0,0
71,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1823185926,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=194384.540934,Y=-67048.501145,Z=-1982.890409))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
72,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1812184922,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=197084.540934,Y=-65508.501145,Z=-1976.753388))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
73,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1809389918,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=198984.540934,Y=-65908.501145,Z=-1954.744645))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
74,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1812186924,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=197914.540934,Y=-64098.501145,Z=-1994.719211))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
75,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1809392920,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=199814.540934,Y=-64498.501145,Z=-1967.224927))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
76,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1806157914,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=198944.540934,Y=-64438.501145,Z=-1960.734498))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
77,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1812168921,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=195844.447722,Y=-66026.074693,Z=-1983.549481))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
78,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1809391919,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=198852.447722,Y=-65154.074693,Z=-1961.714200))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
79,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1823188928,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=195214.540934,Y=-65638.501145,Z=-1989.129022))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
80,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1812185923,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=196952.447722,Y=-64754.074693,Z=-1989.973390))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
81,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1802365909,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=199782.447722,Y=-63834.074693,Z=-1970.148423))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
82,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1823170925,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=193412.447722,Y=-67294.074693,Z=-1984.458543))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
83,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1806139913,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=197972.447722,Y=-64684.074693,Z=-1971.735989))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
84,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1809373917,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=198012.447722,Y=-66154.074693,Z=-1959.933865))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
85,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1826757932,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=193004.540934,Y=-67818.501145,Z=-1982.887534))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
86,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1823186927,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=194252.447722,Y=-66294.074693,Z=-1989.131476))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
87,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1802384910,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=200754.540934,Y=-63588.501145,Z=-1976.147137))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
88,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1705507892,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=201232.447722,Y=-61804.074693,Z=-1994.720997))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
89,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1735748899,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=203568.540934,Y=-59040.501145,Z=-1988.969064))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
90,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1806159915,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=198812.447722,Y=-63684.074693,Z=-1994.720817))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
91,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1776626908,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=202204.540934,Y=-61558.501145,Z=-1986.384133))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
92,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1806160916,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=199774.540934,Y=-63028.501145,Z=-1994.716758))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
93,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1802386911,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=200622.447722,Y=-62834.074693,Z=-1986.649849))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
94,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1402391882,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=203894.540934,Y=-58708.501145,Z=-1994.720769))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
95,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389B4A802_1704071891,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=202072.447722,Y=-60804.074693,Z=-1994.720258))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
