OID,SpawnerId,Name,ActorCategory,Cid,Interval,bRoaming,bIsMinion,bQuestSpawner,bSpawnOnlySequence,bInstanceSpawner,NumMaxSpawn,SpawnChance,RetrialCnt,LifeTime,Points,Rotations,AIPathCids,bEventDespawn,InitialTimeMin,InitialTimeMax
57,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086039718,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=166500.000000,Y=-132150.000000,Z=2415.563086))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
58,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086026704,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=158540.000000,Y=-128880.000000,Z=2612.152207))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
59,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_2026912467,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=168130.000000,Y=-137270.000000,Z=2319.208705))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
60,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086033711,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=170440.000000,Y=-139190.000000,Z=2318.260150))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
61,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_2030571471,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=170170.000000,Y=-138990.000000,Z=2314.829885))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
62,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_2026932469,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=169690.000000,Y=-138120.000000,Z=2314.831260))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
63,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086038717,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=166880.000000,Y=-134500.000000,Z=2483.061651))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
64,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_2008658464,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=166810.000000,Y=-132410.000000,Z=2389.635888))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
65,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_2008680466,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=167950.000000,Y=-133530.000000,Z=2393.996498))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
66,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086047725,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=169400.000000,Y=-128700.000000,Z=983.574911))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
67,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_2030550470,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=170630.000000,Y=-137370.000000,Z=2322.950248))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
68,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_2026930468,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=168190.000000,Y=-139340.000000,Z=2348.537261))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
69,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_1967963457,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=169580.000000,Y=-128490.000000,Z=935.405887))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
70,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086034713,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=169470.000000,Y=-137930.000000,Z=2314.830404))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
71,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086037716,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=168050.000000,Y=-133950.000000,Z=2392.154125))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
72,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086045723,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=170570.000000,Y=-129430.000000,Z=1008.252060))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
73,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_1973809458,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=170740.000000,Y=-127920.000000,Z=867.297182))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
74,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_1977477459,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=170730.000000,Y=-129610.000000,Z=1044.639243))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
75,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086035714,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=167910.000000,Y=-139070.000000,Z=2316.833895))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
76,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086033712,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=170780.000000,Y=-137810.000000,Z=2321.566857))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
77,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086036715,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=168370.000000,Y=-137450.000000,Z=2344.641593))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
78,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_1834022449,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=165050.000000,Y=-118330.000000,Z=5.310533))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
79,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_1865789452,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=163450.000000,Y=-123720.000000,Z=67.156712))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
80,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086020700,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=154870.000000,Y=-124990.000000,Z=2617.151298))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
81,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086023702,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=154240.000000,Y=-126790.000000,Z=2642.298820))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
82,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_1860705451,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=163990.000000,Y=-122400.000000,Z=2.148793))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
83,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086057736,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=163360.000000,Y=-116760.000000,Z=13.199569))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
84,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086052731,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=163810.000000,Y=-122850.000000,Z=2.867330))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
85,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086053732,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=164710.000000,Y=-120310.000000,Z=4.050102))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
86,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_1830649448,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=163660.000000,Y=-119230.000000,Z=10.845885))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
87,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086050729,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=161380.000000,Y=-122000.000000,Z=55.092286))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
88,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_1827186447,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=163880.000000,Y=-117240.000000,Z=26.470741))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
89,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_2097347483,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=156290.000000,Y=-125150.000000,Z=2490.494019))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
90,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_2087545480,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=154180.000000,Y=-126340.000000,Z=2642.298820))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
91,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_1871897454,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=166120.000000,Y=-125240.000000,Z=39.513153))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
92,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_1869713453,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=161560.000000,Y=-121550.000000,Z=29.802156))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
93,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086055734,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=163480.000000,Y=-119680.000000,Z=2.620016))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
94,10401001,PointFixedUnitSpawner_C_UAID_107C61B20389B7A802_1824090446,Monster,10401101,0,True,False,False,False,False,1,1000,0,0,"((X=163540.000000,Y=-116310.000000,Z=4.810894))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
95,10401002,PointFixedUnitSpawner_C_UAID_107C61B20389B8A802_1086054733,Monster,10401102,0,True,False,False,False,False,1,1000,0,0,"((X=165030.000000,Y=-117830.000000,Z=9.496571))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
