OID,SpawnerId,Name,ActorCategory,Cid,Interval,bRoaming,bIsMinion,bQuestSpawner,bSpawnOnlySequence,bInstanceSpawner,NumMaxSpawn,SpawnChance,RetrialCnt,LifeTime,Points,Rotations,AIPathCids,bEventDespawn,InitialTimeMin,InitialTimeMax
12,10001002,PointFixedUnitSpawner_C_UAID_08BFB8A62AC450A302_1635319970,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353209.435824,Y=-129021.138187,Z=-1961.841580))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
13,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1416825385,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353878.762218,Y=-128358.025655,Z=-1977.062452))","((X=-0.000000,Y=0.000000,Z=-0.342020,W=0.939693))","(0)",False,0,0
14,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1403331380,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=352305.184619,Y=-128413.072232,Z=-1975.088279))","((X=-0.000000,Y=0.000000,Z=-0.819152,W=0.573576))","(0)",False,0,0
15,95101001,PointFixedUnitSpawner_C_UAID_08BFB86E4D1E65A802_1547461781,Monster,95101101,0,True,False,False,False,False,1,1000,0,0,"((X=352764.000000,Y=-127792.000000,Z=-1986.000000))","((X=0.000000,Y=-0.000000,Z=0.537300,W=0.843391))","(0)",False,0,0
16,10001002,PointFixedUnitSpawner_C_UAID_107C61B20570608E02_1652002773,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=354226.750536,Y=-128111.899576,Z=-1983.863838))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
17,10001001,PointFixedUnitSpawner_C_UAID_107C61B20570608E02_1680405776,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=351727.383204,Y=-129032.134713,Z=-1994.721467))","((X=0.000000,Y=-0.000000,Z=0.571215,W=0.820800))","(0)",False,0,0
18,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1491628292,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=352037.383204,Y=-128632.134713,Z=-1959.620190))","((X=0.000000,Y=-0.000000,Z=0.965177,W=0.261599))","(0)",False,0,0
19,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1470259390,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=352374.669217,Y=-127862.554390,Z=-1975.678599))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
20,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1416813383,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353522.166898,Y=-127990.345200,Z=-1976.633201))","((X=-0.000000,Y=0.000000,Z=-0.342020,W=0.939693))","(0)",False,0,0
21,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1416826386,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=353379.438676,Y=-128443.145409,Z=-1976.633222))","((X=0.000000,Y=-0.000000,Z=0.996195,W=0.087156))","(0)",False,0,0
22,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1403321379,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=352453.302020,Y=-128834.957609,Z=-1975.325909))","((X=0.000000,Y=-0.000000,Z=0.342020,W=0.939693))","(0)",False,0,0
23,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1326309759,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=351592.438676,Y=-124007.145409,Z=-1984.114046))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
24,10001002,PointFixedUnitSpawner_C_UAID_08BFB8A62AC450A302_1537689961,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=354550.790066,Y=-123213.010027,Z=-1986.116706))","((X=-0.000000,Y=0.000000,Z=-0.422618,W=0.906308))","(0)",False,0,0
25,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1429131764,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=351981.438676,Y=-127594.145409,Z=-1962.467722))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
26,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1622064301,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=352711.438676,Y=-121744.145409,Z=-1971.265336))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
27,10001001,PointFixedUnitSpawner_C_UAID_08BFB8A62AC450A302_1557465964,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=356505.639522,Y=-123093.907373,Z=-1994.720648))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
28,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1298696367,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=354414.843924,Y=-124682.145409,Z=-1981.380450))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
29,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1572427776,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=355782.838758,Y=-123237.656591,Z=-1976.065416))","((X=0.000000,Y=-0.000000,Z=0.819152,W=0.573576))","(0)",False,0,0
30,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1436133766,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=352964.438676,Y=-126698.145409,Z=-1979.991978))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
31,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1585403777,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=351966.274186,Y=-124979.355294,Z=-1973.342906))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
32,10001002,PointFixedUnitSpawner_C_UAID_08BFB8A62AC450A302_1443605954,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=352235.393236,Y=-124095.970152,Z=-1960.607153))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
33,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1510240293,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=354259.376654,Y=-127437.819984,Z=-1978.253715))","((X=0.000000,Y=-0.000000,Z=0.965926,W=0.258819))","(0)",False,0,0
34,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1280429286,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353679.354619,Y=-122559.225458,Z=-1985.764290))","((X=-0.000000,Y=0.000000,Z=-0.939693,W=0.342020))","(0)",False,0,0
35,95101001,PointFixedUnitSpawner_C_UAID_08BFB86E4D1E65A802_1472347779,Monster,95101101,0,True,False,False,False,False,1,1000,0,0,"((X=353451.000000,Y=-123110.000000,Z=-1986.000000))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
36,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1581333298,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353860.274186,Y=-125985.355294,Z=-1971.861869))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
37,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1577338297,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353435.274186,Y=-126346.355294,Z=-1981.057605))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
38,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1420115763,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=352970.438676,Y=-126209.145409,Z=-1979.350226))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
39,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1431382765,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=353821.438676,Y=-126674.145409,Z=-1964.495089))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
40,10001001,PointFixedUnitSpawner_C_UAID_107C61B20570608E02_1610307768,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=352665.998830,Y=-123390.178947,Z=-1960.606710))","((X=-0.000000,Y=0.000000,Z=-0.342020,W=0.939693))","(0)",False,0,0
41,10001001,PointFixedUnitSpawner_C_UAID_107C61B20570608E02_1616584769,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=356782.789446,Y=-123549.301772,Z=-1987.149165))","((X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000))","(0)",False,0,0
42,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1591002778,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=352168.986218,Y=-125528.643482,Z=-1963.965028))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
43,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1269515364,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=352300.998830,Y=-123027.178947,Z=-1991.139821))","((X=-0.000000,Y=0.000000,Z=-0.342020,W=0.939693))","(0)",False,0,0
44,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1398422375,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=352494.829653,Y=-127426.863596,Z=-1972.300777))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
45,10001001,PointFixedUnitSpawner_C_UAID_08BFB8A62AC450A302_1512801958,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=353336.581745,Y=-120662.575799,Z=-1994.720844))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
46,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1300832368,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=354283.843924,Y=-123510.145409,Z=-1980.767239))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
47,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1467289768,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=353798.843924,Y=-124074.145409,Z=-1961.220259))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
48,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1295197366,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=354210.843924,Y=-124263.145409,Z=-1981.380524))","((X=-0.000000,Y=0.000000,Z=-0.965926,W=0.258819))","(0)",False,0,0
49,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1223411361,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=352067.411497,Y=-121071.976346,Z=-1999.354779))","((X=0.000000,Y=-0.000000,Z=0.173648,W=0.984808))","(0)",False,0,0
50,10001002,PointFixedUnitSpawner_C_UAID_107C61B20570608E02_1646899772,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353849.829653,Y=-127172.863596,Z=-1976.504041))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
51,101103,PointFixedUnitSpawner_C_UAID_107C61B20570D18F02_1989630545,Monster,101103,0,False,False,False,False,False,1,1000,0,0,"((X=351117.972694,Y=-125052.173798,Z=-1990.425815))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
52,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1476951769,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=353233.843924,Y=-123472.145409,Z=-1983.909088))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
53,10001001,PointFixedUnitSpawner_C_UAID_107C61B20570608E02_1293135591,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=350088.286357,Y=-122904.469062,Z=-1984.637486))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
54,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1555142295,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353382.829653,Y=-126855.863596,Z=-1981.421277))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
55,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1584923299,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=352086.274186,Y=-126049.355294,Z=-1963.964796))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
56,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1498478391,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=355823.929703,Y=-123849.085778,Z=-1981.403382))","((X=-0.000000,Y=0.000000,Z=-0.866025,W=0.500000))","(0)",False,0,0
57,10001001,PointFixedUnitSpawner_C_UAID_08BFB8A62AC450A302_1487376955,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=350674.966483,Y=-122078.229835,Z=-1994.720616))","((X=-0.000000,Y=0.000000,Z=-0.866025,W=0.500000))","(0)",False,0,0
58,10001002,PointFixedUnitSpawner_C_UAID_107C61B20570608E02_1672013775,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353813.963283,Y=-123594.701079,Z=-1969.199778))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
59,10001001,PointFixedUnitSpawner_C_UAID_08BFB8A62AC450A302_1498636956,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=351272.561818,Y=-121705.493311,Z=-1985.136346))","((X=-0.000000,Y=0.000000,Z=-0.642788,W=0.766044))","(0)",False,0,0
60,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1343105290,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=355383.409559,Y=-121115.747531,Z=-1994.720158))","((X=-0.000000,Y=0.000000,Z=-0.819152,W=0.573576))","(0)",False,0,0
61,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1398441378,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=353019.438676,Y=-127117.145409,Z=-1979.657002))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
62,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1233601362,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=353735.409559,Y=-121580.747531,Z=-1987.051356))","((X=0.000000,Y=-0.000000,Z=0.965926,W=0.258819))","(0)",False,0,0
63,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1353915372,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=352866.365117,Y=-125655.764551,Z=-1982.592218))","((X=0.000000,Y=-0.000000,Z=0.087156,W=0.996195))","(0)",False,0,0
64,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1591864300,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353478.274186,Y=-124683.355294,Z=-1981.380508))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
65,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1385212291,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=356265.639522,Y=-123473.907373,Z=-1984.644577))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
66,10001001,PointFixedUnitSpawner_C_UAID_08BFB8A62AC450A302_1584330966,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=351418.986218,Y=-126648.643482,Z=-1986.116607))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
67,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1552707294,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=351957.829653,Y=-126641.863596,Z=-1956.689979))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
68,95101001,PointFixedUnitSpawner_C_UAID_08BFB86E4D1E65A802_1504187780,Monster,95101101,0,True,False,False,False,False,1,1000,0,0,"((X=354950.000000,Y=-123683.000000,Z=-1977.000000))","((X=0.000000,Y=-0.000000,Z=0.500000,W=0.866025))","(0)",False,0,0
69,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1244084363,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=353948.409559,Y=-122176.747531,Z=-1980.767128))","((X=0.000000,Y=-0.000000,Z=0.965926,W=0.258819))","(0)",False,0,0
70,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1398438376,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=352076.438676,Y=-127269.145409,Z=-1970.752248))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
71,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1324917370,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=354271.843924,Y=-125663.145409,Z=-1976.891505))","((X=-0.000000,Y=0.000000,Z=-0.819152,W=0.573576))","(0)",False,0,0
72,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1322882758,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=351881.438676,Y=-122714.145409,Z=-1982.051272))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
73,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1340706371,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=352001.274186,Y=-124482.355294,Z=-1980.767175))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
74,10001002,PointFixedUnitSpawner_C_UAID_107C61B203895BA802_2097761831,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=352736.963283,Y=-123867.701079,Z=-1980.767531))","((X=-0.000000,Y=0.000000,Z=-0.087156,W=0.996195))","(0)",False,0,0
75,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1525329772,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=352131.438676,Y=-121697.145409,Z=-1997.787128))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
76,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1298054287,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353548.354619,Y=-122157.225458,Z=-1980.767143))","((X=-0.000000,Y=0.000000,Z=-0.939693,W=0.342020))","(0)",False,0,0
77,10001002,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1563696775,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=355492.838758,Y=-122417.656591,Z=-1993.321548))","((X=0.000000,Y=-0.000000,Z=0.819152,W=0.573576))","(0)",False,0,0
78,10001001,PointFixedUnitSpawner_C_UAID_08BFB8A62AC450A302_1547329962,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=354023.409559,Y=-120635.747531,Z=-1994.720109))","((X=-0.000000,Y=0.000000,Z=-0.819152,W=0.573576))","(0)",False,0,0
79,10001002,PointFixedUnitSpawner_C_UAID_08BFB8A62AC450A302_1507831957,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=351538.536115,Y=-121231.388007,Z=-1985.136331))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
80,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1190640359,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=351093.561818,Y=-122272.493311,Z=-1988.190580))","((X=-0.000000,Y=0.000000,Z=-0.642788,W=0.766044))","(0)",False,0,0
81,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1370767374,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353658.274186,Y=-125495.355294,Z=-1984.522473))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
82,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1353926373,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=352511.438676,Y=-126089.145409,Z=-1983.565515))","((X=-0.000000,Y=0.000000,Z=-0.939693,W=0.342020))","(0)",False,0,0
83,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1639351302,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353149.963283,Y=-124244.701079,Z=-1983.909211))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
84,10001002,PointFixedUnitSpawner_C_UAID_107C61B20570608E02_1640928771,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=352201.984241,Y=-123620.972581,Z=-1960.607166))","((X=-0.000000,Y=0.000000,Z=-0.087156,W=0.996195))","(0)",False,0,0
85,10001002,PointFixedUnitSpawner_C_UAID_08BFB8A62AC450A302_1520735959,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353129.354619,Y=-122009.225458,Z=-1994.720559))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
86,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1152629358,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=353973.438676,Y=-123116.145409,Z=-1980.767124))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
87,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1542513774,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=354143.409559,Y=-121745.747531,Z=-1972.778571))","((X=0.000000,Y=-0.000000,Z=0.965926,W=0.258819))","(0)",False,0,0
88,10001002,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1456251387,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=353565.829653,Y=-127558.863596,Z=-1977.776511))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
89,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1352640762,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=353261.438676,Y=-125324.145409,Z=-1982.592220))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
90,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038958A802_1343103289,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=355346.581745,Y=-121732.575799,Z=-1994.720591))","((X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000))","(0)",False,0,0
91,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1332839761,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=351121.438676,Y=-124214.145409,Z=-1969.859207))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
92,10001001,PointFixedUnitSpawner_C_UAID_107C61B20389F0AA02_1464601767,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=353938.438676,Y=-124689.145409,Z=-1981.380494))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
93,10001001,PointFixedUnitSpawner_C_UAID_107C61B2038932BB02_1324907369,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=354040.254217,Y=-125181.697334,Z=-1984.522530))","((X=-0.000000,Y=0.000000,Z=-0.819152,W=0.573576))","(0)",False,0,0
94,10001002,PointFixedUnitSpawner_C_UAID_107C61B20570608E02_1627710770,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=354524.898435,Y=-125153.187886,Z=-1986.116650))","((X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308))","(0)",False,0,0
