root_id,root_type,root_name,nodeId,comment,status_tag_condition_cids,chance,damage_type,cri_use,dodge_use,skill_d_m_g_minper,skill_d_m_g_maxper,skill_d_m_gadd,dot_d_m_gper,current_h_p_d_m_gper,max_h_p_d_m_gper,stack_status_change_cids,stack_d_m_gper,stack_d_m_gadd,is_remove_stack_status_change,f_x_name,cri_f_x_name
9005,skill_root,양손검 : 평타 (2타),90050020030,가벼운 손놀림 (대미지),[],1000,Physical,true,true,2800,2800,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_V,
9005,skill_root,양손검 : 평타 (2타),90050020035,1티어 양손검 W 스킬 Lv.1,[],1000,Physical,true,true,2800,2800,0,0,0,0,[],0,0,false,Nu_Twohand_1T_W_Hit,Nu_Twohand_1T_W_Hit
9006,skill_root,단검 : 평타 (1타),90060020006,단검 : 평타 (1타),[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,Common_Normal02_Hit,
9006,skill_root,단검 : 평타 (1타),90060020010,Q_내리꽂기 Lv.1,[],1000,Physical,true,true,1560,1560,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9006,skill_root,단검 : 평타 (1타),90060020015,Q_내리꽂기 Lv.2,[],1000,Physical,true,true,1720,1720,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9006,skill_root,단검 : 평타 (1타),90060020020,Q_내리꽂기 Lv.3,[],1000,Physical,true,true,1880,1880,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9006,skill_root,단검 : 평타 (1타),90060020025,Q_내리꽂기 Lv.4,[],1000,Physical,true,true,2040,2040,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9006,skill_root,단검 : 평타 (1타),90060020030,Q_내리꽂기 Lv.5,[],1000,Physical,true,true,2200,2200,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9006,skill_root,단검 : 평타 (1타),90060020035,W_무기 연마 Lv.1,[],1000,Physical,true,true,3000,3000,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9006,skill_root,단검 : 평타 (1타),90060020040,W_무기 연마 Lv.2,[],1000,Physical,true,true,3300,3300,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9006,skill_root,단검 : 평타 (1타),90060020045,W_무기 연마 Lv.3,[],1000,Physical,true,true,3600,3600,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9006,skill_root,단검 : 평타 (1타),90060020050,W_무기 연마 Lv.4,[],1000,Physical,true,true,3900,3900,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9006,skill_root,단검 : 평타 (1타),90060020055,W_무기 연마 Lv.5,[],1000,Physical,true,true,4200,4200,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9006,skill_root,단검 : 평타 (1타),90060020060,암살자의 분노(광역),[],1000,Physical,true,true,4200,4200,0,0,0,0,[],0,0,false,Nu_Dagger_1T_R_Buff_Hit,Nu_Dagger_1T_R_Buff_Hit
9007,skill_root,단검 : 평타 (2타),90070020006,단검 : 평타 (2타),[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,Common_Normal02_Hit,
9007,skill_root,단검 : 평타 (2타),90070020010,Q_내리꽂기 Lv.1,[],1000,Physical,true,true,1560,1560,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9007,skill_root,단검 : 평타 (2타),90070020015,Q_내리꽂기 Lv.2,[],1000,Physical,true,true,1720,1720,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9007,skill_root,단검 : 평타 (2타),90070020020,Q_내리꽂기 Lv.3,[],1000,Physical,true,true,1880,1880,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9007,skill_root,단검 : 평타 (2타),90070020025,Q_내리꽂기 Lv.4,[],1000,Physical,true,true,2040,2040,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9007,skill_root,단검 : 평타 (2타),90070020030,Q_내리꽂기 Lv.5,[],1000,Physical,true,true,2200,2200,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9007,skill_root,단검 : 평타 (2타),90070020035,W_무기 연마 Lv.1,[],1000,Physical,true,true,1800,1800,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9007,skill_root,단검 : 평타 (2타),90070020040,W_무기 연마 Lv.2,[],1000,Physical,true,true,1980,1980,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9007,skill_root,단검 : 평타 (2타),90070020045,W_무기 연마 Lv.3,[],1000,Physical,true,true,2160,2160,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9007,skill_root,단검 : 평타 (2타),90070020050,W_무기 연마 Lv.4,[],1000,Physical,true,true,2340,2340,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9007,skill_root,단검 : 평타 (2타),90070020055,W_무기 연마 Lv.5,[],1000,Physical,true,true,2520,2520,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
9007,skill_root,단검 : 평타 (2타),90070020060,암살자의 분노(광역),[],1000,Physical,true,true,4200,4200,0,0,0,0,[],0,0,false,Nu_Dagger_1T_R_Buff_Hit,Nu_Dagger_1T_R_Buff_Hit
9008,skill_root,활 : 평타 (1타),90080020007,활 : 평타 (1타),[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,Common_Normal02_Hit,
9009,skill_root,활 : 평타 (2타),90090020007,활 : 평타 (2타),[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,Common_Normal02_Hit,
9010,skill_root,지팡이 : 평타 (1타),90100020007,지팡이 : 평타 (1타),[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,NS_H_Heal_HitBasic1,NS_H_Heal_HitBasic1
9011,skill_root,지팡이 : 평타 (2타),90110020007,지팡이 : 평타 (2타),[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,NS_H_Heal_HitBasic1,NS_H_Heal_HitBasic1
9012,skill_root,힐러 지팡이 : 평타 (1타),90120020007,힐러 지팡이 : 평타 (2타),[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,NS_Hit_StaffNormal,NS_Hit_StaffNormal
9013,skill_root,힐러 지팡이 : 평타 (2타),90130020007,힐러 지팡이 : 평타 (2타),[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,NS_Hit_StaffNormal,NS_Hit_StaffNormal
9016,skill_root,2T 양손검 : 평타 (1타),90160020006,,[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,Common_Normal02_Hit,
9016,skill_root,2T 양손검 : 평타 (1타),90160020010,,[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_V,
9016,skill_root,2T 양손검 : 평타 (1타),90160020015,,[],1000,Physical,true,true,2000,2000,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_V,
9017,skill_root,2T 양손검 : 평타 (2타),90170020006,,[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,Common_Normal02_Hit,
9017,skill_root,2T 양손검 : 평타 (2타),90170020010,,[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_V,
9017,skill_root,2T 양손검 : 평타 (2타),90170020015,,[],1000,Physical,true,true,2000,2000,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_V,
9018,skill_root,2티어 등장 단검 : 평타 (1타),90180020006,단검 : 평타 (1타),[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,Common_Normal02_Hit,
9019,skill_root,2티어 등장 단검 : 평타 (2타),90190020006,단검 : 평타 (1타),[],1000,Physical,true,true,1000,1000,0,0,0,0,[],0,0,false,Common_Normal02_Hit,
10001,skill_root,단일 leap 테스트 스킬,100010020006,,[],1000,Physical,false,false,2000,2000,0,0,0,0,[],0,0,false,NS_Hit_StaffICEstar1,
10002,skill_root,테스트 스킬,100020020006,,[],1000,Physical,true,true,1500,1500,0,0,0,0,[],0,0,false,Nu_Bow_Snipershot_Hit_01,Nu_Bow_Snipershot_Hit_01
30911,skill_effect_root,점화 1T,309110030003,,[],1000,Physical,false,false,100,100,0,0,0,0,[],0,0,false,Common_Normal01_Hit,Common_Normal01_Hit
30941,skill_effect_root,점화 4T,309410030003,,[],1000,Physical,false,false,200,200,0,0,0,0,[],0,0,false,Common_Reddragon_Hit,Common_Reddragon_Hit
30951,skill_effect_root,점화 5T,309510030003,,[],1000,Physical,false,false,200,200,0,0,0,0,[],0,0,false,Common_Normal01_Hit,Common_Normal01_Hit
100001,skill_effect_root,신비한 가시 나무 대미지 Lv.1,1000010030003,,[],1000,Physical,false,false,200,200,0,0,0,0,[],0,0,false,NS_H_Hit_VinPlants1,
100002,skill_effect_root,신비한 가시 나무 대미지 Lv.2,1000020030003,,[],1000,Physical,false,false,420,420,0,0,0,0,[],0,0,false,NS_H_Hit_VinPlants1,
100003,skill_effect_root,신비한 가시 나무 대미지 Lv.3,1000030030003,,[],1000,Physical,false,false,480,480,0,0,0,0,[],0,0,false,NS_H_Hit_VinPlants1,
100004,skill_effect_root,신비한 가시 나무 대미지 Lv.4,1000040030003,,[],1000,Physical,false,false,540,540,0,0,0,0,[],0,0,false,NS_H_Hit_VinPlants1,
100005,skill_effect_root,신비한 가시 나무 대미지 Lv.5,1000050030003,,[],1000,Physical,false,false,600,600,0,0,0,0,[],0,0,false,NS_H_Hit_VinPlants1,
100051,skill_root,가시 나무 덩쿨 Lv.1,1000510020006,가시 나무 덩쿨 (1 런치),[],1000,Physical,false,false,1500,1500,0,0,0,0,[],0,0,false,NS_H_Hit_VinPlants1,
100052,skill_root,가시 나무 덩쿨 Lv.2,1000520020006,가시 나무 덩쿨 (1 런치),[],1000,Physical,false,false,2700,2700,0,0,0,0,[],0,0,false,NS_H_Hit_VinPlants1,
100053,skill_root,가시 나무 덩쿨 Lv.3,1000530020006,가시 나무 덩쿨 (1 런치),[],1000,Physical,false,false,2900,2900,0,0,0,0,[],0,0,false,NS_H_Hit_VinPlants1,
100054,skill_root,가시 나무 덩쿨 Lv.4,1000540020006,가시 나무 덩쿨 (1 런치),[],1000,Physical,false,false,3100,3100,0,0,0,0,[],0,0,false,NS_H_Hit_VinPlants1,
100055,skill_root,가시 나무 덩쿨 Lv.5,1000550020006,가시 나무 덩쿨 (1 런치),[],1000,Physical,false,false,3300,3300,0,0,0,0,[],0,0,false,NS_H_Hit_VinPlants1,
100201,skill_root,휘두르기 Lv.1,1002010020006,,[],1000,Physical,false,false,1300,1300,0,0,0,0,[],0,0,false,Nu_Onehand_1T_Q_Hit,
100251,skill_root,방패 돌진 Lv.1,1002510020006,,[],1000,Physical,false,false,1600,1600,0,0,0,0,[],0,0,false,Nu_Onehand_1T_W_Hit,
100301,skill_root,방패 투척 Lv.1,1003010020010,,[],1000,Physical,false,false,2000,2000,0,0,0,0,[],0,0,false,Nu_Onehand_1T_E_Hit,
100351,skill_root,파멸의 징벌 Lv.1,1003510020006,,[],1000,Physical,false,false,3500,3500,0,0,0,0,[],0,0,false,Nu_Onehand_1T_R_Hit,
100401,skill_root,제압 Lv.1,1004010020006,,[],1000,Physical,false,false,1400,1400,0,0,0,0,[],0,0,false,Nu_Bow_MultyShoot_Hit_01,
100456,skill_root,2티어 한손검 W 스킬_Proc Lv.1,1004560020006,,[],1000,Physical,false,false,500,500,0,0,0,0,[],0,0,false,Nu_Bow_MultyShoot_Hit_01,
100506,skill_effect_root,2티어 한손검 E 스킬_Interval Lv.1,1005060030003,,[],1000,Physical,false,false,300,300,0,0,0,0,[],0,0,false,Nu_Bow_MultyShoot_Hit_01,
100551,skill_root,진공 폭발 Lv.1,1005510020006,,[],1000,Physical,false,false,4000,4000,0,0,0,0,[],0,0,false,,
100601,skill_root,성스러운 일격 Lv.1,1006010020007,,[],1000,Physical,false,false,1500,1500,0,0,0,0,[],0,0,false,Common_Normal02_Hit,
100711,skill_root,폭주하는 광휘_강화 평타 Lv.1,1007110020006,,[],1000,Physical,false,false,1100,1100,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_V,
100751,skill_root,광휘의 심판 Lv.1,1007510020009,,[],1000,Physical,false,false,4500,4500,0,0,0,0,[],0,0,false,,
100752,skill_root,광휘의 심판_백업용 Lv.1,1007520020011,,[],1000,Physical,false,false,2500,2500,0,0,0,0,[],0,0,false,,
200001,skill_root,양손검 : 가벼운 손놀림 평타,2000010020006,가벼운 손놀림 (대미지),[],1000,Physical,true,true,2000,2000,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_V,
200051,skill_root,대지 가르기 Lv.1,2000510020006,대지 가르기 대미지,[],1000,Physical,false,false,2500,2500,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_H,
200052,skill_root,대지 가르기 Lv.2,2000520020006,대지 가르기 대미지,[],1000,Physical,false,false,2750,2750,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_H,
200053,skill_root,대지 가르기 Lv.3,2000530020006,대지 가르기 대미지,[],1000,Physical,false,false,3000,3000,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_H,
200054,skill_root,대지 가르기 Lv.4,2000540020006,대지 가르기 대미지,[],1000,Physical,false,false,3250,3250,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_H,
200055,skill_root,대지 가르기 Lv.5,2000550020006,대지 가르기 대미지,[],1000,Physical,false,false,3500,3500,0,0,0,0,[],0,0,false,NS_S_StrongHit_TwohandSword_H,
200100,skill_root,회오리 베기,2001000020006,회오리 베기,[],1000,Physical,false,false,1000,1000,0,0,0,0,[],0,0,false,Common_Normal14_Hit,
200100,skill_root,회오리 베기,2001000020011,회오리 베기,[],1000,Physical,false,false,1000,1000,0,0,0,0,[],0,0,false,Common_Normal14_Hit,
200101,skill_root,휘몰이 Lv.1,2001010020006,휘몰이 Lv.1,[],1000,Physical,false,false,500,500,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200101,skill_root,휘몰이 Lv.1,2001010020007,,[141],1000,Physical,false,false,5000,5000,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200101,skill_root,휘몰이 Lv.1,2001010020011,휘몰이 Lv.1,[],1000,Physical,false,false,500,500,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200101,skill_root,휘몰이 Lv.1,2001010020014,휘몰이 Lv.1,[],1000,Physical,false,false,500,500,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200101,skill_root,휘몰이 Lv.1,2001010020018,휘몰이 Lv.1,[],1000,Physical,false,false,500,500,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200101,skill_root,휘몰이 Lv.1,2001010020019,,[141],1000,Physical,false,false,5000,5000,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200101,skill_root,휘몰이 Lv.1,2001010020023,휘몰이 Lv.1,[],1000,Physical,false,false,500,500,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200101,skill_root,휘몰이 Lv.1,2001010020026,휘몰이 Lv.1,[],1000,Physical,false,false,500,500,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200102,skill_root,휘몰이 Lv.2,2001020020006,휘몰이 Lv.2,[],1000,Physical,false,false,550,550,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200102,skill_root,휘몰이 Lv.2,2001020020007,,[141],1000,Physical,false,false,1000,1000,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200102,skill_root,휘몰이 Lv.2,2001020020011,휘몰이 Lv.2,[],1000,Physical,false,false,550,550,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200102,skill_root,휘몰이 Lv.2,2001020020014,휘몰이 Lv.2,[],1000,Physical,false,false,550,550,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200102,skill_root,휘몰이 Lv.2,2001020020018,휘몰이 Lv.2,[],1000,Physical,false,false,550,550,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200102,skill_root,휘몰이 Lv.2,2001020020019,,[141],1000,Physical,false,false,1000,1000,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200102,skill_root,휘몰이 Lv.2,2001020020023,휘몰이 Lv.2,[],1000,Physical,false,false,550,550,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200102,skill_root,휘몰이 Lv.2,2001020020026,휘몰이 Lv.2,[],1000,Physical,false,false,550,550,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200103,skill_root,휘몰이 Lv.3,2001030020006,휘몰이 Lv.3,[],1000,Physical,false,false,600,600,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200103,skill_root,휘몰이 Lv.3,2001030020007,,[141],1000,Physical,false,false,1000,1000,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200103,skill_root,휘몰이 Lv.3,2001030020011,휘몰이 Lv.3,[],1000,Physical,false,false,600,600,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200103,skill_root,휘몰이 Lv.3,2001030020014,휘몰이 Lv.3,[],1000,Physical,false,false,600,600,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200103,skill_root,휘몰이 Lv.3,2001030020018,휘몰이 Lv.3,[],1000,Physical,false,false,600,600,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200103,skill_root,휘몰이 Lv.3,2001030020019,,[141],1000,Physical,false,false,1000,1000,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200103,skill_root,휘몰이 Lv.3,2001030020023,휘몰이 Lv.3,[],1000,Physical,false,false,600,600,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200103,skill_root,휘몰이 Lv.3,2001030020026,휘몰이 Lv.3,[],1000,Physical,false,false,600,600,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200104,skill_root,휘몰이 Lv.4,2001040020006,휘몰이 Lv.4,[],1000,Physical,false,false,650,650,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200104,skill_root,휘몰이 Lv.4,2001040020007,,[141],1000,Physical,false,false,1000,1000,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200104,skill_root,휘몰이 Lv.4,2001040020011,휘몰이 Lv.4,[],1000,Physical,false,false,650,650,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200104,skill_root,휘몰이 Lv.4,2001040020014,휘몰이 Lv.4,[],1000,Physical,false,false,650,650,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200104,skill_root,휘몰이 Lv.4,2001040020018,휘몰이 Lv.4,[],1000,Physical,false,false,650,650,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200104,skill_root,휘몰이 Lv.4,2001040020019,,[141],1000,Physical,false,false,1000,1000,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200104,skill_root,휘몰이 Lv.4,2001040020023,휘몰이 Lv.4,[],1000,Physical,false,false,650,650,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200104,skill_root,휘몰이 Lv.4,2001040020026,휘몰이 Lv.4,[],1000,Physical,false,false,650,650,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200105,skill_root,휘몰이 Lv.5,2001050020006,휘몰이 Lv.5,[],1000,Physical,false,false,700,700,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200105,skill_root,휘몰이 Lv.5,2001050020007,,[141],1000,Physical,false,false,1000,1000,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200105,skill_root,휘몰이 Lv.5,2001050020011,휘몰이 Lv.5,[],1000,Physical,false,false,700,700,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200105,skill_root,휘몰이 Lv.5,2001050020014,휘몰이 Lv.5,[],1000,Physical,false,false,700,700,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200105,skill_root,휘몰이 Lv.5,2001050020018,휘몰이 Lv.5,[],1000,Physical,false,false,700,700,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200105,skill_root,휘몰이 Lv.5,2001050020019,,[141],1000,Physical,false,false,1000,1000,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200105,skill_root,휘몰이 Lv.5,2001050020023,휘몰이 Lv.5,[],1000,Physical,false,false,700,700,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200105,skill_root,휘몰이 Lv.5,2001050020026,휘몰이 Lv.5,[],1000,Physical,false,false,700,700,0,0,0,0,[],0,0,false,Nu_TwoHand_Whirlwind2_Hit_01,
200151,skill_root,적진으로 Lv.1,2001510020011,적진으로 대미지,[],1000,Physical,false,false,4000,4000,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
200152,skill_root,적진으로 Lv.2,2001520020011,적진으로 대미지,[],1000,Physical,false,false,4400,4400,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
200153,skill_root,적진으로 Lv.3,2001530020011,적진으로 대미지,[],1000,Physical,false,false,4800,4800,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
200154,skill_root,적진으로 Lv.4,2001540020011,적진으로 대미지,[],1000,Physical,false,false,5200,5200,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
200155,skill_root,적진으로 Lv.5,2001550020011,적진으로 대미지,[],1000,Physical,false,false,5600,5600,0,0,0,0,[],0,0,false,Common_Normal01_Hit,
200201,skill_root,결정타  Lv.1,2002010020006,결정타_대미지  Lv.1,[],1000,Physical,false,false,2500,2500,0,0,0,0,[],0,0,false,,
200202,skill_root,결정타  Lv.2,2002020020006,결정타_대미지  Lv.2,[],1000,Physical,false,false,2750,2750,0,0,0,0,[],0,0,false,,
200203,skill_root,결정타  Lv.3,2002030020006,결정타_대미지  Lv.3,[],1000,Physical,false,false,3000,3000,0,0,0,0,[],0,0,false,,
200204,skill_root,결정타  Lv.4,2002040020006,결정타_대미지  Lv.4,[],1000,Physical,false,false,3250,3250,0,0,0,0,[],0,0,false,,
200205,skill_root,결정타  Lv.5,2002050020006,결정타_대미지  Lv.5,[],1000,Physical,false,false,3500,3500,0,0,0,0,[],0,0,false,,
200302,skill_effect_root,회오리 베기_대미지 Lv.1,2003020030003,회오리 베기_대미지 Lv.1,[],1000,Physical,false,false,450,450,0,0,0,0,[],0,0,false,Common_Normal16_Hit,
200304,skill_effect_root,회오리 베기_대미지 Lv.2,2003040030003,회오리 베기_대미지 Lv.2,[],1000,Physical,false,false,500,500,0,0,0,0,[],0,0,false,Common_Normal16_Hit,
